x,v,t
0.009447, 0.376772, 0.600000
0.011770, 0.651798, 0.605000
0.014714, 0.695898, 0.610000
0.017983, 0.558104, 0.615000
0.020400, 0.563620, 0.620000
0.023265, 0.445922, 0.625000
0.025790, 0.662620, 0.630000
0.029285, 0.659040, 0.635000
0.031897, 0.644017, 0.640000
0.034869, 0.354464, 0.645000
0.035861, -0.002033, 0.650000
0.034942, -0.041913, 0.655000
0.034604, -0.179954, 0.660000
0.033441, -0.228291, 0.665000
0.032376, -0.059736, 0.670000
0.031952, -0.082032, 0.675000
0.031110, 0.056442, 0.680000
0.030512, -0.202702, 0.685000
0.029232, -0.512628, 0.690000
0.025481, -0.653611, 0.695000
0.022145, -0.515207, 0.700000
0.019253, -0.519170, 0.705000
0.016951, -0.526734, 0.710000
0.014471, -0.301250, 0.715000
0.013281, -0.168796, 0.720000
0.012175, -0.225306, 0.725000
0.011343, -0.208049, 0.730000
0.010266, -0.406710, 0.735000
0.008564, -0.278395, 0.740000
0.007712, -0.131200, 0.745000
0.006667, -0.299956, 0.750000
0.005844, -0.286325, 0.755000
0.004419, -0.119677, 0.760000
0.004222, 0.025674, 0.765000
0.004823, 0.260976, 0.770000
0.005418, 0.140887, 0.775000
0.005820, -0.046275, 0.780000
0.004644, -0.114820, 0.785000
0.004395, -0.076623, 0.790000
0.004482, -0.087082, 0.795000
0.005398, 0.367049, 0.800000
0.007396, 0.403229, 0.805000
0.009640, 0.275109, 0.810000
0.010848, 0.384177, 0.815000
0.012007, 0.180067, 0.820000
0.012625, 0.097709, 0.825000
0.013460, 0.147381, 0.830000
0.014376, 0.197692, 0.835000
0.014630, 0.186077, 0.840000
0.014199, -0.127443, 0.845000
0.013984, -0.034726, 0.850000
0.014380, 0.172121, 0.855000
0.015050, 0.238442, 0.860000
0.016075, 0.088127, 0.865000
0.017208, -0.025751, 0.870000
0.016080, -0.381794, 0.875000
0.014397, -0.405836, 0.880000
0.013146, -0.160157, 0.885000
0.013406, 0.155599, 0.890000
0.013512, 0.175266, 0.895000
0.013774, 0.066049, 0.900000
0.015002, 0.194248, 0.905000
0.015887, 0.241736, 0.910000
0.016673, 0.059362, 0.915000
0.016978, 0.011059, 0.920000
0.017095, 0.154915, 0.925000
0.018431, 0.158051, 0.930000
0.019014, 0.328495, 0.935000
0.019535, 0.228150, 0.940000
0.020783, 0.030105, 0.945000
0.020647, -0.181504, 0.950000
0.019543, -0.398366, 0.955000
0.018445, -0.100187, 0.960000
0.017599, -0.250050, 0.965000
0.015695, -0.555138, 0.970000
0.012998, -0.665139, 0.975000
0.010653, -0.475126, 0.980000
0.009490, -0.203161, 0.985000
0.008687, -0.152088, 0.990000
0.006913, -0.111582, 0.995000
0.006134, -0.157166, 1.000000
0.004261, -0.317762, 1.005000
0.002290, -0.371263, 1.010000
0.000801, -0.310329, 1.015000
-0.001430, -0.444691, 1.020000
-0.003046, -0.242918, 1.025000
-0.004068, -0.142136, 1.030000
-0.003935, 0.001037, 1.035000
-0.003649, 0.141633, 1.040000
-0.001932, 0.438389, 1.045000
0.000417, 0.514003, 1.050000
0.001957, 0.244299, 1.055000
0.002854, 0.127383, 1.060000
0.004002, 0.444396, 1.065000
0.005663, 0.358821, 1.070000
0.006574, 0.026283, 1.075000
0.008425, 0.019953, 1.080000
0.008367, 0.101109, 1.085000
0.008799, 0.380369, 1.090000
0.009598, 0.303263, 1.095000
0.010650, 0.125767, 1.100000
0.011509, 0.279541, 1.105000
0.012442, 0.206116, 1.110000
0.013846, 0.271457, 1.115000
0.015130, 0.182763, 1.120000
0.015663, 0.099017, 1.125000
0.016815, 0.053301, 1.130000
0.017445, 0.199092, 1.135000
0.018737, 0.047130, 1.140000
0.019287, 0.077597, 1.145000
0.019431, 0.006264, 1.150000
0.019900, 0.152461, 1.155000
0.021425, 0.505356, 1.160000
0.023917, 0.405432, 1.165000
0.025250, 0.182595, 1.170000
0.024338, -0.232261, 1.175000
0.023329, -0.158765, 1.180000
0.022586, -0.169891, 1.185000
0.021779, -0.072511, 1.190000
0.021828, 0.071104, 1.195000
0.022131, 0.186853, 1.200000
0.023216, 0.278041, 1.205000
0.025028, 0.303584, 1.210000
0.026451, 0.174228, 1.215000
0.027540, 0.190979, 1.220000
0.028280, 0.184482, 1.225000
0.029585, 0.232006, 1.230000
0.030311, 0.163252, 1.235000
0.031566, 0.264003, 1.240000
0.032036, 0.085300, 1.245000
0.032653, 0.033757, 1.250000
0.033810, -0.038764, 1.255000
0.033031, -0.054085, 1.260000
0.031994, -0.042320, 1.265000
0.030981, -0.250655, 1.270000
0.029481, -0.318927, 1.275000
0.027891, -0.322149, 1.280000
0.026078, -0.422615, 1.285000
0.024168, -0.308636, 1.290000
0.022618, -0.230676, 1.295000
0.021418, -0.171057, 1.300000
0.019979, -0.221921, 1.305000
0.019611, -0.107594, 1.310000
0.019713, -0.108721, 1.315000
0.018925, 0.024052, 1.320000
0.017929, 0.039507, 1.325000
0.017296, -0.074145, 1.330000
0.016179, -0.296807, 1.335000
0.014412, -0.076633, 1.340000
0.012961, -0.516368, 1.345000
0.010062, -0.579268, 1.350000
0.007183, -0.629657, 1.355000
0.004850, -0.485007, 1.360000
0.002377, -0.615598, 1.365000
-0.000259, -0.554889, 1.370000
-0.003300, -0.726450, 1.375000
-0.006635, -0.439027, 1.380000
-0.007671, -0.241066, 1.385000
-0.007935, -0.132496, 1.390000
-0.008670, -0.229995, 1.395000
-0.009191, -0.197851, 1.400000
-0.010454, -0.260962, 1.405000
-0.012079, -0.300824, 1.410000
-0.013851, -0.426457, 1.415000
-0.015296, -0.328749, 1.420000
-0.017553, -0.322487, 1.425000
-0.019027, -0.404565, 1.430000
-0.020934, -0.194122, 1.435000
-0.022193, -0.293688, 1.440000
-0.023583, -0.237515, 1.445000
-0.024740, -0.279380, 1.450000
-0.026724, -0.316657, 1.455000
-0.028148, -0.216518, 1.460000
-0.029061, -0.138020, 1.465000
-0.029583, -0.052347, 1.470000
-0.028906, 0.087508, 1.475000
-0.027430, 0.269335, 1.480000
-0.025794, 0.342150, 1.485000
-0.024086, 0.294173, 1.490000
-0.022637, 0.220228, 1.495000
-0.020986, 0.340749, 1.500000
-0.018931, 0.468750, 1.505000
-0.016894, 0.420419, 1.510000
-0.014257, 0.603773, 1.515000
-0.011793, 0.610368, 1.520000
-0.008557, 0.585302, 1.525000
-0.005032, 0.560292, 1.530000
-0.002293, 0.706018, 1.535000
0.001209, 0.689360, 1.540000
0.004658, 0.732960, 1.545000
0.007945, 0.607377, 1.550000
0.011107, 0.471533, 1.555000
0.013590, 0.390138, 1.560000
0.015789, 0.530927, 1.565000
0.018615, 0.662681, 1.570000
0.021280, 0.721314, 1.575000
0.025160, 0.938724, 1.580000
0.028711, 0.471151, 1.585000
0.031082, 0.511268, 1.590000
0.033145, 0.509523, 1.595000
0.035993, 0.626066, 1.600000
0.039398, 0.823055, 1.605000
0.041410, 0.361981, 1.610000
0.042006, 0.040321, 1.615000
0.042443, 0.035123, 1.620000
0.042586, 0.062802, 1.625000
0.042338, -0.259318, 1.630000
0.041503, -0.168789, 1.635000
0.040012, -0.413591, 1.640000
0.037664, -0.553092, 1.645000
0.034851, -0.467605, 1.650000
0.032552, -0.463031, 1.655000
0.029906, -0.464055, 1.660000
0.026009, -0.642155, 1.665000
0.021990, -0.713348, 1.670000
0.019000, -0.581227, 1.675000
0.017062, -0.420486, 1.680000
0.014207, -0.593116, 1.685000
0.010675, -0.856216, 1.690000
0.007146, -0.781855, 1.695000
0.002505, -0.885500, 1.700000
-0.001128, -0.528019, 1.705000
-0.003197, -0.315782, 1.710000
-0.004530, -0.092313, 1.715000
-0.005440, -0.159169, 1.720000
-0.006654, -0.197087, 1.725000
-0.008346, -0.377290, 1.730000
-0.010652, -0.418599, 1.735000
-0.012844, -0.363581, 1.740000
-0.013424, 0.022667, 1.745000
-0.012781, 0.219631, 1.750000
-0.011631, 0.360637, 1.755000
-0.010280, 0.293440, 1.760000
-0.009364, 0.077007, 1.765000
-0.009134, 0.020213, 1.770000
-0.008523, 0.062099, 1.775000
-0.008176, 0.202715, 1.780000
-0.007700, 0.174604, 1.785000
-0.007786, -0.105813, 1.790000
-0.007971, 0.054648, 1.795000
-0.007802, 0.038559, 1.800000
-0.007282, 0.001977, 1.805000
-0.006601, 0.218064, 1.810000
-0.004998, 0.318318, 1.815000
-0.003387, 0.150333, 1.820000
-0.002465, 0.227294, 1.825000
-0.001916, 0.185778, 1.830000
-0.000870, 0.135433, 1.835000
-0.000359, 0.155801, 1.840000
-0.000122, 0.109465, 1.845000
0.000809, 0.183895, 1.850000
0.001238, 0.259917, 1.855000
0.002040, -0.040355, 1.860000
0.002218, -0.027895, 1.865000
0.002539, -0.001408, 1.870000
0.002900, 0.023067, 1.875000
0.004175, 0.314822, 1.880000
0.005508, 0.285856, 1.885000
0.006697, 0.317937, 1.890000
0.008627, 0.202518, 1.895000
0.010383, 0.345528, 1.900000
0.012371, 0.437884, 1.905000
0.013803, 0.186307, 1.910000
0.014709, -0.048049, 1.915000
0.014794, -0.073815, 1.920000
0.014032, -0.159584, 1.925000
0.012383, -0.351497, 1.930000
0.011355, -0.406269, 1.935000
0.009361, -0.428504, 1.940000
0.006588, -0.309527, 1.945000
0.005477, -0.336377, 1.950000
0.003827, -0.479984, 1.955000
0.001292, -0.423456, 1.960000
-0.001183, -0.527232, 1.965000
-0.002629, -0.289150, 1.970000
-0.004129, -0.527152, 1.975000
-0.006615, -0.524784, 1.980000
-0.008951, -0.514336, 1.985000
-0.012264, -0.637536, 1.990000
-0.014456, -0.432434, 1.995000
-0.015800, -0.406072, 2.000000
-0.017650, -0.364973, 2.005000
-0.018633, -0.284642, 2.010000
-0.020542, -0.327520, 2.015000
-0.022108, -0.408379, 2.020000
-0.023771, -0.257168, 2.025000
-0.025152, -0.511695, 2.030000
-0.026901, -0.329309, 2.035000
-0.029344, -0.453940, 2.040000
-0.031646, -0.327034, 2.045000
-0.033354, -0.208158, 2.050000
-0.033654, 0.019527, 2.055000
-0.033287, 0.126038, 2.060000
-0.031547, 0.312550, 2.065000
-0.029918, 0.221436, 2.070000
-0.028897, 0.384652, 2.075000
-0.027494, 0.006639, 2.080000
-0.026705, 0.192513, 2.085000
-0.025613, 0.348530, 2.090000
-0.023512, 0.295753, 2.095000
-0.021787, 0.309559, 2.100000
-0.021423, 0.120076, 2.105000
-0.021272, -0.167819, 2.110000
-0.022138, -0.196727, 2.115000
-0.024113, -0.250538, 2.120000
-0.025060, -0.026666, 2.125000
-0.024950, -0.103830, 2.130000
-0.025533, -0.029150, 2.135000
-0.025413, 0.064024, 2.140000
-0.024601, 0.202648, 2.145000
-0.023946, 0.189812, 2.150000
-0.023721, 0.022459, 2.155000
-0.023786, 0.167790, 2.160000
-0.023655, -0.095808, 2.165000
-0.024349, 0.068909, 2.170000
-0.023091, 0.382121, 2.175000
-0.021410, 0.229415, 2.180000
-0.021289, 0.035692, 2.185000
-0.020752, 0.175963, 2.190000
-0.019682, 0.192104, 2.195000
-0.018653, 0.123994, 2.200000
-0.018467, -0.028522, 2.205000
-0.018737, -0.041809, 2.210000
-0.018576, 0.049810, 2.215000
-0.018702, -0.034079, 2.220000
-0.019336, 0.076562, 2.225000
-0.019944, 0.166216, 2.230000
-0.018516, 0.193812, 2.235000
-0.016994, 0.428026, 2.240000
-0.014933, 0.305726, 2.245000
-0.013747, 0.061661, 2.250000
-0.012513, 0.154135, 2.255000
-0.012784, 0.072115, 2.260000
-0.012705, -0.070601, 2.265000
-0.012137, 0.247558, 2.270000
-0.012157, -0.060060, 2.275000
-0.011740, 0.153412, 2.280000
-0.011783, -0.113379, 2.285000
-0.011719, 0.083530, 2.290000
-0.011836, -0.013650, 2.295000
-0.011959, -0.034670, 2.300000
-0.010729, 0.169166, 2.305000
-0.009125, 0.430741, 2.310000
-0.007179, 0.471772, 2.315000
-0.005376, 0.321346, 2.320000
-0.003619, 0.446240, 2.325000
-0.001230, 0.433392, 2.330000
0.000094, 0.210812, 2.335000
0.002072, 0.372458, 2.340000
0.004625, 0.535144, 2.345000
0.007182, 0.547004, 2.350000
0.010539, 0.790523, 2.355000
0.013953, 0.584586, 2.360000
0.016914, 0.350784, 2.365000
0.017464, 0.035784, 2.370000
0.017417, 0.029372, 2.375000
0.017951, 0.239511, 2.380000
0.018992, 0.354079, 2.385000
0.020356, 0.343571, 2.390000
0.021175, 0.262768, 2.395000
0.022387, 0.091910, 2.400000
0.022472, -0.012808, 2.405000
0.022579, -0.069230, 2.410000
0.021825, -0.044405, 2.415000
0.020738, -0.292257, 2.420000
0.019070, -0.376292, 2.425000
0.017929, -0.428580, 2.430000
0.016222, -0.386498, 2.435000
0.015466, -0.406347, 2.440000
0.014156, -0.340698, 2.445000
0.012341, -0.300746, 2.450000
0.011203, -0.237741, 2.455000
0.010555, -0.168318, 2.460000
0.009841, 0.021573, 2.465000
0.009749, 0.008861, 2.470000
0.010139, -0.103177, 2.475000
0.010438, -0.022224, 2.480000
0.010633, 0.153882, 2.485000
0.011799, 0.197518, 2.490000
0.013114, 0.083736, 2.495000
0.014482, 0.285995, 2.500000
0.015778, 0.279067, 2.505000
0.016831, 0.157775, 2.510000
0.017564, 0.027300, 2.515000
0.017237, -0.092269, 2.520000
0.016444, -0.141466, 2.525000
0.015357, -0.171316, 2.530000
0.014309, -0.034842, 2.535000
0.013836, -0.036836, 2.540000
0.014083, -0.166271, 2.545000
0.013333, -0.110052, 2.550000
0.012593, 0.077465, 2.555000
0.013060, 0.210263, 2.560000
0.013227, 0.029774, 2.565000
0.012699, 0.025254, 2.570000
0.013272, 0.176462, 2.575000
0.015295, 0.355371, 2.580000
0.017117, 0.440582, 2.585000
0.019802, 0.588937, 2.590000
0.022899, 0.539495, 2.595000
0.025817, 0.491873, 2.600000
0.028286, 0.443859, 2.605000
0.030050, 0.444312, 2.610000
0.032453, 0.382054, 2.615000
0.033812, 0.195058, 2.620000
0.033542, -0.164377, 2.625000
0.033797, 0.023845, 2.630000
0.033810, 0.019346, 2.635000
0.034217, 0.122766, 2.640000
0.034797, 0.224920, 2.645000
0.036425, 0.067800, 2.650000
0.036281, 0.041527, 2.655000
0.036831, -0.038785, 2.660000
0.036505, -0.055446, 2.665000
0.035636, -0.115471, 2.670000
0.034763, -0.212147, 2.675000
0.033419, -0.546814, 2.680000
0.031275, -0.150316, 2.685000
0.031948, 0.196289, 2.690000
0.032541, 0.115661, 2.695000
0.032511, -0.022909, 2.700000
0.033516, 0.219537, 2.705000
0.033509, -0.085986, 2.710000
0.032891, -0.225773, 2.715000
0.031651, -0.320272, 2.720000
0.029655, -0.439000, 2.725000
0.027608, -0.275611, 2.730000
0.026706, -0.096965, 2.735000
0.026656, 0.003492, 2.740000
0.026969, 0.113884, 2.745000
0.028224, 0.108663, 2.750000
0.029729, 0.280587, 2.755000
0.032001, 0.258027, 2.760000
0.033417, 0.320021, 2.765000
0.034440, 0.163058, 2.770000
0.035500, 0.061075, 2.775000
0.035427, -0.106106, 2.780000
0.035462, -0.260590, 2.785000
0.033914, -0.352841, 2.790000
0.032444, -0.410991, 2.795000
0.030046, -0.442751, 2.800000
0.027311, -0.646001, 2.805000
0.024022, -0.529576, 2.810000
0.021590, -0.301389, 2.815000
0.019949, -0.347449, 2.820000
0.018139, -0.417574, 2.825000
0.015813, -0.656634, 2.830000
0.011794, -0.745600, 2.835000
0.008670, -0.564337, 2.840000
0.005508, -0.581776, 2.845000
0.001743, -0.593340, 2.850000
-0.001191, -0.452812, 2.855000
-0.003615, -0.482018, 2.860000
-0.006031, -0.381372, 2.865000
-0.007937, -0.375672, 2.870000
-0.009926, -0.565994, 2.875000
-0.012994, -0.623055, 2.880000
-0.016433, -0.660767, 2.885000
-0.019291, -0.515609, 2.890000
-0.021652, -0.341338, 2.895000
-0.022896, -0.167174, 2.900000
-0.023458, -0.092207, 2.905000
-0.023805, 0.023754, 2.910000
-0.023593, -0.117894, 2.915000
-0.024520, -0.154644, 2.920000
-0.025036, -0.097638, 2.925000
-0.024610, 0.221737, 2.930000
-0.023179, 0.319726, 2.935000
-0.022291, 0.234499, 2.940000
-0.021601, 0.240098, 2.945000
-0.020710, 0.198696, 2.950000
-0.019479, 0.333125, 2.955000
-0.016857, 0.535064, 2.960000
-0.014753, 0.404297, 2.965000
-0.013832, 0.178076, 2.970000
-0.013673, -0.001317, 2.975000
-0.013785, 0.106209, 2.980000
-0.013649, -0.021719, 2.985000
-0.014285, -0.128524, 2.990000
-0.014559, -0.273186, 2.995000
-0.016870, -0.422302, 3.000000
-0.017949, -0.089719, 3.005000
-0.017893, 0.049525, 3.010000
-0.016610, 0.101882, 3.015000
-0.015465, 0.228526, 3.020000
-0.015086, 0.159312, 3.025000
-0.015964, -0.184468, 3.030000
-0.016435, -0.001457, 3.035000
-0.014700, 0.204925, 3.040000
-0.012469, 0.524098, 3.045000
-0.009797, 0.411112, 3.050000
-0.007581, 0.549470, 3.055000
-0.005150, 0.491488, 3.060000
-0.003094, 0.356711, 3.065000
-0.001252, 0.229606, 3.070000
0.000003, 0.382729, 3.075000
0.002477, 0.490147, 3.080000
0.004354, 0.231868, 3.085000
0.005031, 0.188692, 3.090000
0.005572, 0.177571, 3.095000
0.006165, 0.028123, 3.100000
0.006330, 0.017934, 3.105000
0.006573, 0.179865, 3.110000
0.007865, 0.326154, 3.115000
0.008749, 0.459525, 3.120000
0.010995, 0.168832, 3.125000
0.012039, 0.025011, 3.130000
0.011797, -0.143544, 3.135000
0.009915, -0.342164, 3.140000
0.008887, -0.246395, 3.145000
0.008879, -0.088794, 3.150000
0.008848, -0.039884, 3.155000
0.009096, 0.068104, 3.160000
0.010383, 0.054075, 3.165000
0.010635, -0.109000, 3.170000
0.009281, -0.294397, 3.175000
0.007823, -0.471245, 3.180000
0.006262, -0.237283, 3.185000
0.005289, -0.114261, 3.190000
0.004780, -0.219315, 3.195000
0.003355, -0.312224, 3.200000
0.001177, -0.470974, 3.205000
-0.001586, -0.380527, 3.210000
-0.002469, -0.134985, 3.215000
-0.002246, 0.030992, 3.220000
-0.002205, 0.131653, 3.225000
-0.001590, 0.105154, 3.230000
-0.000459, 0.095930, 3.235000
-0.000420, -0.054708, 3.240000
-0.000345, -0.014723, 3.245000
0.000015, 0.106070, 3.250000
0.000233, 0.103755, 3.255000
0.001172, 0.219675, 3.260000
0.003604, 0.567831, 3.265000
0.006974, 0.691710, 3.270000
0.009782, 0.487283, 3.275000
0.013031, 0.563975, 3.280000
0.016105, 0.546152, 3.285000
0.018213, 0.407917, 3.290000
0.020428, 0.752477, 3.295000
0.024567, 0.888496, 3.300000
0.028544, 0.785814, 3.305000
0.032031, 0.664262, 3.310000
0.034983, 0.620928, 3.315000
0.037380, 0.772529, 3.320000
0.040635, 0.362878, 3.325000
0.043627, 0.340276, 3.330000
0.045276, 0.373019, 3.335000
0.046396, 0.261597, 3.340000
0.047933, 0.385258, 3.345000
0.049354, 0.309251, 3.350000
0.050382, 0.210207, 3.355000
0.050333, 0.074987, 3.360000
0.050686, 0.061806, 3.365000
0.050644, -0.271308, 3.370000
0.048214, -0.468370, 3.375000
0.046090, -0.347824, 3.380000
0.043614, -0.494779, 3.385000
0.040476, -0.579582, 3.390000
0.037931, -0.536208, 3.395000
0.035649, -0.533572, 3.400000
0.032805, -0.435806, 3.405000
0.031541, -0.149546, 3.410000
0.030561, -0.252095, 3.415000
0.029800, 0.028559, 3.420000
0.031396, 0.267591, 3.425000
0.031843, 0.111681, 3.430000
0.032196, -0.148724, 3.435000
0.031293, -0.218516, 3.440000
0.030305, -0.223454, 3.445000
0.028822, -0.323953, 3.450000
0.027189, -0.533667, 3.455000
0.024418, -0.507618, 3.460000
0.022165, -0.391382, 3.465000
0.020320, -0.427878, 3.470000
0.017616, -0.538633, 3.475000
0.015129, -0.273034, 3.480000
0.013366, -0.306954, 3.485000
0.011853, -0.007111, 3.490000
0.011488, -0.054286, 3.495000
0.011889, 0.192426, 3.500000
0.012208, 0.189706, 3.505000
0.012696, -0.066445, 3.510000
0.011428, -0.396682, 3.515000
0.008855, -0.576235, 3.520000
0.006419, -0.551253, 3.525000
0.003350, -0.671983, 3.530000
0.000627, -0.405403, 3.535000
-0.001898, -0.430470, 3.540000
-0.005205, -0.781063, 3.545000
-0.009472, -0.673706, 3.550000
-0.011892, -0.417350, 3.555000
-0.014575, -0.466767, 3.560000
-0.017161, -0.440113, 3.565000
-0.018976, -0.354781, 3.570000
-0.020055, -0.235090, 3.575000
-0.021212, -0.363465, 3.580000
-0.021512, -0.223747, 3.585000
-0.021373, -0.058211, 3.590000
-0.022385, -0.099839, 3.595000
-0.022441, -0.030845, 3.600000
-0.022845, 0.166668, 3.605000
-0.021859, 0.120812, 3.610000
-0.022044, 0.039109, 3.615000
-0.021048, 0.050712, 3.620000
-0.021332, 0.035372, 3.625000
-0.021348, 0.021573, 3.630000
-0.021235, -0.165061, 3.635000
-0.022424, -0.332095, 3.640000
-0.024216, -0.383089, 3.645000
-0.025334, -0.147567, 3.650000
-0.025564, -0.105147, 3.655000
-0.026654, -0.227696, 3.660000
-0.027604, -0.057260, 3.665000
-0.027130, -0.022097, 3.670000
-0.025730, 0.270620, 3.675000
-0.023030, 0.476439, 3.680000
-0.019933, 0.829373, 3.685000
-0.016456, 0.660668, 3.690000
-0.012787, 0.602762, 3.695000
-0.011620, 0.631203, 3.700000
-0.008159, 0.546822, 3.705000
-0.006290, 0.062690, 3.710000
-0.006080, 0.264357, 3.715000
-0.004939, 0.326063, 3.720000
-0.003054, 0.393899, 3.725000
-0.001198, 0.173928, 3.730000
-0.000626, 0.355935, 3.735000
0.000913, 0.356792, 3.740000
0.001631, 0.208187, 3.745000
0.001844, -0.032490, 3.750000
0.002408, 0.163271, 3.755000
0.003453, 0.097574, 3.760000
0.004508, 0.315128, 3.765000
0.005621, -0.001090, 3.770000
0.004546, -0.156624, 3.775000
0.004036, -0.245533, 3.780000
0.002770, -0.235316, 3.785000
0.002494, -0.033662, 3.790000
0.001482, -0.219478, 3.795000
-0.000365, -0.344273, 3.800000
-0.001408, -0.162188, 3.805000
-0.003002, -0.476687, 3.810000
-0.005843, -0.505805, 3.815000
-0.007412, -0.387078, 3.820000
-0.008614, -0.144376, 3.825000
-0.009655, -0.312634, 3.830000
-0.011818, -0.278897, 3.835000
-0.013349, -0.268448, 3.840000
-0.014736, -0.086478, 3.845000
-0.014315, 0.141685, 3.850000
-0.014157, 0.035981, 3.855000
-0.014167, 0.037519, 3.860000
-0.014857, -0.036510, 3.865000
-0.015466, -0.154454, 3.870000
-0.015857, -0.149315, 3.875000
-0.016827, -0.327390, 3.880000
-0.017852, -0.089888, 3.885000
-0.018584, -0.200211, 3.890000
-0.019313, -0.116852, 3.895000
-0.019706, 0.249814, 3.900000
-0.019250, 0.143225, 3.905000
-0.018113, 0.400250, 3.910000
-0.017290, 0.248976, 3.915000
-0.016004, 0.251669, 3.920000
-0.014486, 0.331852, 3.925000
-0.012306, 0.426717, 3.930000
-0.009462, 0.549162, 3.935000
-0.007125, 0.305869, 3.940000
-0.006193, 0.065635, 3.945000
-0.005555, 0.097416, 3.950000
-0.004602, -0.007217, 3.955000
-0.005051, 0.009924, 3.960000
-0.003638, 0.171574, 3.965000
-0.003884, -0.119106, 3.970000
-0.004730, -0.140551, 3.975000
-0.005577, -0.119547, 3.980000
-0.005874, -0.205550, 3.985000
-0.008652, -0.466613, 3.990000
-0.009674, -0.196909, 3.995000
-0.011183, -0.127407, 4.000000
-0.011754, -0.175278, 4.005000
