x,v,t
-0.005479, 0.474284, 0.705000
-0.003230, 0.599798, 0.710000
-0.000131, 0.684147, 0.715000
0.002812, 0.553057, 0.720000
0.005851, 0.640250, 0.725000
0.008663, 0.531191, 0.730000
0.011065, 0.407970, 0.735000
0.013101, 0.336018, 0.740000
0.015028, 0.465824, 0.745000
0.017214, 0.288091, 0.750000
0.018540, 0.187683, 0.755000
0.019376, 0.161431, 0.760000
0.019837, 0.141427, 0.765000
0.020826, 0.142485, 0.770000
0.022114, 0.197031, 0.775000
0.022906, 0.001974, 0.780000
0.022941, -0.038924, 0.785000
0.022556, -0.072652, 0.790000
0.022203, -0.003542, 0.795000
0.021729, -0.046756, 0.800000
0.021409, 0.032067, 0.805000
0.021646, 0.063258, 0.810000
0.022381, 0.020800, 0.815000
0.022148, -0.107217, 0.820000
0.021706, -0.174073, 0.825000
0.020470, -0.195788, 0.830000
0.019403, -0.185292, 0.835000
0.017978, -0.238833, 0.840000
0.016539, -0.270548, 0.845000
0.015391, -0.108646, 0.850000
0.014351, -0.276062, 0.855000
0.012319, -0.453206, 0.860000
0.009619, -0.577519, 0.865000
0.006991, -0.528342, 0.870000
0.004280, -0.540479, 0.875000
0.001784, -0.552806, 0.880000
-0.000769, -0.505501, 0.885000
-0.003217, -0.470190, 0.890000
-0.005586, -0.274333, 0.895000
-0.006907, -0.173030, 0.900000
-0.007777, -0.180539, 0.905000
-0.009092, -0.105026, 0.910000
-0.009217, -0.033251, 0.915000
-0.008969, 0.125094, 0.920000
-0.008189, 0.191042, 0.925000
-0.006941, 0.274748, 0.930000
-0.005456, 0.292824, 0.935000
-0.004593, 0.100752, 0.940000
-0.004367, 0.010215, 0.945000
-0.004326, 0.000905, 0.950000
-0.003972, -0.017107, 0.955000
-0.004031, -0.101392, 0.960000
-0.004804, -0.132766, 0.965000
-0.005961, -0.257396, 0.970000
-0.007279, -0.253733, 0.975000
-0.008408, -0.285214, 0.980000
-0.010177, -0.311998, 0.985000
-0.011887, -0.190688, 0.990000
-0.012533, -0.198846, 0.995000
-0.013984, -0.255365, 1.000000
-0.014629, -0.076718, 1.005000
-0.014909, 0.022766, 1.010000
-0.015455, -0.041407, 1.015000
-0.015627, -0.149407, 1.020000
-0.016369, -0.060278, 1.025000
-0.016305, 0.074388, 1.030000
-0.016091, -0.025083, 1.035000
-0.016318, -0.018286, 1.040000
-0.016241, 0.021686, 1.045000
-0.015772, 0.129229, 1.050000
-0.014839, 0.156734, 1.055000
-0.014387, 0.129940, 1.060000
-0.013770, 0.216770, 1.065000
-0.012988, 0.180627, 1.070000
-0.011582, 0.240022, 1.075000
-0.010312, 0.345117, 1.080000
-0.009133, 0.186235, 1.085000
-0.008003, 0.229444, 1.090000
-0.006509, 0.293501, 1.095000
-0.004467, 0.386476, 1.100000
-0.002108, 0.432415, 1.105000
0.000265, 0.515388, 1.110000
0.003096, 0.615965, 1.115000
0.005654, 0.487772, 1.120000
0.007745, 0.347328, 1.125000
0.009494, 0.443394, 1.130000
0.011550, 0.394696, 1.135000
0.013567, 0.448096, 1.140000
0.015668, 0.497807, 1.145000
0.017901, 0.429963, 1.150000
0.019758, 0.432280, 1.155000
0.021911, 0.440202, 1.160000
0.023911, 0.363405, 1.165000
0.025227, 0.322959, 1.170000
0.027214, 0.274467, 1.175000
0.028617, 0.279484, 1.180000
0.030264, 0.435624, 1.185000
0.032580, 0.364103, 1.190000
0.033883, 0.262919, 1.195000
0.034546, 0.212494, 1.200000
0.035301, 0.050698, 1.205000
0.035838, 0.028756, 1.210000
0.035981, 0.030916, 1.215000
0.036530, 0.051233, 1.220000
0.037013, 0.061116, 1.225000
0.036848, -0.140036, 1.230000
0.035621, -0.309630, 1.235000
0.033417, -0.475954, 1.240000
0.031636, -0.390184, 1.245000
0.029317, -0.517558, 1.250000
0.026535, -0.649522, 1.255000
0.023732, -0.575091, 1.260000
0.020425, -0.668381, 1.265000
0.017303, -0.617571, 1.270000
0.014214, -0.665003, 1.275000
0.011054, -0.499248, 1.280000
0.008533, -0.489183, 1.285000
0.006294, -0.424332, 1.290000
0.004229, -0.415979, 1.295000
0.002126, -0.400094, 1.300000
0.000052, -0.349940, 1.305000
-0.001714, -0.337339, 1.310000
-0.003423, -0.375882, 1.315000
-0.005067, -0.241247, 1.320000
-0.006622, -0.284028, 1.325000
-0.007899, -0.250435, 1.330000
-0.009039, -0.277689, 1.335000
-0.009780, -0.164216, 1.340000
-0.010804, -0.182131, 1.345000
-0.011712, -0.038597, 1.350000
-0.012288, -0.185336, 1.355000
-0.013898, -0.367748, 1.360000
-0.015491, -0.224127, 1.365000
-0.016764, -0.229963, 1.370000
-0.018220, -0.303480, 1.375000
-0.019470, -0.145911, 1.380000
-0.020052, 0.026842, 1.385000
-0.019939, 0.011385, 1.390000
-0.019892, 0.040156, 1.395000
-0.019546, 0.158783, 1.400000
-0.018436, 0.265287, 1.405000
-0.016784, 0.265085, 1.410000
-0.015594, 0.313644, 1.415000
-0.014396, 0.319314, 1.420000
-0.012434, 0.413101, 1.425000
-0.010695, 0.338188, 1.430000
-0.009409, 0.139005, 1.435000
-0.008511, 0.157583, 1.440000
-0.008083, 0.044764, 1.445000
-0.007792, 0.064372, 1.450000
-0.007511, 0.141994, 1.455000
-0.006518, 0.274717, 1.460000
-0.005626, 0.206415, 1.465000
-0.004745, 0.242296, 1.470000
-0.003888, 0.277480, 1.475000
-0.003495, 0.073923, 1.480000
-0.003148, 0.099808, 1.485000
-0.002620, 0.192136, 1.490000
-0.001762, 0.183798, 1.495000
-0.000935, 0.146031, 1.500000
-0.000031, 0.225506, 1.505000
0.000768, 0.228283, 1.510000
0.001968, 0.261482, 1.515000
0.003239, 0.367549, 1.520000
0.004989, 0.330515, 1.525000
0.006812, 0.349142, 1.530000
0.008617, 0.258921, 1.535000
0.009673, 0.245025, 1.540000
0.010875, 0.352592, 1.545000
0.012278, 0.159311, 1.550000
0.012592, 0.028242, 1.555000
0.012021, -0.055951, 1.560000
0.011104, -0.309138, 1.565000
0.009861, -0.179907, 1.570000
0.009667, -0.040933, 1.575000
0.008842, -0.120480, 1.580000
0.007722, -0.248074, 1.585000
0.006504, -0.256323, 1.590000
0.004988, -0.265466, 1.595000
0.003857, -0.233991, 1.600000
0.002944, -0.213500, 1.605000
0.001974, -0.231790, 1.610000
0.001018, -0.244621, 1.615000
-0.000040, -0.081620, 1.620000
-0.000650, -0.103443, 1.625000
-0.001349, -0.149037, 1.630000
-0.001061, 0.151928, 1.635000
-0.000489, 0.084116, 1.640000
-0.000011, -0.019753, 1.645000
-0.000068, 0.050878, 1.650000
-0.000479, -0.137422, 1.655000
-0.000881, -0.068493, 1.660000
-0.001255, -0.090991, 1.665000
-0.001986, -0.192905, 1.670000
-0.002244, 0.062922, 1.675000
-0.002286, -0.113958, 1.680000
-0.002835, -0.039775, 1.685000
-0.002530, 0.193296, 1.690000
-0.001239, 0.254117, 1.695000
-0.000069, 0.316038, 1.700000
0.001465, 0.307822, 1.705000
0.003770, 0.494809, 1.710000
0.006219, 0.351015, 1.715000
0.008256, 0.468204, 1.720000
0.010830, 0.497727, 1.725000
0.013494, 0.520411, 1.730000
0.016328, 0.608367, 1.735000
0.019654, 0.610443, 1.740000
0.023057, 0.619414, 1.745000
0.025894, 0.511405, 1.750000
0.028344, 0.451102, 1.755000
0.029838, 0.320536, 1.760000
0.030892, 0.170912, 1.765000
0.031278, 0.122198, 1.770000
0.031811, 0.029151, 1.775000
0.031337, -0.078607, 1.780000
0.031466, -0.048808, 1.785000
0.031063, -0.024143, 1.790000
0.030807, -0.039589, 1.795000
0.030679, 0.002020, 1.800000
0.030013, -0.174063, 1.805000
0.028951, -0.383309, 1.810000
0.027183, -0.335134, 1.815000
0.025124, -0.460996, 1.820000
0.022440, -0.634249, 1.825000
0.019219, -0.556349, 1.830000
0.016372, -0.565091, 1.835000
0.013855, -0.531347, 1.840000
0.011103, -0.631696, 1.845000
0.007748, -0.658793, 1.850000
0.004859, -0.674206, 1.855000
0.001759, -0.548592, 1.860000
-0.001205, -0.552671, 1.865000
-0.004007, -0.536647, 1.870000
-0.006529, -0.498708, 1.875000
-0.009388, -0.482512, 1.880000
-0.011817, -0.513505, 1.885000
-0.014190, -0.442624, 1.890000
-0.016535, -0.461920, 1.895000
-0.018046, -0.262352, 1.900000
-0.019308, -0.276469, 1.905000
-0.020765, -0.288548, 1.910000
-0.021876, -0.139314, 1.915000
-0.022588, -0.176564, 1.920000
-0.022633, 0.009728, 1.925000
-0.022565, 0.114874, 1.930000
-0.022060, 0.117574, 1.935000
-0.021592, 0.150794, 1.940000
-0.020662, 0.236194, 1.945000
-0.019352, 0.277199, 1.950000
-0.017659, 0.370512, 1.955000
-0.015765, 0.367521, 1.960000
-0.013712, 0.438312, 1.965000
-0.011945, 0.245694, 1.970000
-0.011013, 0.178905, 1.975000
-0.009619, 0.349749, 1.980000
-0.007403, 0.487601, 1.985000
-0.004926, 0.520334, 1.990000
-0.002149, 0.444571, 1.995000
0.000401, 0.468805, 2.000000
0.003129, 0.628775, 2.005000
0.005958, 0.570803, 2.010000
0.009384, 0.661429, 2.015000
0.012429, 0.574071, 2.020000
0.016142, 0.783587, 2.025000
0.019697, 0.847203, 2.030000
0.023911, 0.790750, 2.035000
0.027286, 0.774028, 2.040000
0.030743, 0.654098, 2.045000
0.034418, 0.588883, 2.050000
0.037206, 0.582650, 2.055000
0.040339, 0.569467, 2.060000
0.042639, 0.551394, 2.065000
0.045058, 0.453740, 2.070000
0.047060, 0.293067, 2.075000
0.048523, 0.256191, 2.080000
0.049835, 0.256757, 2.085000
0.051030, 0.143550, 2.090000
0.051553, 0.039998, 2.095000
0.051006, -0.244185, 2.100000
0.049124, -0.494693, 2.105000
0.046141, -0.705036, 2.110000
0.042258, -0.747814, 2.115000
0.038410, -0.902546, 2.120000
0.033801, -0.898739, 2.125000
0.029408, -0.968675, 2.130000
0.025431, -0.808272, 2.135000
0.021252, -0.720653, 2.140000
0.017751, -0.744716, 2.145000
0.013818, -0.835811, 2.150000
0.009258, -1.075527, 2.155000
0.004454, -0.915637, 2.160000
0.000263, -0.658062, 2.165000
-0.002837, -0.670347, 2.170000
-0.006116, -0.609850, 2.175000
-0.009756, -0.746435, 2.180000
-0.013254, -0.694281, 2.185000
-0.016744, -0.700040, 2.190000
-0.020166, -0.532579, 2.195000
-0.023287, -0.579572, 2.200000
-0.025354, -0.278467, 2.205000
-0.026563, -0.175746, 2.210000
-0.027689, -0.294733, 2.215000
-0.029444, -0.347161, 2.220000
-0.031117, -0.370830, 2.225000
-0.032616, -0.304927, 2.230000
-0.034428, -0.375556, 2.235000
-0.035618, -0.177357, 2.240000
-0.036448, -0.137101, 2.245000
-0.037013, -0.110655, 2.250000
-0.037265, -0.012647, 2.255000
-0.037236, 0.040405, 2.260000
-0.036783, 0.086302, 2.265000
-0.036183, 0.241847, 2.270000
-0.034734, 0.262135, 2.275000
-0.033635, 0.256381, 2.280000
-0.032214, 0.253656, 2.285000
-0.030770, 0.321886, 2.290000
-0.028847, 0.444105, 2.295000
-0.026404, 0.494186, 2.300000
-0.023459, 0.567566, 2.305000
-0.020559, 0.599191, 2.310000
-0.017457, 0.700438, 2.315000
-0.014352, 0.684369, 2.320000
-0.010774, 0.892460, 2.325000
-0.006251, 0.919713, 2.330000
-0.002176, 0.876553, 2.335000
0.002639, 1.102642, 2.340000
0.008455, 1.165020, 2.345000
0.014882, 1.157507, 2.350000
0.020613, 0.928048, 2.355000
0.025736, 1.064690, 2.360000
0.030576, 0.971960, 2.365000
0.035316, 0.838476, 2.370000
0.039370, 0.736665, 2.375000
0.042936, 0.655581, 2.380000
0.045482, 0.378576, 2.385000
0.047420, 0.257208, 2.390000
0.048542, 0.157558, 2.395000
0.048956, 0.037217, 2.400000
0.049120, -0.099587, 2.405000
0.048631, -0.392563, 2.410000
0.046270, -0.610963, 2.415000
0.043733, -0.420919, 2.420000
0.041616, -0.452542, 2.425000
0.039565, -0.389936, 2.430000
0.037990, -0.400543, 2.435000
0.036263, -0.304210, 2.440000
0.035326, -0.282294, 2.445000
0.033911, -0.380472, 2.450000
0.032019, -0.418010, 2.455000
0.029727, -0.591879, 2.460000
0.026891, -0.613651, 2.465000
0.023382, -0.630635, 2.470000
0.019897, -0.707787, 2.475000
0.015823, -0.818987, 2.480000
0.011244, -1.049485, 2.485000
0.005816, -0.958524, 2.490000
0.000726, -0.968508, 2.495000
-0.003988, -0.909313, 2.500000
-0.008245, -0.852234, 2.505000
-0.012930, -0.865539, 2.510000
-0.017684, -0.821232, 2.515000
-0.021741, -0.843145, 2.520000
-0.025482, -0.666939, 2.525000
-0.028715, -0.542272, 2.530000
-0.030987, -0.353544, 2.535000
-0.032686, -0.439587, 2.540000
-0.034754, -0.318966, 2.545000
-0.036618, -0.265651, 2.550000
-0.038086, -0.209479, 2.555000
-0.039652, -0.267214, 2.560000
-0.040548, -0.089924, 2.565000
-0.041033, -0.102107, 2.570000
-0.041538, 0.016269, 2.575000
-0.041502, 0.093806, 2.580000
-0.040961, 0.103241, 2.585000
-0.039428, 0.337604, 2.590000
-0.037961, 0.187331, 2.595000
-0.037229, 0.161738, 2.600000
-0.036444, 0.303360, 2.605000
-0.034919, 0.371685, 2.610000
-0.033067, 0.430298, 2.615000
-0.031011, 0.494589, 2.620000
-0.028276, 0.541703, 2.625000
-0.025909, 0.408357, 2.630000
-0.024429, 0.320384, 2.635000
-0.022758, 0.255111, 2.640000
-0.021371, 0.313184, 2.645000
-0.018886, 0.534010, 2.650000
-0.016006, 0.455093, 2.655000
-0.013415, 0.388015, 2.660000
-0.011410, 0.402707, 2.665000
-0.009915, 0.359513, 2.670000
-0.008063, 0.335488, 2.675000
-0.006253, 0.313444, 2.680000
-0.004639, 0.329989, 2.685000
-0.003169, 0.261226, 2.690000
-0.001484, 0.297540, 2.695000
0.000078, 0.301559, 2.700000
0.001262, 0.311182, 2.705000
0.003052, 0.272985, 2.710000
0.003881, 0.271621, 2.715000
0.005275, 0.310973, 2.720000
0.006361, 0.233313, 2.725000
0.007361, 0.209268, 2.730000
0.008350, 0.179259, 2.735000
0.009267, 0.151527, 2.740000
0.009595, 0.180807, 2.745000
0.010466, 0.257335, 2.750000
0.011752, 0.246212, 2.755000
0.013132, 0.236920, 2.760000
0.013706, 0.033214, 2.765000
0.013811, 0.009827, 2.770000
0.014047, -0.085965, 2.775000
0.014064, -0.025140, 2.780000
0.013972, -0.046848, 2.785000
0.013752, 0.065282, 2.790000
0.014070, 0.105271, 2.795000
0.014132, -0.011633, 2.800000
0.014114, -0.084857, 2.805000
0.014190, 0.057253, 2.810000
0.013730, -0.057907, 2.815000
0.013239, -0.016885, 2.820000
0.013139, 0.068966, 2.825000
0.013300, -0.008447, 2.830000
0.013145, -0.070501, 2.835000
0.012220, -0.205257, 2.840000
0.011288, -0.279328, 2.845000
0.010259, -0.143158, 2.850000
0.009445, -0.183887, 2.855000
0.008664, -0.175409, 2.860000
0.007738, -0.153148, 2.865000
0.006352, -0.306080, 2.870000
0.004602, -0.379800, 2.875000
0.002860, -0.355274, 2.880000
0.001561, -0.164781, 2.885000
0.000508, -0.152271, 2.890000
-0.000142, -0.120143, 2.895000
-0.000845, -0.166367, 2.900000
-0.001381, -0.087028, 2.905000
-0.001857, -0.072951, 2.910000
-0.001938, 0.099933, 2.915000
-0.001457, 0.144601, 2.920000
0.000107, 0.362099, 2.925000
0.002335, 0.428410, 2.930000
0.003948, 0.425527, 2.935000
0.005560, 0.123650, 2.940000
0.005785, 0.008427, 2.945000
0.005778, 0.003187, 2.950000
0.005937, 0.139264, 2.955000
0.006534, -0.030284, 2.960000
0.006194, -0.146732, 2.965000
0.005436, -0.192965, 2.970000
0.004022, -0.376172, 2.975000
0.002660, -0.412372, 2.980000
0.000607, -0.425634, 2.985000
-0.001317, -0.315276, 2.990000
-0.003823, -0.495112, 2.995000
-0.006381, -0.443468, 3.000000
-0.008243, -0.314655, 3.005000
-0.009489, -0.265968, 3.010000
-0.010974, -0.265446, 3.015000
-0.012107, -0.221330, 3.020000
-0.013411, -0.227596, 3.025000
-0.014084, -0.043642, 3.030000
-0.014335, -0.039347, 3.035000
-0.014855, -0.007890, 3.040000
-0.014292, 0.012492, 3.045000
-0.014169, 0.031946, 3.050000
-0.014145, 0.117110, 3.055000
-0.013471, 0.162769, 3.060000
-0.012071, 0.242233, 3.065000
-0.010546, 0.222736, 3.070000
-0.008859, 0.414488, 3.075000
-0.006663, 0.439281, 3.080000
-0.005101, 0.410834, 3.085000
-0.002867, 0.401889, 3.090000
-0.000686, 0.596083, 3.095000
0.002099, 0.557272, 3.100000
0.004626, 0.405505, 3.105000
0.006313, 0.280657, 3.110000
0.007606, 0.250599, 3.115000
0.008231, 0.045191, 3.120000
0.008633, 0.050598, 3.125000
0.008624, -0.069948, 3.130000
0.008437, 0.085269, 3.135000
0.008804, 0.062996, 3.140000
0.009143, 0.151169, 3.145000
0.009784, 0.166422, 3.150000
0.010727, 0.094793, 3.155000
0.010922, 0.039855, 3.160000
0.011217, 0.040525, 3.165000
0.010715, 0.097959, 3.170000
0.011036, 0.051241, 3.175000
0.010711, -0.118920, 3.180000
0.010279, -0.105011, 3.185000
0.009416, -0.169305, 3.190000
0.008151, -0.274588, 3.195000
0.007304, -0.080567, 3.200000
0.006988, -0.122523, 3.205000
0.006042, -0.178053, 3.210000
0.005162, -0.086297, 3.215000
0.004293, -0.232878, 3.220000
0.002571, -0.377557, 3.225000
0.001187, -0.268447, 3.230000
0.000070, -0.115537, 3.235000
-0.000337, -0.185263, 3.240000
-0.001537, -0.255911, 3.245000
-0.003332, -0.393585, 3.250000
-0.005230, -0.305558, 3.255000
-0.006689, -0.368918, 3.260000
-0.008632, -0.424277, 3.265000
-0.011107, -0.430060, 3.270000
-0.013242, -0.476083, 3.275000
-0.016423, -0.640718, 3.280000
-0.019162, -0.641098, 3.285000
-0.022640, -0.546176, 3.290000
-0.025443, -0.558117, 3.295000
-0.027887, -0.421758, 3.300000
-0.029382, -0.183445, 3.305000
-0.030398, -0.253686, 3.310000
-0.031599, -0.027852, 3.315000
-0.031616, 0.062059, 3.320000
-0.031586, 0.057672, 3.325000
-0.031498, 0.136337, 3.330000
-0.030879, 0.220741, 3.335000
-0.029907, 0.177819, 3.340000
-0.029324, 0.160770, 3.345000
-0.028173, 0.211738, 3.350000
-0.026536, 0.379437, 3.355000
-0.024090, 0.503133, 3.360000
-0.021496, 0.419411, 3.365000
-0.018972, 0.533391, 3.370000
-0.016234, 0.526541, 3.375000
-0.013564, 0.536289, 3.380000
-0.010906, 0.494923, 3.385000
-0.008590, 0.499541, 3.390000
-0.005828, 0.662056, 3.395000
-0.001938, 0.832053, 3.400000
0.002475, 0.941147, 3.405000
0.007372, 0.862609, 3.410000
0.011436, 0.855235, 3.415000
0.016314, 0.947598, 3.420000
0.020609, 0.908864, 3.425000
0.025163, 0.910160, 3.430000
0.029862, 0.941329, 3.435000
0.034233, 0.754170, 3.440000
0.037874, 0.795388, 3.445000
0.041315, 0.654799, 3.450000
0.044756, 0.758157, 3.455000
0.048107, 0.646923, 3.460000
0.050742, 0.585827, 3.465000
0.053219, 0.373164, 3.470000
0.055168, 0.252255, 3.475000
0.056870, 0.372469, 3.480000
0.057835, 0.144662, 3.485000
0.058502, 0.162274, 3.490000
0.059144, 0.076704, 3.495000
0.058955, -0.100784, 3.500000
0.058587, -0.076502, 3.505000
0.058028, -0.177495, 3.510000
0.056282, -0.399867, 3.515000
0.053944, -0.431988, 3.520000
0.051295, -0.567169, 3.525000
0.048281, -0.634604, 3.530000
0.044708, -0.693118, 3.535000
0.040960, -0.770073, 3.540000
0.036917, -0.837708, 3.545000
0.033181, -0.722852, 3.550000
0.030271, -0.491770, 3.555000
0.028534, -0.366911, 3.560000
0.026634, -0.402840, 3.565000
0.024870, -0.404435, 3.570000
0.022821, -0.438160, 3.575000
0.020257, -0.545002, 3.580000
0.017547, -0.561447, 3.585000
0.014765, -0.466421, 3.590000
0.012924, -0.380284, 3.595000
0.011212, -0.332481, 3.600000
0.010054, -0.387701, 3.605000
0.008134, -0.294217, 3.610000
0.006174, -0.401832, 3.615000
0.004020, -0.552608, 3.620000
0.000845, -0.482168, 3.625000
-0.002232, -0.693174, 3.630000
-0.004830, -0.500032, 3.635000
-0.007356, -0.565632, 3.640000
-0.009738, -0.411260, 3.645000
-0.011311, -0.160448, 3.650000
-0.011298, 0.053310, 3.655000
-0.011015, 0.069262, 3.660000
-0.009913, 0.240321, 3.665000
-0.008913, 0.299092, 3.670000
-0.007764, 0.280943, 3.675000
-0.006114, 0.411777, 3.680000
-0.004062, 0.410213, 3.685000
-0.002048, 0.392388, 3.690000
-0.000125, 0.298880, 3.695000
0.001734, 0.456037, 3.700000
0.004219, 0.474974, 3.705000
0.006695, 0.560587, 3.710000
0.009638, 0.567729, 3.715000
0.012912, 0.628817, 3.720000
0.016043, 0.587519, 3.725000
0.019270, 0.551423, 3.730000
0.021540, 0.414332, 3.735000
0.023888, 0.413599, 3.740000
0.025787, 0.391593, 3.745000
0.027757, 0.335791, 3.750000
0.029103, 0.307535, 3.755000
0.030595, 0.156946, 3.760000
0.031206, 0.140519, 3.765000
0.031462, -0.008164, 3.770000
0.031005, -0.024589, 3.775000
0.030456, -0.218013, 3.780000
0.029224, -0.181503, 3.785000
0.028648, -0.165916, 3.790000
0.027451, -0.277555, 3.795000
0.025965, -0.417496, 3.800000
0.023723, -0.475060, 3.805000
0.021274, -0.517571, 3.810000
0.019326, -0.453139, 3.815000
0.016868, -0.468609, 3.820000
0.015155, -0.270583, 3.825000
0.013519, -0.276478, 3.830000
0.012180, -0.215817, 3.835000
0.011264, -0.127813, 3.840000
0.010712, -0.071464, 3.845000
0.010174, -0.203275, 3.850000
0.009456, 0.001794, 3.855000
0.008905, -0.205584, 3.860000
0.007500, -0.305608, 3.865000
0.006653, -0.241578, 3.870000
0.005467, -0.270505, 3.875000
0.004620, -0.243925, 3.880000
0.003177, -0.240463, 3.885000
0.002184, -0.308854, 3.890000
0.000509, -0.390260, 3.895000
-0.001945, -0.515855, 3.900000
-0.004557, -0.560137, 3.905000
-0.007847, -0.561453, 3.910000
-0.010815, -0.620228, 3.915000
-0.013602, -0.557035, 3.920000
-0.016027, -0.383109, 3.925000
-0.017982, -0.306674, 3.930000
-0.019448, -0.310562, 3.935000
-0.020879, -0.350918, 3.940000
-0.022255, -0.230489, 3.945000
-0.022980, -0.104137, 3.950000
-0.023371, -0.153886, 3.955000
-0.024342, -0.248748, 3.960000
-0.026040, -0.246814, 3.965000
-0.027753, -0.473306, 3.970000
-0.030372, -0.515499, 3.975000
-0.033224, -0.481316, 3.980000
-0.035545, -0.512409, 3.985000
-0.038092, -0.402354, 3.990000
-0.040041, -0.358201, 3.995000
