time,q1,q2,q3
0.082900,0.003543,-0.001012,-0.002970
0.083000,0.003281,-0.001092,-0.002801
0.083100,0.003015,-0.001171,-0.002630
0.083200,0.002745,-0.001248,-0.002457
0.083300,0.002472,-0.001324,-0.002281
0.083400,0.002196,-0.001398,-0.002105
0.083500,0.001917,-0.001471,-0.001927
0.083600,0.001635,-0.001543,-0.001747
0.083700,0.001351,-0.001613,-0.001567
0.083800,0.001065,-0.001681,-0.001386
0.083900,0.000777,-0.001748,-0.001204
0.084000,0.000487,-0.001813,-0.001022
0.084100,0.000196,-0.001877,-0.000840
0.084200,-0.000097,-0.001939,-0.000658
0.084300,-0.000390,-0.002000,-0.000477
0.084400,-0.000684,-0.002059,-0.000296
0.084500,-0.000978,-0.002117,-0.000115
0.084600,-0.001272,-0.002173,0.000064
0.084700,-0.001566,-0.002227,0.000243
0.084800,-0.001860,-0.002280,0.000419
0.084900,-0.002153,-0.002332,0.000595
0.085000,-0.002445,-0.002381,0.000768
0.085100,-0.002736,-0.002429,0.000940
0.085200,-0.003025,-0.002476,0.001110
0.085300,-0.003312,-0.002521,0.001277
0.085400,-0.003598,-0.002565,0.001441
0.085500,-0.003881,-0.002607,0.001603
0.085600,-0.004161,-0.002648,0.001762
0.085700,-0.004439,-0.002687,0.001918
0.085800,-0.004713,-0.002725,0.002070
0.085900,-0.004984,-0.002761,0.002220
0.086000,-0.005252,-0.002796,0.002365
0.086100,-0.005515,-0.002830,0.002507
0.086200,-0.005775,-0.002862,0.002645
0.086300,-0.006030,-0.002893,0.002778
0.086400,-0.006280,-0.002923,0.002908
0.086500,-0.006526,-0.002951,0.003033
0.086600,-0.006767,-0.002978,0.003153
0.086700,-0.007002,-0.003004,0.003269
0.086800,-0.007232,-0.003029,0.003381
0.086900,-0.007456,-0.003053,0.003487
0.087000,-0.007674,-0.003076,0.003588
0.087100,-0.007886,-0.003098,0.003684
0.087200,-0.008092,-0.003119,0.003775
0.087300,-0.008291,-0.003138,0.003860
0.087400,-0.008484,-0.003157,0.003940
0.087500,-0.008669,-0.003175,0.004015
0.087600,-0.008847,-0.003192,0.004084
0.087700,-0.009018,-0.003209,0.004147
0.087800,-0.009182,-0.003224,0.004204
0.087900,-0.009338,-0.003239,0.004256
0.088000,-0.009486,-0.003253,0.004301
0.088100,-0.009627,-0.003267,0.004341
0.088200,-0.009759,-0.003279,0.004375
0.088300,-0.009883,-0.003292,0.004403
0.088400,-0.009999,-0.003303,0.004424
0.088500,-0.010107,-0.003314,0.004440
0.088600,-0.010206,-0.003325,0.004449
0.088700,-0.010297,-0.003335,0.004452
0.088800,-0.010379,-0.003345,0.004450
0.088900,-0.010452,-0.003354,0.004441
0.089000,-0.010516,-0.003364,0.004426
0.089100,-0.010572,-0.003372,0.004404
0.089200,-0.010618,-0.003381,0.004377
0.089300,-0.010656,-0.003389,0.004343
0.089400,-0.010685,-0.003397,0.004304
0.089500,-0.010704,-0.003405,0.004258
0.089600,-0.010715,-0.003412,0.004207
0.089700,-0.010717,-0.003420,0.004150
0.089800,-0.010709,-0.003427,0.004086
0.089900,-0.010693,-0.003434,0.004017
0.090000,-0.010667,-0.003441,0.003942
0.090100,-0.010633,-0.003448,0.003862
0.090200,-0.010590,-0.003455,0.003776
0.090300,-0.010537,-0.003462,0.003684
0.090400,-0.010476,-0.003469,0.003587
0.090500,-0.010406,-0.003476,0.003484
0.090600,-0.010328,-0.003483,0.003377
0.090700,-0.010241,-0.003489,0.003264
0.090800,-0.010145,-0.003496,0.003146
0.090900,-0.010041,-0.003503,0.003023
0.091000,-0.009929,-0.003510,0.002896
0.091100,-0.009808,-0.003517,0.002764
0.091200,-0.009679,-0.003523,0.002627
0.091300,-0.009543,-0.003530,0.002486
0.091400,-0.009398,-0.003537,0.002340
0.091500,-0.009246,-0.003544,0.002191
0.091600,-0.009087,-0.003551,0.002038
0.091700,-0.008920,-0.003557,0.001880
0.091800,-0.008746,-0.003564,0.001719
0.091900,-0.008565,-0.003571,0.001555
0.092000,-0.008377,-0.003578,0.001387
0.092100,-0.008182,-0.003584,0.001216
0.092200,-0.007982,-0.003590,0.001042
0.092300,-0.007774,-0.003597,0.000865
0.092400,-0.007561,-0.003603,0.000685
0.092500,-0.007343,-0.003609,0.000503
0.092600,-0.007118,-0.003615,0.000319
0.092700,-0.006888,-0.003620,0.000133
0.092800,-0.006654,-0.003626,-0.000056
0.092900,-0.006414,-0.003631,-0.000246
0.093000,-0.006170,-0.003636,-0.000438
0.093100,-0.005921,-0.003640,-0.000631
0.093200,-0.005668,-0.003644,-0.000825
0.093300,-0.005412,-0.003648,-0.001021
0.093400,-0.005152,-0.003651,-0.001217
0.093500,-0.004888,-0.003654,-0.001414
0.093600,-0.004621,-0.003656,-0.001611
0.093700,-0.004352,-0.003658,-0.001808
0.093800,-0.004080,-0.003659,-0.002006
0.093900,-0.003806,-0.003660,-0.002203
0.094000,-0.003530,-0.003660,-0.002400
0.094100,-0.003252,-0.003659,-0.002596
0.094200,-0.002972,-0.003657,-0.002792
0.094300,-0.002692,-0.003655,-0.002986
0.094400,-0.002411,-0.003652,-0.003180
0.094500,-0.002129,-0.003648,-0.003372
0.094600,-0.001847,-0.003643,-0.003562
0.094700,-0.001564,-0.003637,-0.003751
0.094800,-0.001282,-0.003630,-0.003938
0.094900,-0.001001,-0.003622,-0.004122
0.095000,-0.000720,-0.003613,-0.004305
0.095100,-0.000441,-0.003603,-0.004485
0.095200,-0.000162,-0.003592,-0.004662
0.095300,0.000114,-0.003580,-0.004836
0.095400,0.000389,-0.003566,-0.005007
0.095500,0.000661,-0.003551,-0.005175
0.095600,0.000931,-0.003535,-0.005340
0.095700,0.001198,-0.003518,-0.005501
0.095800,0.001463,-0.003499,-0.005658
0.095900,0.001724,-0.003479,-0.005812
0.096000,0.001982,-0.003457,-0.005961
0.096100,0.002236,-0.003434,-0.006106
0.096200,0.002486,-0.003409,-0.006246
0.096300,0.002731,-0.003383,-0.006382
0.096400,0.002973,-0.003355,-0.006514
0.096500,0.003209,-0.003326,-0.006640
0.096600,0.003441,-0.003295,-0.006762
0.096700,0.003668,-0.003263,-0.006878
0.096800,0.003889,-0.003228,-0.006989
0.096900,0.004105,-0.003192,-0.007095
0.097000,0.004315,-0.003155,-0.007195
0.097100,0.004519,-0.003115,-0.007290
0.097200,0.004717,-0.003074,-0.007379
0.097300,0.004909,-0.003031,-0.007462
0.097400,0.005095,-0.002987,-0.007539
0.097500,0.005273,-0.002940,-0.007610
0.097600,0.005445,-0.002892,-0.007674
0.097700,0.005611,-0.002842,-0.007733
0.097800,0.005769,-0.002791,-0.007785
0.097900,0.005920,-0.002737,-0.007831
0.098000,0.006063,-0.002682,-0.007870
0.098100,0.006199,-0.002625,-0.007903
0.098200,0.006328,-0.002566,-0.007929
0.098300,0.006449,-0.002505,-0.007949
0.098400,0.006562,-0.002443,-0.007961
0.098500,0.006668,-0.002379,-0.007967
0.098600,0.006765,-0.002313,-0.007967
0.098700,0.006855,-0.002245,-0.007959
0.098800,0.006936,-0.002176,-0.007945
0.098900,0.007010,-0.002105,-0.007923
0.099000,0.007075,-0.002033,-0.007895
0.099100,0.007133,-0.001958,-0.007860
0.099200,0.007182,-0.001882,-0.007818
0.099300,0.007223,-0.001805,-0.007769
0.099400,0.007256,-0.001726,-0.007713
0.099500,0.007281,-0.001646,-0.007651
0.099600,0.007298,-0.001564,-0.007581
0.099700,0.007306,-0.001480,-0.007505
0.099800,0.007307,-0.001396,-0.007421
0.099900,0.007299,-0.001310,-0.007332
0.100000,0.007284,-0.001222,-0.007235
0.100100,0.007260,-0.001134,-0.007132
0.100200,0.007229,-0.001044,-0.007022
0.100300,0.007190,-0.000953,-0.006906
0.100400,0.007143,-0.000861,-0.006783
0.100500,0.007089,-0.000768,-0.006654
0.100600,0.007027,-0.000674,-0.006518
0.100700,0.006958,-0.000579,-0.006377
0.100800,0.006881,-0.000483,-0.006229
0.100900,0.006798,-0.000386,-0.006075
0.101000,0.006707,-0.000289,-0.005916
0.101100,0.006610,-0.000190,-0.005750
0.101200,0.006505,-0.000092,-0.005579
0.101300,0.006395,0.000008,-0.005403
0.101400,0.006277,0.000108,-0.005220
0.101500,0.006154,0.000208,-0.005033
0.101600,0.006024,0.000308,-0.004841
0.101700,0.005889,0.000409,-0.004643
0.101800,0.005748,0.000510,-0.004441
0.101900,0.005601,0.000612,-0.004234
0.102000,0.005449,0.000713,-0.004022
0.102100,0.005292,0.000814,-0.003806
0.102200,0.005130,0.000915,-0.003586
0.102300,0.004964,0.001016,-0.003361
0.102400,0.004793,0.001117,-0.003133
0.102500,0.004617,0.001218,-0.002901
0.102600,0.004438,0.001318,-0.002666
0.102700,0.004255,0.001418,-0.002427
0.102800,0.004068,0.001517,-0.002185
0.102900,0.003878,0.001616,-0.001940
0.103000,0.003685,0.001714,-0.001693
0.103100,0.003489,0.001811,-0.001443
0.103200,0.003291,0.001908,-0.001190
0.103300,0.003090,0.002004,-0.000935
0.103400,0.002887,0.002098,-0.000679
0.103500,0.002682,0.002192,-0.000420
0.103600,0.002476,0.002285,-0.000161
0.103700,0.002268,0.002376,0.000101
0.103800,0.002059,0.002467,0.000363
0.103900,0.001850,0.002556,0.000626
0.104000,0.001639,0.002644,0.000890
0.104100,0.001429,0.002730,0.001154
0.104200,0.001218,0.002815,0.001418
0.104300,0.001008,0.002898,0.001683
0.104400,0.000798,0.002980,0.001947
0.104500,0.000589,0.003061,0.002211
0.104600,0.000380,0.003139,0.002474
0.104700,0.000173,0.003216,0.002736
0.104800,-0.000033,0.003291,0.002997
0.104900,-0.000237,0.003365,0.003257
0.105000,-0.000439,0.003436,0.003515
0.105100,-0.000639,0.003506,0.003771
0.105200,-0.000836,0.003573,0.004025
0.105300,-0.001031,0.003639,0.004277
0.105400,-0.001223,0.003703,0.004527
0.105500,-0.001412,0.003764,0.004774
0.105600,-0.001598,0.003824,0.005017
0.105700,-0.001780,0.003881,0.005258
0.105800,-0.001958,0.003936,0.005496
0.105900,-0.002133,0.003989,0.005730
0.106000,-0.002303,0.004040,0.005960
0.106100,-0.002469,0.004089,0.006186
0.106200,-0.002630,0.004135,0.006408
0.106300,-0.002787,0.004179,0.006626
0.106400,-0.002939,0.004221,0.006839
0.106500,-0.003086,0.004260,0.007048
0.106600,-0.003227,0.004298,0.007251
0.106700,-0.003364,0.004333,0.007450
0.106800,-0.003494,0.004365,0.007643
0.106900,-0.003619,0.004396,0.007831
0.107000,-0.003738,0.004424,0.008013
0.107100,-0.003851,0.004450,0.008189
0.107200,-0.003958,0.004473,0.008359
0.107300,-0.004059,0.004495,0.008523
0.107400,-0.004154,0.004514,0.008681
0.107500,-0.004242,0.004530,0.008832
0.107600,-0.004323,0.004545,0.008977
0.107700,-0.004398,0.004557,0.009115
0.107800,-0.004466,0.004567,0.009246
0.107900,-0.004528,0.004575,0.009370
0.108000,-0.004583,0.004581,0.009487
0.108100,-0.004630,0.004584,0.009597
0.108200,-0.004671,0.004586,0.009700
0.108300,-0.004705,0.004585,0.009795
0.108400,-0.004732,0.004582,0.009882
0.108500,-0.004751,0.004578,0.009962
0.108600,-0.004764,0.004571,0.010035
0.108700,-0.004770,0.004563,0.010099
0.108800,-0.004768,0.004552,0.010156
0.108900,-0.004760,0.004540,0.010205
0.109000,-0.004744,0.004526,0.010245
0.109100,-0.004722,0.004510,0.010278
0.109200,-0.004692,0.004492,0.010303
0.109300,-0.004655,0.004472,0.010320
0.109400,-0.004612,0.004451,0.010328
0.109500,-0.004562,0.004429,0.010329
0.109600,-0.004505,0.004405,0.010321
0.109700,-0.004441,0.004379,0.010305
0.109800,-0.004370,0.004352,0.010281
0.109900,-0.004293,0.004323,0.010249
0.110000,-0.004210,0.004293,0.010209
0.110100,-0.004120,0.004262,0.010160
0.110200,-0.004023,0.004230,0.010104
0.110300,-0.003921,0.004196,0.010040
0.110400,-0.003813,0.004161,0.009967
0.110500,-0.003699,0.004126,0.009887
0.110600,-0.003578,0.004089,0.009799
0.110700,-0.003453,0.004051,0.009703
0.110800,-0.003322,0.004012,0.009600
0.110900,-0.003185,0.003972,0.009488
0.111000,-0.003043,0.003932,0.009370
0.111100,-0.002897,0.003891,0.009243
0.111200,-0.002745,0.003849,0.009110
0.111300,-0.002589,0.003806,0.008969
0.111400,-0.002428,0.003763,0.008822
0.111500,-0.002263,0.003719,0.008667
0.111600,-0.002094,0.003675,0.008505
0.111700,-0.001920,0.003630,0.008337
0.111800,-0.001743,0.003585,0.008162
0.111900,-0.001563,0.003539,0.007981
0.112000,-0.001379,0.003493,0.007794
0.112100,-0.001192,0.003447,0.007600
0.112200,-0.001002,0.003400,0.007401
0.112300,-0.000810,0.003354,0.007196
0.112400,-0.000615,0.003307,0.006985
0.112500,-0.000417,0.003260,0.006769
0.112600,-0.000218,0.003213,0.006548
0.112700,-0.000017,0.003166,0.006322
0.112800,0.000186,0.003119,0.006091
0.112900,0.000390,0.003071,0.005856
0.113000,0.000596,0.003024,0.005616
0.113100,0.000802,0.002978,0.005373
0.113200,0.001009,0.002931,0.005125
0.113300,0.001217,0.002884,0.004874
0.113400,0.001424,0.002837,0.004619
0.113500,0.001632,0.002791,0.004361
0.113600,0.001839,0.002745,0.004100
0.113700,0.002046,0.002699,0.003836
0.113800,0.002252,0.002653,0.003570
0.113900,0.002458,0.002608,0.003301
0.114000,0.002662,0.002563,0.003031
0.114100,0.002865,0.002518,0.002759
0.114200,0.003066,0.002473,0.002485
0.114300,0.003265,0.002429,0.002210
0.114400,0.003463,0.002385,0.001934
0.114500,0.003658,0.002341,0.001657
0.114600,0.003850,0.002298,0.001380
0.114700,0.004040,0.002255,0.001102
0.114800,0.004227,0.002212,0.000825
0.114900,0.004410,0.002170,0.000548
0.115000,0.004591,0.002128,0.000271
0.115100,0.004768,0.002086,-0.000004
0.115200,0.004941,0.002045,-0.000279
0.115300,0.005110,0.002003,-0.000553
0.115400,0.005275,0.001963,-0.000825
0.115500,0.005436,0.001922,-0.001095
0.115600,0.005592,0.001882,-0.001363
0.115700,0.005744,0.001841,-0.001628
0.115800,0.005891,0.001801,-0.001892
0.115900,0.006033,0.001762,-0.002152
0.116000,0.006169,0.001722,-0.002409
0.116100,0.006300,0.001683,-0.002663
0.116200,0.006426,0.001643,-0.002914
0.116300,0.006546,0.001604,-0.003161
0.116400,0.006661,0.001565,-0.003403
0.116500,0.006769,0.001526,-0.003642
0.116600,0.006872,0.001487,-0.003876
0.116700,0.006968,0.001448,-0.004106
0.116800,0.007058,0.001409,-0.004330
0.116900,0.007142,0.001370,-0.004550
0.117000,0.007219,0.001331,-0.004764
0.117100,0.007290,0.001292,-0.004973
0.117200,0.007354,0.001253,-0.005177
0.117300,0.007411,0.001213,-0.005374
0.117400,0.007462,0.001173,-0.005566
0.117500,0.007506,0.001134,-0.005751
0.117600,0.007542,0.001093,-0.005930
0.117700,0.007572,0.001053,-0.006103
0.117800,0.007594,0.001012,-0.006268
0.117900,0.007610,0.000971,-0.006427
0.118000,0.007618,0.000929,-0.006580
0.118100,0.007619,0.000888,-0.006725
0.118200,0.007613,0.000845,-0.006862
0.118300,0.007600,0.000802,-0.006993
0.118400,0.007579,0.000759,-0.007116
0.118500,0.007551,0.000715,-0.007232
0.118600,0.007516,0.000671,-0.007340
0.118700,0.007474,0.000626,-0.007440
0.118800,0.007425,0.000580,-0.007533
0.118900,0.007368,0.000534,-0.007617
0.119000,0.007305,0.000487,-0.007694
0.119100,0.007234,0.000439,-0.007763
0.119200,0.007156,0.000391,-0.007824
0.119300,0.007072,0.000342,-0.007877
0.119400,0.006980,0.000292,-0.007921
0.119500,0.006881,0.000242,-0.007958
0.119600,0.006776,0.000190,-0.007987
0.119700,0.006664,0.000138,-0.008007
0.119800,0.006546,0.000085,-0.008019
0.119900,0.006420,0.000032,-0.008024
0.120000,0.006289,-0.000023,-0.008020
0.120100,0.006151,-0.000079,-0.008008
0.120200,0.006007,-0.000135,-0.007988
0.120300,0.005857,-0.000192,-0.007960
0.120400,0.005701,-0.000250,-0.007924
0.120500,0.005539,-0.000309,-0.007881
0.120600,0.005371,-0.000369,-0.007830
0.120700,0.005198,-0.000429,-0.007771
0.120800,0.005019,-0.000491,-0.007704
0.120900,0.004835,-0.000553,-0.007630
0.121000,0.004646,-0.000616,-0.007549
0.121100,0.004452,-0.000680,-0.007460
0.121200,0.004253,-0.000745,-0.007365
0.121300,0.004050,-0.000811,-0.007262
0.121400,0.003842,-0.000877,-0.007152
0.121500,0.003629,-0.000944,-0.007036
0.121600,0.003413,-0.001012,-0.006913
0.121700,0.003193,-0.001081,-0.006783
0.121800,0.002969,-0.001150,-0.006648
0.121900,0.002741,-0.001221,-0.006506
0.122000,0.002510,-0.001291,-0.006358
0.122100,0.002276,-0.001363,-0.006205
0.122200,0.002039,-0.001435,-0.006046
0.122300,0.001799,-0.001507,-0.005882
0.122400,0.001557,-0.001581,-0.005712
0.122500,0.001312,-0.001654,-0.005538
0.122600,0.001065,-0.001728,-0.005359
0.122700,0.000816,-0.001803,-0.005175
0.122800,0.000566,-0.001878,-0.004988
0.122900,0.000313,-0.001953,-0.004796
0.123000,0.000060,-0.002028,-0.004600
0.123100,-0.000194,-0.002104,-0.004401
0.123200,-0.000450,-0.002180,-0.004198
0.123300,-0.000706,-0.002256,-0.003992
0.123400,-0.000962,-0.002332,-0.003783
0.123500,-0.001219,-0.002409,-0.003572
0.123600,-0.001475,-0.002485,-0.003358
0.123700,-0.001732,-0.002561,-0.003142
0.123800,-0.001987,-0.002637,-0.002925
0.123900,-0.002243,-0.002713,-0.002705
0.124000,-0.002497,-0.002789,-0.002485
0.124100,-0.002750,-0.002864,-0.002263
0.124200,-0.003002,-0.002939,-0.002041
0.124300,-0.003252,-0.003013,-0.001817
0.124400,-0.003501,-0.003087,-0.001594
0.124500,-0.003748,-0.003161,-0.001370
0.124600,-0.003992,-0.003234,-0.001147
0.124700,-0.004234,-0.003306,-0.000924
0.124800,-0.004474,-0.003378,-0.000702
0.124900,-0.004710,-0.003448,-0.000481
0.125000,-0.004944,-0.003518,-0.000261
0.125100,-0.005175,-0.003587,-0.000043
0.125200,-0.005402,-0.003655,0.000174
0.125300,-0.005625,-0.003722,0.000388
0.125400,-0.005845,-0.003788,0.000601
0.125500,-0.006061,-0.003852,0.000811
0.125600,-0.006273,-0.003916,0.001018
0.125700,-0.006480,-0.003978,0.001222
0.125800,-0.006683,-0.004039,0.001423
0.125900,-0.006881,-0.004098,0.001620
0.126000,-0.007074,-0.004156,0.001814
0.126100,-0.007263,-0.004212,0.002004
0.126200,-0.007446,-0.004267,0.002189
0.126300,-0.007623,-0.004320,0.002371
0.126400,-0.007796,-0.004372,0.002548
0.126500,-0.007962,-0.004421,0.002720
0.126600,-0.008123,-0.004469,0.002887
0.126700,-0.008278,-0.004515,0.003049
0.126800,-0.008427,-0.004559,0.003206
0.126900,-0.008570,-0.004601,0.003357
0.127000,-0.008707,-0.004642,0.003502
0.127100,-0.008837,-0.004680,0.003642
0.127200,-0.008960,-0.004716,0.003776
0.127300,-0.009077,-0.004750,0.003903
0.127400,-0.009188,-0.004781,0.004025
0.127500,-0.009291,-0.004811,0.004139
0.127600,-0.009388,-0.004838,0.004248
0.127700,-0.009477,-0.004863,0.004349
0.127800,-0.009560,-0.004886,0.004444
0.127900,-0.009635,-0.004906,0.004532
0.128000,-0.009703,-0.004924,0.004613
0.128100,-0.009764,-0.004940,0.004686
0.128200,-0.009818,-0.004953,0.004753
0.128300,-0.009864,-0.004964,0.004812
0.128400,-0.009903,-0.004972,0.004864
0.128500,-0.009934,-0.004978,0.004909
0.128600,-0.009958,-0.004981,0.004946
0.128700,-0.009974,-0.004982,0.004976
0.128800,-0.009983,-0.004981,0.004998
0.128900,-0.009985,-0.004976,0.005013
0.129000,-0.009978,-0.004970,0.005020
0.129100,-0.009965,-0.004961,0.005020
0.129200,-0.009944,-0.004949,0.005012
0.129300,-0.009915,-0.004935,0.004997
0.129400,-0.009879,-0.004919,0.004974
0.129500,-0.009835,-0.004900,0.004944
0.129600,-0.009784,-0.004878,0.004906
0.129700,-0.009726,-0.004854,0.004861
0.129800,-0.009660,-0.004828,0.004809
0.129900,-0.009587,-0.004799,0.004749
0.130000,-0.009507,-0.004768,0.004682
0.130100,-0.009420,-0.004734,0.004608
0.130200,-0.009326,-0.004699,0.004528
0.130300,-0.009224,-0.004660,0.004440
0.130400,-0.009116,-0.004620,0.004345
0.130500,-0.009001,-0.004577,0.004244
0.130600,-0.008879,-0.004533,0.004136
0.130700,-0.008751,-0.004486,0.004022
0.130800,-0.008616,-0.004436,0.003902
0.130900,-0.008474,-0.004385,0.003775
0.131000,-0.008327,-0.004332,0.003643
0.131100,-0.008173,-0.004277,0.003504
0.131200,-0.008013,-0.004219,0.003360
0.131300,-0.007847,-0.004160,0.003210
0.131400,-0.007676,-0.004099,0.003056
0.131500,-0.007498,-0.004036,0.002896
0.131600,-0.007315,-0.003972,0.002731
0.131700,-0.007127,-0.003906,0.002561
0.131800,-0.006934,-0.003838,0.002387
0.131900,-0.006736,-0.003768,0.002208
0.132000,-0.006533,-0.003698,0.002026
0.132100,-0.006325,-0.003625,0.001839
0.132200,-0.006112,-0.003551,0.001649
0.132300,-0.005896,-0.003476,0.001456
0.132400,-0.005675,-0.003400,0.001259
0.132500,-0.005450,-0.003323,0.001059
0.132600,-0.005221,-0.003244,0.000857
0.132700,-0.004989,-0.003164,0.000652
0.132800,-0.004753,-0.003083,0.000444
0.132900,-0.004514,-0.003002,0.000235
0.133000,-0.004272,-0.002919,0.000024
0.133100,-0.004027,-0.002836,-0.000188
0.133200,-0.003780,-0.002752,-0.000402
0.133300,-0.003530,-0.002667,-0.000616
0.133400,-0.003278,-0.002582,-0.000832
0.133500,-0.003024,-0.002496,-0.001047
0.133600,-0.002768,-0.002410,-0.001264
0.133700,-0.002511,-0.002323,-0.001479
0.133800,-0.002252,-0.002236,-0.001695
0.133900,-0.001992,-0.002149,-0.001910
0.134000,-0.001731,-0.002061,-0.002124
0.134100,-0.001470,-0.001974,-0.002337
0.134200,-0.001208,-0.001886,-0.002549
0.134300,-0.000946,-0.001798,-0.002759
0.134400,-0.000683,-0.001711,-0.002968
0.134500,-0.000421,-0.001623,-0.003174
0.134600,-0.000159,-0.001536,-0.003378
0.134700,0.000102,-0.001449,-0.003579
0.134800,0.000362,-0.001362,-0.003777
0.134900,0.000621,-0.001276,-0.003972
0.135000,0.000879,-0.001189,-0.004164
0.135100,0.001136,-0.001104,-0.004353
0.135200,0.001390,-0.001019,-0.004537
0.135300,0.001643,-0.000934,-0.004718
0.135400,0.001894,-0.000850,-0.004894
0.135500,0.002143,-0.000767,-0.005065
0.135600,0.002388,-0.000684,-0.005232
0.135700,0.002632,-0.000603,-0.005394
0.135800,0.002872,-0.000521,-0.005551
0.135900,0.003109,-0.000441,-0.005703
0.136000,0.003343,-0.000362,-0.005849
0.136100,0.003573,-0.000283,-0.005990
0.136200,0.003799,-0.000206,-0.006124
0.136300,0.004022,-0.000129,-0.006253
0.136400,0.004241,-0.000053,-0.006375
0.136500,0.004455,0.000021,-0.006491
0.136600,0.004665,0.000095,-0.006601
0.136700,0.004870,0.000167,-0.006704
0.136800,0.005070,0.000239,-0.006800
0.136900,0.005265,0.000309,-0.006889
0.137000,0.005456,0.000378,-0.006971
0.137100,0.005640,0.000446,-0.007046
0.137200,0.005820,0.000513,-0.007113
0.137300,0.005994,0.000579,-0.007174
0.137400,0.006162,0.000643,-0.007226
0.137500,0.006325,0.000707,-0.007271
0.137600,0.006481,0.000769,-0.007309
0.137700,0.006631,0.000830,-0.007339
0.137800,0.006775,0.000890,-0.007360
0.137900,0.006913,0.000948,-0.007375
0.138000,0.007044,0.001006,-0.007381
0.138100,0.007169,0.001062,-0.007379
0.138200,0.007287,0.001117,-0.007370
0.138300,0.007398,0.001171,-0.007352
0.138400,0.007502,0.001224,-0.007327
0.138500,0.007600,0.001276,-0.007293
0.138600,0.007690,0.001326,-0.007252
0.138700,0.007774,0.001376,-0.007203
0.138800,0.007850,0.001424,-0.007145
0.138900,0.007919,0.001471,-0.007080
0.139000,0.007981,0.001517,-0.007007
0.139100,0.008036,0.001563,-0.006926
0.139200,0.008084,0.001607,-0.006838
0.139300,0.008124,0.001650,-0.006742
0.139400,0.008157,0.001692,-0.006638
0.139500,0.008182,0.001733,-0.006527
0.139600,0.008201,0.001774,-0.006408
0.139700,0.008211,0.001813,-0.006282
0.139800,0.008215,0.001852,-0.006149
0.139900,0.008211,0.001890,-0.006009
0.140000,0.008200,0.001927,-0.005861
0.140100,0.008182,0.001963,-0.005707
0.140200,0.008156,0.001998,-0.005547
0.140300,0.008124,0.002033,-0.005379
0.140400,0.008084,0.002067,-0.005205
0.140500,0.008037,0.002101,-0.005025
0.140600,0.007983,0.002134,-0.004839
0.140700,0.007922,0.002166,-0.004647
0.140800,0.007854,0.002198,-0.004449
0.140900,0.007780,0.002229,-0.004246
0.141000,0.007699,0.002260,-0.004037
0.141100,0.007611,0.002291,-0.003823
0.141200,0.007517,0.002321,-0.003604
0.141300,0.007416,0.002351,-0.003381
0.141400,0.007309,0.002380,-0.003152
0.141500,0.007196,0.002409,-0.002920
0.141600,0.007077,0.002438,-0.002683
0.141700,0.006952,0.002466,-0.002442
0.141800,0.006821,0.002495,-0.002198
0.141900,0.006685,0.002523,-0.001950
0.142000,0.006544,0.002551,-0.001699
0.142100,0.006397,0.002579,-0.001445
0.142200,0.006245,0.002606,-0.001188
0.142300,0.006088,0.002634,-0.000929
0.142400,0.005926,0.002662,-0.000668
0.142500,0.005759,0.002689,-0.000404
0.142600,0.005588,0.002717,-0.000139
0.142700,0.005413,0.002744,0.000128
0.142800,0.005234,0.002772,0.000396
0.142900,0.005051,0.002800,0.000665
0.143000,0.004865,0.002827,0.000935
0.143100,0.004674,0.002855,0.001205
0.143200,0.004481,0.002883,0.001475
0.143300,0.004285,0.002911,0.001746
0.143400,0.004085,0.002939,0.002016
0.143500,0.003883,0.002967,0.002285
0.143600,0.003679,0.002996,0.002554
0.143700,0.003473,0.003024,0.002822
0.143800,0.003264,0.003053,0.003088
0.143900,0.003054,0.003081,0.003353
0.144000,0.002842,0.003110,0.003616
0.144100,0.002629,0.003139,0.003877
0.144200,0.002415,0.003168,0.004136
0.144300,0.002200,0.003197,0.004392
0.144400,0.001985,0.003226,0.004645
0.144500,0.001769,0.003256,0.004895
0.144600,0.001553,0.003285,0.005142
0.144700,0.001337,0.003315,0.005386
0.144800,0.001121,0.003344,0.005625
0.144900,0.000906,0.003374,0.005861
0.145000,0.000692,0.003403,0.006093
0.145100,0.000479,0.003433,0.006320
0.145200,0.000267,0.003462,0.006542
0.145300,0.000056,0.003492,0.006760
0.145400,-0.000153,0.003521,0.006973
0.145500,-0.000360,0.003550,0.007180
0.145600,-0.000564,0.003579,0.007382
0.145700,-0.000767,0.003608,0.007579
0.145800,-0.000967,0.003637,0.007769
0.145900,-0.001164,0.003666,0.007954
0.146000,-0.001358,0.003694,0.008132
0.146100,-0.001549,0.003722,0.008305
0.146200,-0.001736,0.003749,0.008470
0.146300,-0.001920,0.003777,0.008630
0.146400,-0.002100,0.003803,0.008782
0.146500,-0.002276,0.003830,0.008927
0.146600,-0.002448,0.003855,0.009066
0.146700,-0.002615,0.003881,0.009197
0.146800,-0.002778,0.003905,0.009321
0.146900,-0.002936,0.003929,0.009438
0.147000,-0.003089,0.003953,0.009547
0.147100,-0.003237,0.003975,0.009648
0.147200,-0.003380,0.003997,0.009742
0.147300,-0.003517,0.004018,0.009828
0.147400,-0.003649,0.004038,0.009907
0.147500,-0.003775,0.004058,0.009977
0.147600,-0.003896,0.004076,0.010039
0.147700,-0.004010,0.004093,0.010094
