time,q1,q2,q3,Ekin,Epot,Etot
0.135900,0.023220,0.019649,0.060784,0.370394,0.085127,0.455521
0.136000,0.021553,0.020901,0.061511,0.373149,0.082369,0.455518
0.136100,0.019885,0.022186,0.062214,0.375248,0.080267,0.455515
0.136200,0.018218,0.023502,0.062893,0.376641,0.078871,0.455512
0.136300,0.016555,0.024845,0.063548,0.377284,0.078226,0.455509
0.136400,0.014897,0.026212,0.064180,0.377136,0.078371,0.455507
0.136500,0.013245,0.027601,0.064789,0.376164,0.079342,0.455505
0.136600,0.011603,0.029008,0.065375,0.374339,0.081165,0.455504
0.136700,0.009970,0.030431,0.065940,0.371641,0.083862,0.455503
0.136800,0.008350,0.031865,0.066483,0.368054,0.087448,0.455503
0.136900,0.006744,0.033308,0.067005,0.363571,0.091931,0.455503
0.137000,0.005155,0.034757,0.067507,0.358191,0.097312,0.455503
0.137100,0.003583,0.036209,0.067990,0.351920,0.103584,0.455504
0.137200,0.002030,0.037660,0.068453,0.344772,0.110733,0.455505
0.137300,0.000499,0.039107,0.068898,0.336767,0.118740,0.455507
0.137400,-0.001008,0.040547,0.069324,0.327934,0.127575,0.455509
0.137500,-0.002491,0.041976,0.069734,0.318308,0.137204,0.455512
0.137600,-0.003947,0.043393,0.070126,0.307930,0.147584,0.455515
0.137700,-0.005374,0.044792,0.070503,0.296849,0.158669,0.455518
0.137800,-0.006771,0.046172,0.070864,0.285119,0.170403,0.455522
0.137900,-0.008136,0.047530,0.071210,0.272800,0.182726,0.455526
0.138000,-0.009468,0.048862,0.071542,0.259959,0.195572,0.455530
0.138100,-0.010765,0.050165,0.071861,0.246665,0.208871,0.455535
0.138200,-0.012024,0.051437,0.072166,0.232993,0.222547,0.455540
0.138300,-0.013246,0.052674,0.072459,0.219023,0.236522,0.455545
0.138400,-0.014428,0.053874,0.072739,0.204837,0.250714,0.455550
0.138500,-0.015569,0.055035,0.073009,0.190518,0.265038,0.455556
0.138600,-0.016667,0.056154,0.073268,0.176155,0.279407,0.455561
0.138700,-0.017722,0.057227,0.073516,0.161834,0.293733,0.455567
0.138800,-0.018731,0.058254,0.073754,0.147645,0.307928,0.455572
0.138900,-0.019694,0.059232,0.073984,0.133675,0.321903,0.455578
0.139000,-0.020609,0.060158,0.074204,0.120013,0.335570,0.455583
0.139100,-0.021476,0.061030,0.074416,0.106745,0.348844,0.455589
0.139200,-0.022293,0.061847,0.074620,0.093954,0.361639,0.455594
0.139300,-0.023059,0.062607,0.074816,0.081723,0.373875,0.455599
0.139400,-0.023774,0.063307,0.075004,0.070129,0.385474,0.455603
0.139500,-0.024436,0.063948,0.075186,0.059246,0.396361,0.455608
0.139600,-0.025045,0.064526,0.075361,0.049143,0.406468,0.455612
0.139700,-0.025601,0.065041,0.075529,0.039885,0.415730,0.455615
0.139800,-0.026101,0.065492,0.075691,0.031529,0.424090,0.455618
0.139900,-0.026547,0.065878,0.075847,0.024128,0.431494,0.455621
0.140000,-0.026936,0.066197,0.075997,0.017727,0.437897,0.455624
0.140100,-0.027270,0.066450,0.076141,0.012365,0.443261,0.455626
0.140200,-0.027547,0.066635,0.076280,0.008074,0.447553,0.455627
0.140300,-0.027768,0.066752,0.076412,0.004878,0.450750,0.455628
0.140400,-0.027931,0.066801,0.076539,0.002793,0.452836,0.455629
0.140500,-0.028038,0.066782,0.076659,0.001827,0.453801,0.455629
0.140600,-0.028087,0.066695,0.076774,0.001983,0.453645,0.455628
0.140700,-0.028079,0.066540,0.076883,0.003253,0.452375,0.455627
0.140800,-0.028015,0.066318,0.076985,0.005621,0.450005,0.455626
0.140900,-0.027893,0.066028,0.077081,0.009067,0.446557,0.455624
0.141000,-0.027715,0.065672,0.077171,0.013561,0.442061,0.455622
0.141100,-0.027481,0.065250,0.077253,0.019065,0.436554,0.455619
0.141200,-0.027190,0.064763,0.077328,0.025537,0.430079,0.455616
0.141300,-0.026845,0.064212,0.077396,0.032927,0.422686,0.455613
0.141400,-0.026445,0.063599,0.077456,0.041178,0.414430,0.455609
0.141500,-0.025990,0.062925,0.077507,0.050230,0.405375,0.455605
0.141600,-0.025482,0.062192,0.077550,0.060015,0.395585,0.455600
0.141700,-0.024921,0.061400,0.077583,0.070463,0.385132,0.455595
0.141800,-0.024308,0.060552,0.077606,0.081499,0.374092,0.455591
0.141900,-0.023644,0.059650,0.077620,0.093045,0.362541,0.455586
0.142000,-0.022929,0.058695,0.077622,0.105020,0.350560,0.455580
0.142100,-0.022166,0.057690,0.077613,0.117342,0.338233,0.455575
0.142200,-0.021354,0.056636,0.077592,0.129926,0.325643,0.455570
0.142300,-0.020496,0.055538,0.077559,0.142689,0.312876,0.455565
0.142400,-0.019592,0.054395,0.077512,0.155545,0.300014,0.455559
0.142500,-0.018643,0.053212,0.077451,0.168411,0.287143,0.455554
0.142600,-0.017651,0.051991,0.077376,0.181204,0.274345,0.455549
0.142700,-0.016617,0.050734,0.077285,0.193845,0.261699,0.455544
0.142800,-0.015542,0.049444,0.077179,0.206256,0.249283,0.455540
0.142900,-0.014428,0.048125,0.077056,0.218363,0.237172,0.455535
0.143000,-0.013277,0.046779,0.076915,0.230095,0.225436,0.455531
0.143100,-0.012089,0.045408,0.076756,0.241386,0.214141,0.455527
0.143200,-0.010867,0.044017,0.076578,0.252176,0.203348,0.455524
0.143300,-0.009612,0.042608,0.076381,0.262409,0.193112,0.455521
0.143400,-0.008325,0.041183,0.076163,0.272034,0.183484,0.455518
0.143500,-0.007009,0.039748,0.075924,0.281008,0.174507,0.455516
0.143600,-0.005664,0.038303,0.075664,0.289294,0.166219,0.455514
0.143700,-0.004293,0.036854,0.075381,0.296861,0.158652,0.455512
0.143800,-0.002897,0.035402,0.075075,0.303683,0.151828,0.455511
0.143900,-0.001478,0.033952,0.074744,0.309745,0.145765,0.455510
0.144000,-0.000037,0.032505,0.074390,0.315036,0.140474,0.455510
0.144100,0.001423,0.031067,0.074010,0.319553,0.135958,0.455510
0.144200,0.002901,0.029639,0.073604,0.323298,0.132213,0.455511
0.144300,0.004395,0.028224,0.073172,0.326283,0.129229,0.455512
0.144400,0.005903,0.026827,0.072712,0.328523,0.126990,0.455514
0.144500,0.007424,0.025450,0.072225,0.330042,0.125473,0.455515
0.144600,0.008955,0.024096,0.071710,0.330869,0.124648,0.455518
0.144700,0.010496,0.022767,0.071166,0.331039,0.124481,0.455520
0.144800,0.012045,0.021468,0.070593,0.330590,0.124933,0.455523
0.144900,0.013599,0.020201,0.069991,0.329567,0.125959,0.455526
0.145000,0.015156,0.018968,0.069358,0.328020,0.127509,0.455529
0.145100,0.016717,0.017773,0.068695,0.326000,0.129533,0.455533
0.145200,0.018278,0.016618,0.068001,0.323563,0.131973,0.455536
0.145300,0.019837,0.015505,0.067277,0.320768,0.134772,0.455540
0.145400,0.021395,0.014437,0.066521,0.317674,0.137870,0.455544
0.145500,0.022948,0.013417,0.065734,0.314343,0.141205,0.455548
0.145600,0.024495,0.012446,0.064916,0.310838,0.144714,0.455552
0.145700,0.026035,0.011527,0.064065,0.307220,0.148335,0.455556
0.145800,0.027566,0.010662,0.063183,0.303553,0.152007,0.455559
0.145900,0.029087,0.009852,0.062270,0.299896,0.155667,0.455563
0.146000,0.030597,0.009100,0.061325,0.296308,0.159258,0.455567
0.146100,0.032094,0.008408,0.060348,0.292848,0.162722,0.455570
0.146200,0.033576,0.007775,0.059341,0.289567,0.166006,0.455573
0.146300,0.035043,0.007205,0.058302,0.286518,0.169058,0.455576
0.146400,0.036493,0.006699,0.057232,0.283746,0.171833,0.455579
0.146500,0.037925,0.006256,0.056132,0.281293,0.174288,0.455581
0.146600,0.039338,0.005879,0.055002,0.279198,0.176385,0.455583
0.146700,0.040731,0.005569,0.053842,0.277492,0.178093,0.455585
0.146800,0.042102,0.005325,0.052654,0.276202,0.179384,0.455586
0.146900,0.043452,0.005149,0.051436,0.275350,0.180237,0.455587
0.147000,0.044778,0.005041,0.050191,0.274949,0.180638,0.455588
0.147100,0.046081,0.005000,0.048919,0.275011,0.180577,0.455588
0.147200,0.047359,0.005028,0.047620,0.275536,0.180051,0.455588
0.147300,0.048611,0.005124,0.046296,0.276523,0.179064,0.455587
0.147400,0.049837,0.005288,0.044946,0.277960,0.177626,0.455586
0.147500,0.051036,0.005520,0.043573,0.279834,0.175751,0.455585
0.147600,0.052208,0.005819,0.042177,0.282122,0.173461,0.455583
0.147700,0.053352,0.006184,0.040759,0.284796,0.170785,0.455581
0.147800,0.054468,0.006614,0.039321,0.287824,0.167754,0.455578
0.147900,0.055554,0.007109,0.037862,0.291168,0.164408,0.455576
0.148000,0.056612,0.007668,0.036385,0.294785,0.160788,0.455573
0.148100,0.057640,0.008289,0.034891,0.298628,0.156942,0.455570
0.148200,0.058638,0.008971,0.033381,0.302645,0.152922,0.455566
0.148300,0.059607,0.009713,0.031856,0.306781,0.148782,0.455563
0.148400,0.060545,0.010512,0.030317,0.310980,0.144579,0.455559
0.148500,0.061453,0.011367,0.028767,0.315180,0.140375,0.455555
0.148600,0.062331,0.012277,0.027206,0.319320,0.136231,0.455551
0.148700,0.063179,0.013238,0.025637,0.323338,0.132209,0.455547
0.148800,0.063997,0.014250,0.024059,0.327169,0.128374,0.455543
0.148900,0.064785,0.015309,0.022476,0.330750,0.124789,0.455539
0.149000,0.065543,0.016414,0.020889,0.334019,0.121516,0.455535
0.149100,0.066271,0.017562,0.019299,0.336913,0.118619,0.455532
0.149200,0.066970,0.018750,0.017708,0.339373,0.116155,0.455528
0.149300,0.067640,0.019976,0.016117,0.341343,0.114182,0.455525
0.149400,0.068282,0.021238,0.014529,0.342767,0.112754,0.455522
0.149500,0.068895,0.022531,0.012945,0.343597,0.111921,0.455519
0.149600,0.069480,0.023855,0.011366,0.343786,0.111730,0.455516
0.149700,0.070038,0.025204,0.009795,0.343294,0.112220,0.455514
0.149800,0.070568,0.026578,0.008234,0.342083,0.113429,0.455512
0.149900,0.071073,0.027972,0.006683,0.340124,0.115387,0.455510
0.150000,0.071551,0.029383,0.005146,0.337392,0.118117,0.455509
0.150100,0.072004,0.030809,0.003622,0.333869,0.121639,0.455509
0.150200,0.072431,0.032246,0.002116,0.329544,0.125964,0.455508
0.150300,0.072835,0.033691,0.000627,0.324412,0.131096,0.455508
0.150400,0.073215,0.035141,-0.000842,0.318475,0.137034,0.455509
0.150500,0.073573,0.036593,-0.002289,0.311742,0.143768,0.455510
0.150600,0.073908,0.038043,-0.003712,0.304228,0.151283,0.455511
0.150700,0.074221,0.039488,-0.005111,0.295958,0.159555,0.455513
0.150800,0.074514,0.040926,-0.006482,0.286962,0.168554,0.455516
0.150900,0.074786,0.042352,-0.007825,0.277274,0.178244,0.455518
0.151000,0.075039,0.043765,-0.009138,0.266940,0.188581,0.455521
0.151100,0.075273,0.045159,-0.010419,0.256008,0.199517,0.455525
0.151200,0.075488,0.046534,-0.011667,0.244534,0.210995,0.455529
0.151300,0.075687,0.047885,-0.012879,0.232578,0.222955,0.455533
0.151400,0.075868,0.049209,-0.014055,0.220206,0.235331,0.455537
0.151500,0.076034,0.050504,-0.015193,0.207488,0.248054,0.455542
0.151600,0.076184,0.051767,-0.016291,0.194499,0.261047,0.455547
0.151700,0.076319,0.052995,-0.017348,0.181317,0.274234,0.455552
0.151800,0.076441,0.054185,-0.018363,0.168023,0.287534,0.455557
0.151900,0.076549,0.055335,-0.019334,0.154699,0.300863,0.455562
0.152000,0.076644,0.056442,-0.020260,0.141430,0.314138,0.455568
0.152100,0.076727,0.057504,-0.021140,0.128302,0.327271,0.455573
0.152200,0.076798,0.058518,-0.021972,0.115400,0.340178,0.455578
0.152300,0.076859,0.059482,-0.022757,0.102810,0.352773,0.455583
0.152400,0.076909,0.060394,-0.023491,0.090616,0.364972,0.455589
0.152500,0.076949,0.061252,-0.024175,0.078901,0.376693,0.455594
0.152600,0.076979,0.062053,-0.024808,0.067744,0.387854,0.455598
0.152700,0.077001,0.062798,-0.025388,0.057223,0.398380,0.455603
0.152800,0.077014,0.063483,-0.025915,0.047410,0.408197,0.455607
0.152900,0.077019,0.064107,-0.026389,0.038374,0.417237,0.455611
0.153000,0.077016,0.064668,-0.026807,0.030180,0.425435,0.455615
0.153100,0.077006,0.065167,-0.027171,0.022886,0.432732,0.455618
0.153200,0.076988,0.065600,-0.027479,0.016544,0.439077,0.455621
0.153300,0.076964,0.065969,-0.027731,0.011201,0.444423,0.455624
0.153400,0.076933,0.066270,-0.027927,0.006896,0.448730,0.455626
0.153500,0.076896,0.066505,-0.028066,0.003661,0.451966,0.455627
0.153600,0.076852,0.066672,-0.028148,0.001523,0.454106,0.455628
0.153700,0.076802,0.066772,-0.028173,0.000497,0.455132,0.455629
0.153800,0.076746,0.066803,-0.028140,0.000595,0.455034,0.455629
0.153900,0.076685,0.066766,-0.028051,0.001818,0.453811,0.455629
0.154000,0.076617,0.066661,-0.027904,0.004161,0.451467,0.455628
0.154100,0.076543,0.066488,-0.027700,0.007610,0.448017,0.455627
0.154200,0.076463,0.066247,-0.027440,0.012143,0.443482,0.455625
0.154300,0.076377,0.065940,-0.027123,0.017733,0.437889,0.455623
0.154400,0.076285,0.065566,-0.026750,0.024344,0.431276,0.455620
0.154500,0.076186,0.065127,-0.026322,0.031931,0.423685,0.455617
0.154600,0.076081,0.064623,-0.025839,0.040447,0.415166,0.455613
0.154700,0.075969,0.064056,-0.025301,0.049834,0.405775,0.455609
0.154800,0.075849,0.063427,-0.024709,0.060032,0.395573,0.455605
0.154900,0.075722,0.062737,-0.024064,0.070973,0.384628,0.455601
0.155000,0.075588,0.061988,-0.023367,0.082586,0.373010,0.455596
0.155100,0.075445,0.061181,-0.022618,0.094794,0.360797,0.455591
0.155200,0.075293,0.060318,-0.021819,0.107518,0.348068,0.455586
0.155300,0.075133,0.059402,-0.020971,0.120675,0.334905,0.455581
0.155400,0.074963,0.058434,-0.020074,0.134181,0.321394,0.455575
0.155500,0.074783,0.057416,-0.019130,0.147949,0.307621,0.455570
0.155600,0.074592,0.056350,-0.018139,0.161891,0.293673,0.455564
0.155700,0.074391,0.055239,-0.017104,0.175920,0.279638,0.455559
0.155800,0.074178,0.054086,-0.016026,0.189949,0.265604,0.455553
0.155900,0.073953,0.052893,-0.014905,0.203891,0.251657,0.455548
0.156000,0.073715,0.051662,-0.013743,0.217662,0.237881,0.455543
0.156100,0.073464,0.050396,-0.012542,0.231180,0.224358,0.455538
0.156200,0.073199,0.049098,-0.011303,0.244365,0.211168,0.455533
0.156300,0.072920,0.047771,-0.010027,0.257144,0.198385,0.455529
0.156400,0.072625,0.046418,-0.008717,0.269444,0.186081,0.455525
0.156500,0.072315,0.045042,-0.007373,0.281199,0.174321,0.455521
0.156600,0.071988,0.043646,-0.005998,0.292349,0.163168,0.455517
0.156700,0.071644,0.042232,-0.004593,0.302837,0.152677,0.455514
0.156800,0.071283,0.040805,-0.003160,0.312615,0.142896,0.455512
0.156900,0.070903,0.039366,-0.001701,0.321640,0.133869,0.455509
0.157000,0.070504,0.037920,-0.000216,0.329875,0.125633,0.455507
0.157100,0.070085,0.036470,0.001291,0.337290,0.118216,0.455506
0.157200,0.069647,0.035018,0.002820,0.343864,0.111641,0.455505
0.157300,0.069187,0.033569,0.004368,0.349581,0.105924,0.455505
0.157400,0.068706,0.032124,0.005933,0.354433,0.101072,0.455505
0.157500,0.068203,0.030688,0.007514,0.358418,0.097087,0.455505
0.157600,0.067677,0.029263,0.009110,0.361544,0.093962,0.455506
0.157700,0.067128,0.027853,0.010717,0.363823,0.091684,0.455507
0.157800,0.066556,0.026461,0.012335,0.365274,0.090235,0.455509
0.157900,0.065959,0.025089,0.013961,0.365924,0.089587,0.455511
0.158000,0.065338,0.023742,0.015594,0.365804,0.089709,0.455513
0.158100,0.064691,0.022421,0.017231,0.364953,0.090563,0.455516
0.158200,0.064020,0.021130,0.018872,0.363413,0.092106,0.455519
0.158300,0.063322,0.019871,0.020515,0.361232,0.094290,0.455522
0.158400,0.062598,0.018648,0.022157,0.358463,0.097063,0.455525
0.158500,0.061848,0.017463,0.023796,0.355161,0.100368,0.455529
0.158600,0.061071,0.016319,0.025432,0.351386,0.104147,0.455533
0.158700,0.060267,0.015218,0.027063,0.347199,0.108338,0.455537
0.158800,0.059436,0.014162,0.028686,0.342664,0.112877,0.455541
0.158900,0.058577,0.013155,0.030301,0.337847,0.117698,0.455545
0.159000,0.057692,0.012198,0.031905,0.332813,0.122737,0.455549
0.159100,0.056779,0.011293,0.033497,0.327627,0.127926,0.455553
0.159200,0.055838,0.010442,0.035076,0.322357,0.133200,0.455557
0.159300,0.054870,0.009648,0.036641,0.317065,0.138496,0.455561
0.159400,0.053875,0.008911,0.038189,0.311815,0.143750,0.455565
0.159500,0.052853,0.008234,0.039719,0.306666,0.148903,0.455569
0.159600,0.051804,0.007619,0.041230,0.301676,0.153896,0.455572
0.159700,0.050728,0.007065,0.042721,0.296898,0.158677,0.455575
0.159800,0.049627,0.006575,0.044191,0.292382,0.163196,0.455578
0.159900,0.048499,0.006150,0.045638,0.288174,0.167406,0.455581
0.160000,0.047345,0.005791,0.047061,0.284315,0.171268,0.455583
0.160100,0.046167,0.005498,0.048459,0.280838,0.174746,0.455585
0.160200,0.044964,0.005272,0.049832,0.277775,0.177811,0.455586
0.160300,0.043737,0.005114,0.051178,0.275149,0.180438,0.455587
0.160400,0.042487,0.005023,0.052495,0.272979,0.182609,0.455588
0.160500,0.041215,0.005001,0.053785,0.271276,0.184312,0.455588
0.160600,0.039920,0.005047,0.055045,0.270047,0.185541,0.455588
0.160700,0.038605,0.005161,0.056274,0.269290,0.186298,0.455588
0.160800,0.037269,0.005343,0.057473,0.268999,0.186588,0.455587
0.160900,0.035914,0.005592,0.058641,0.269162,0.186424,0.455586
0.161000,0.034541,0.005909,0.059777,0.269759,0.185825,0.455584
0.161100,0.033151,0.006291,0.060880,0.270766,0.184817,0.455583
0.161200,0.031744,0.006739,0.061950,0.272153,0.183427,0.455580
0.161300,0.030323,0.007251,0.062987,0.273884,0.181693,0.455578
0.161400,0.028887,0.007827,0.063991,0.275921,0.179654,0.455575
0.161500,0.027439,0.008464,0.064960,0.278217,0.177355,0.455572
0.161600,0.025980,0.009162,0.065896,0.280726,0.174843,0.455569
0.161700,0.024510,0.009919,0.066798,0.283394,0.172171,0.455565
0.161800,0.023032,0.010733,0.067665,0.286168,0.169394,0.455562
0.161900,0.021546,0.011603,0.068498,0.288990,0.166568,0.455558
0.162000,0.020054,0.012526,0.069296,0.291801,0.163753,0.455554
0.162100,0.018557,0.013501,0.070061,0.294542,0.161009,0.455551
0.162200,0.017058,0.014526,0.070791,0.297151,0.158396,0.455547
0.162300,0.015557,0.015597,0.071488,0.299568,0.155975,0.455543
0.162400,0.014056,0.016714,0.072151,0.301733,0.153807,0.455539
0.162500,0.012557,0.017873,0.072780,0.303587,0.151949,0.455536
0.162600,0.011060,0.019071,0.073377,0.305074,0.150458,0.455532
0.162700,0.009569,0.020307,0.073940,0.306140,0.149389,0.455529
0.162800,0.008084,0.021577,0.074472,0.306733,0.148793,0.455526
0.162900,0.006608,0.022879,0.074971,0.306806,0.148717,0.455523
0.163000,0.005141,0.024209,0.075440,0.306317,0.149205,0.455521
0.163100,0.003685,0.025566,0.075877,0.305225,0.150294,0.455519
0.163200,0.002243,0.026945,0.076284,0.303498,0.152020,0.455517
0.163300,0.000816,0.028344,0.076661,0.301107,0.154409,0.455516
0.163400,-0.000595,0.029759,0.077009,0.298030,0.157484,0.455515
0.163500,-0.001988,0.031188,0.077329,0.294252,0.161262,0.455514
0.163600,-0.003360,0.032628,0.077621,0.289763,0.165751,0.455514
0.163700,-0.004711,0.034074,0.077886,0.284558,0.170956,0.455514
0.163800,-0.006039,0.035525,0.078124,0.278643,0.176872,0.455515
0.163900,-0.007341,0.036977,0.078337,0.272027,0.183489,0.455516
0.164000,-0.008617,0.038426,0.078525,0.264728,0.190789,0.455517
0.164100,-0.009865,0.039870,0.078689,0.256769,0.198750,0.455519
0.164200,-0.011082,0.041305,0.078829,0.248182,0.207340,0.455522
0.164300,-0.012268,0.042727,0.078947,0.239002,0.216523,0.455524
0.164400,-0.013421,0.044135,0.079043,0.229273,0.226254,0.455527
0.164500,-0.014539,0.045525,0.079118,0.219045,0.236486,0.455531
0.164600,-0.015621,0.046894,0.079173,0.208371,0.247163,0.455535
0.164700,-0.016665,0.048238,0.079208,0.197313,0.258226,0.455539
0.164800,-0.017671,0.049555,0.079224,0.185933,0.269610,0.455543
0.164900,-0.018635,0.050842,0.079223,0.174302,0.281245,0.455548
0.165000,-0.019558,0.052096,0.079205,0.162492,0.293060,0.455552
0.165100,-0.020438,0.053314,0.079170,0.150579,0.304978,0.455557
0.165200,-0.021273,0.054494,0.079120,0.138640,0.316922,0.455562
0.165300,-0.022063,0.055632,0.079055,0.126757,0.328811,0.455567
0.165400,-0.022806,0.056727,0.078976,0.115009,0.340563,0.455572
0.165500,-0.023501,0.057777,0.078883,0.103481,0.352097,0.455578
0.165600,-0.024147,0.058778,0.078778,0.092253,0.363330,0.455583
0.165700,-0.024743,0.059728,0.078660,0.081407,0.374181,0.455588
0.165800,-0.025288,0.060626,0.078532,0.071023,0.384570,0.455592
0.165900,-0.025782,0.061469,0.078392,0.061178,0.394419,0.455597
0.166000,-0.026223,0.062256,0.078242,0.051948,0.403653,0.455602
0.166100,-0.026610,0.062985,0.078083,0.043405,0.412201,0.455606
0.166200,-0.026944,0.063654,0.077914,0.035615,0.419995,0.455610
0.166300,-0.027223,0.064261,0.077737,0.028643,0.426971,0.455613
0.166400,-0.027447,0.064806,0.077552,0.022546,0.433071,0.455617
0.166500,-0.027616,0.065288,0.077359,0.017377,0.438243,0.455620
0.166600,-0.027728,0.065704,0.077159,0.013182,0.442440,0.455622
0.166700,-0.027785,0.066055,0.076952,0.010001,0.445623,0.455624
0.166800,-0.027784,0.066339,0.076739,0.007868,0.447758,0.455626
0.166900,-0.027727,0.066556,0.076519,0.006808,0.448819,0.455627
0.167000,-0.027614,0.066705,0.076293,0.006840,0.448788,0.455628
0.167100,-0.027443,0.066787,0.076061,0.007975,0.447653,0.455628
0.167200,-0.027216,0.066800,0.075824,0.010216,0.445411,0.455628
0.167300,-0.026932,0.066745,0.075582,0.013559,0.442068,0.455627
0.167400,-0.026591,0.066622,0.075334,0.017992,0.437633,0.455626
0.167500,-0.026195,0.066431,0.075080,0.023495,0.432129,0.455624
0.167600,-0.025743,0.066173,0.074822,0.030040,0.425582,0.455622
0.167700,-0.025235,0.065848,0.074558,0.037593,0.418026,0.455619
0.167800,-0.024673,0.065456,0.074290,0.046112,0.409504,0.455616
0.167900,-0.024056,0.065000,0.074015,0.055547,0.400065,0.455613
0.168000,-0.023385,0.064479,0.073736,0.065845,0.389764,0.455609
0.168100,-0.022662,0.063896,0.073451,0.076944,0.378661,0.455605
0.168200,-0.021887,0.063250,0.073160,0.088776,0.366824,0.455600
0.168300,-0.021060,0.062544,0.072863,0.101271,0.354324,0.455595
0.168400,-0.020183,0.061780,0.072560,0.114352,0.341239,0.455590
0.168500,-0.019256,0.060958,0.072250,0.127939,0.327647,0.455585
0.168600,-0.018281,0.060081,0.071934,0.141948,0.313632,0.455580
0.168700,-0.017260,0.059151,0.071610,0.156294,0.299281,0.455574
0.168800,-0.016192,0.058169,0.071279,0.170888,0.284681,0.455569
0.168900,-0.015079,0.057138,0.070940,0.185641,0.269922,0.455563
0.169000,-0.013922,0.056061,0.070593,0.200464,0.255093,0.455557
0.169100,-0.012724,0.054938,0.070237,0.215267,0.240285,0.455552
0.169200,-0.011485,0.053774,0.069871,0.229960,0.225586,0.455546
0.169300,-0.010206,0.052571,0.069497,0.244457,0.211084,0.455541
0.169400,-0.008890,0.051330,0.069111,0.258671,0.196865,0.455536
0.169500,-0.007538,0.050056,0.068716,0.272521,0.183009,0.455531
0.169600,-0.006150,0.048750,0.068309,0.285928,0.169598,0.455526
0.169700,-0.004730,0.047416,0.067890,0.298817,0.156705,0.455522
0.169800,-0.003278,0.046056,0.067458,0.311116,0.144402,0.455518
0.169900,-0.001797,0.044674,0.067014,0.322762,0.132752,0.455514
0.170000,-0.000288,0.043273,0.066557,0.333693,0.121817,0.455511
0.170100,0.001248,0.041856,0.066085,0.343857,0.111650,0.455508
0.170200,0.002808,0.040425,0.065599,0.353206,0.102299,0.455505
0.170300,0.004391,0.038984,0.065098,0.361700,0.093803,0.455503
0.170400,0.005995,0.037537,0.064581,0.369304,0.086197,0.455501
0.170500,0.007617,0.036086,0.064048,0.375992,0.079508,0.455500
0.170600,0.009257,0.034634,0.063497,0.381746,0.073754,0.455499
0.170700,0.010912,0.033186,0.062930,0.386552,0.068948,0.455499
0.170800,0.012580,0.031743,0.062344,0.390406,0.065094,0.455499
0.170900,0.014260,0.030310,0.061740,0.393311,0.062189,0.455500
0.171000,0.015950,0.028888,0.061118,0.395277,0.060224,0.455501
0.171100,0.017647,0.027483,0.060475,0.396321,0.059182,0.455503
0.171200,0.019351,0.026096,0.059813,0.396466,0.059038,0.455504
0.171300,0.021058,0.024730,0.059131,0.395744,0.059763,0.455507
0.171400,0.022768,0.023389,0.058428,0.394189,0.061320,0.455509
0.171500,0.024478,0.022076,0.057704,0.391845,0.063667,0.455512
0.171600,0.026186,0.020794,0.056958,0.388759,0.066756,0.455516
0.171700,0.027892,0.019544,0.056190,0.384984,0.070535,0.455519
0.171800,0.029592,0.018331,0.055401,0.380576,0.074947,0.455523
0.171900,0.031286,0.017156,0.054589,0.375595,0.079932,0.455527
0.172000,0.032971,0.016023,0.053755,0.370105,0.085426,0.455531
0.172100,0.034645,0.014934,0.052897,0.364173,0.091362,0.455535
0.172200,0.036308,0.013891,0.052017,0.357866,0.097673,0.455540
0.172300,0.037958,0.012897,0.051114,0.351255,0.104289,0.455544
0.172400,0.039592,0.011953,0.050188,0.344408,0.111140,0.455548
0.172500,0.041210,0.011062,0.049239,0.337397,0.118156,0.455553
0.172600,0.042809,0.010227,0.048267,0.330291,0.125266,0.455557
0.172700,0.044389,0.009447,0.047273,0.323158,0.132404,0.455561
0.172800,0.045948,0.008726,0.046255,0.316064,0.139501,0.455565
0.172900,0.047484,0.008065,0.045215,0.309074,0.146496,0.455569
0.173000,0.048997,0.007466,0.044152,0.302247,0.153325,0.455573
0.173100,0.050485,0.006929,0.043067,0.295643,0.159933,0.455576
0.173200,0.051946,0.006456,0.041961,0.289313,0.166266,0.455579
0.173300,0.053380,0.006049,0.040833,0.283306,0.172275,0.455582
0.173400,0.054786,0.005707,0.039684,0.277667,0.177917,0.455584
0.173500,0.056162,0.005431,0.038514,0.272433,0.183153,0.455586
0.173600,0.057507,0.005223,0.037325,0.267638,0.187950,0.455588
0.173700,0.058821,0.005083,0.036117,0.263308,0.192281,0.455589
0.173800,0.060103,0.005011,0.034889,0.259465,0.196125,0.455590
0.173900,0.061351,0.005007,0.033644,0.256122,0.199468,0.455591
0.174000,0.062566,0.005071,0.032381,0.253289,0.202302,0.455591
0.174100,0.063745,0.005203,0.031103,0.250967,0.204623,0.455590
0.174200,0.064890,0.005403,0.029808,0.249152,0.206438,0.455590
0.174300,0.065999,0.005670,0.028499,0.247834,0.207755,0.455589
0.174400,0.067071,0.006003,0.027176,0.246996,0.208591,0.455587
0.174500,0.068107,0.006403,0.025840,0.246616,0.208969,0.455586
0.174600,0.069105,0.006868,0.024492,0.246666,0.208917,0.455584
0.174700,0.070066,0.007397,0.023134,0.247113,0.208468,0.455581
0.174800,0.070989,0.007989,0.021767,0.247919,0.207659,0.455579
0.174900,0.071875,0.008643,0.020391,0.249042,0.206534,0.455576
0.175000,0.072722,0.009356,0.019008,0.250435,0.205137,0.455573
0.175100,0.073531,0.010129,0.017619,0.252049,0.203520,0.455569
