q1,q2,q3,frequencies
0.000000,0.000000,0.000000,-28666.666667
0.000000,0.000000,0.000000,-28658.333333
0.000000,0.000000,0.000000,-28650.000000
0.000000,0.000000,0.000000,-28641.666667
0.000000,0.000000,0.000000,-28633.333333
0.000000,0.000000,0.000000,-28625.000000
0.000000,0.000000,0.000000,-28616.666667
0.000000,0.000000,0.000000,-28608.333333
0.000000,0.000000,0.000000,-28600.000000
0.000000,0.000000,0.000000,-28591.666667
0.000000,0.000000,0.000000,-28583.333333
0.000000,0.000000,0.000000,-28575.000000
0.000000,0.000000,0.000000,-28566.666667
0.000000,0.000000,0.000000,-28558.333333
0.000000,0.000000,0.000000,-28550.000000
0.000000,0.000000,0.000000,-28541.666667
0.000000,0.000000,0.000000,-28533.333333
0.000000,0.000000,0.000000,-28525.000000
0.000000,0.000000,0.000000,-28516.666667
0.000000,0.000000,0.000000,-28508.333333
0.000000,0.000000,0.000000,-28500.000000
0.000000,0.000000,0.000000,-28491.666667
0.000000,0.000000,0.000000,-28483.333333
0.000000,0.000000,0.000000,-28475.000000
0.000000,0.000000,0.000000,-28466.666667
0.000000,0.000000,0.000000,-28458.333333
0.000000,0.000000,0.000000,-28450.000000
0.000000,0.000000,0.000000,-28441.666667
0.000000,0.000000,0.000000,-28433.333333
0.000000,0.000000,0.000000,-28425.000000
0.000000,0.000000,0.000000,-28416.666667
0.000000,0.000000,0.000000,-28408.333333
0.000000,0.000000,0.000000,-28400.000000
0.000000,0.000000,0.000000,-28391.666667
0.000000,0.000000,0.000000,-28383.333333
0.000000,0.000000,0.000000,-28375.000000
0.000000,0.000000,0.000000,-28366.666667
0.000000,0.000000,0.000000,-28358.333333
0.000000,0.000000,0.000000,-28350.000000
0.000000,0.000000,0.000000,-28341.666667
0.000000,0.000000,0.000000,-28333.333333
0.000000,0.000000,0.000000,-28325.000000
0.000000,0.000000,0.000000,-28316.666667
0.000000,0.000000,0.000000,-28308.333333
0.000000,0.000000,0.000000,-28300.000000
0.000000,0.000000,0.000000,-28291.666667
0.000000,0.000000,0.000000,-28283.333333
0.000000,0.000000,0.000000,-28275.000000
0.000000,0.000000,0.000000,-28266.666667
0.000000,0.000000,0.000000,-28258.333333
0.000000,0.000000,0.000000,-28250.000000
0.000000,0.000000,0.000000,-28241.666667
0.000000,0.000000,0.000000,-28233.333333
0.000000,0.000000,0.000000,-28225.000000
0.000000,0.000000,0.000000,-28216.666667
0.000000,0.000000,0.000000,-28208.333333
0.000000,0.000000,0.000000,-28200.000000
0.000000,0.000000,0.000000,-28191.666667
0.000000,0.000000,0.000000,-28183.333333
0.000000,0.000000,0.000000,-28175.000000
0.000000,0.000000,0.000000,-28166.666667
0.000000,0.000000,0.000000,-28158.333333
0.000000,0.000000,0.000000,-28150.000000
0.000000,0.000000,0.000000,-28141.666667
0.000000,0.000000,0.000000,-28133.333333
0.000000,0.000000,0.000000,-28125.000000
0.000000,0.000000,0.000000,-28116.666667
0.000000,0.000000,0.000000,-28108.333333
0.000000,0.000000,0.000000,-28100.000000
0.000000,0.000000,0.000000,-28091.666667
0.000000,0.000000,0.000000,-28083.333333
0.000000,0.000000,0.000000,-28075.000000
0.000000,0.000000,0.000000,-28066.666667
0.000000,0.000000,0.000000,-28058.333333
0.000000,0.000000,0.000000,-28050.000000
0.000000,0.000000,0.000000,-28041.666667
0.000000,0.000000,0.000000,-28033.333333
0.000000,0.000000,0.000000,-28025.000000
0.000000,0.000000,0.000000,-28016.666667
0.000000,0.000000,0.000000,-28008.333333
0.000000,0.000000,0.000000,-28000.000000
0.000000,0.000000,0.000000,-27991.666667
0.000000,0.000000,0.000000,-27983.333333
0.000000,0.000000,0.000000,-27975.000000
0.000000,0.000000,0.000000,-27966.666667
0.000000,0.000000,0.000000,-27958.333333
0.000000,0.000000,0.000000,-27950.000000
0.000000,0.000000,0.000000,-27941.666667
0.000000,0.000000,0.000000,-27933.333333
0.000000,0.000000,0.000000,-27925.000000
0.000000,0.000000,0.000000,-27916.666667
0.000000,0.000000,0.000000,-27908.333333
0.000000,0.000000,0.000000,-27900.000000
0.000000,0.000000,0.000000,-27891.666667
0.000000,0.000000,0.000000,-27883.333333
0.000000,0.000000,0.000000,-27875.000000
0.000000,0.000000,0.000000,-27866.666667
0.000000,0.000000,0.000000,-27858.333333
0.000000,0.000000,0.000000,-27850.000000
0.000000,0.000000,0.000000,-27841.666667
0.000000,0.000000,0.000000,-27833.333333
0.000000,0.000000,0.000000,-27825.000000
0.000000,0.000000,0.000000,-27816.666667
0.000000,0.000000,0.000000,-27808.333333
0.000000,0.000000,0.000000,-27800.000000
0.000000,0.000000,0.000000,-27791.666667
0.000000,0.000000,0.000000,-27783.333333
0.000000,0.000000,0.000000,-27775.000000
0.000000,0.000000,0.000000,-27766.666667
0.000000,0.000000,0.000000,-27758.333333
0.000000,0.000000,0.000000,-27750.000000
0.000000,0.000000,0.000000,-27741.666667
0.000000,0.000000,0.000000,-27733.333333
0.000000,0.000000,0.000000,-27725.000000
0.000000,0.000000,0.000000,-27716.666667
0.000000,0.000000,0.000000,-27708.333333
0.000000,0.000000,0.000000,-27700.000000
0.000000,0.000000,0.000000,-27691.666667
0.000000,0.000000,0.000000,-27683.333333
0.000000,0.000000,0.000000,-27675.000000
0.000000,0.000000,0.000000,-27666.666667
0.000000,0.000000,0.000000,-27658.333333
0.000000,0.000000,0.000000,-27650.000000
0.000000,0.000000,0.000000,-27641.666667
0.000000,0.000000,0.000000,-27633.333333
0.000000,0.000000,0.000000,-27625.000000
0.000000,0.000000,0.000000,-27616.666667
0.000000,0.000000,0.000000,-27608.333333
0.000000,0.000000,0.000000,-27600.000000
0.000000,0.000000,0.000000,-27591.666667
0.000000,0.000000,0.000000,-27583.333333
0.000000,0.000000,0.000000,-27575.000000
0.000000,0.000000,0.000000,-27566.666667
0.000000,0.000000,0.000000,-27558.333333
0.000000,0.000000,0.000000,-27550.000000
0.000000,0.000000,0.000000,-27541.666667
0.000000,0.000000,0.000000,-27533.333333
0.000000,0.000000,0.000000,-27525.000000
0.000000,0.000000,0.000000,-27516.666667
0.000000,0.000000,0.000000,-27508.333333
0.000000,0.000000,0.000000,-27500.000000
0.000000,0.000000,0.000000,-27491.666667
0.000000,0.000000,0.000000,-27483.333333
0.000000,0.000000,0.000000,-27475.000000
0.000000,0.000000,0.000000,-27466.666667
0.000000,0.000000,0.000000,-27458.333333
0.000000,0.000000,0.000000,-27450.000000
0.000000,0.000000,0.000000,-27441.666667
0.000000,0.000000,0.000000,-27433.333333
0.000000,0.000000,0.000000,-27425.000000
0.000000,0.000000,0.000000,-27416.666667
0.000000,0.000000,0.000000,-27408.333333
0.000000,0.000000,0.000000,-27400.000000
0.000000,0.000000,0.000000,-27391.666667
0.000000,0.000000,0.000000,-27383.333333
0.000000,0.000000,0.000000,-27375.000000
0.000000,0.000000,0.000000,-27366.666667
0.000000,0.000000,0.000000,-27358.333333
0.000000,0.000000,0.000000,-27350.000000
0.000000,0.000000,0.000000,-27341.666667
0.000000,0.000000,0.000000,-27333.333333
0.000000,0.000000,0.000000,-27325.000000
0.000000,0.000000,0.000000,-27316.666667
0.000000,0.000000,0.000000,-27308.333333
0.000000,0.000000,0.000000,-27300.000000
0.000000,0.000000,0.000000,-27291.666667
0.000000,0.000000,0.000000,-27283.333333
0.000000,0.000000,0.000000,-27275.000000
0.000000,0.000000,0.000000,-27266.666667
0.000000,0.000000,0.000000,-27258.333333
0.000000,0.000000,0.000000,-27250.000000
0.000000,0.000000,0.000000,-27241.666667
0.000000,0.000000,0.000000,-27233.333333
0.000000,0.000000,0.000000,-27225.000000
0.000000,0.000000,0.000000,-27216.666667
0.000000,0.000000,0.000000,-27208.333333
0.000000,0.000000,0.000000,-27200.000000
0.000000,0.000000,0.000000,-27191.666667
0.000000,0.000000,0.000000,-27183.333333
0.000000,0.000000,0.000000,-27175.000000
0.000000,0.000000,0.000000,-27166.666667
0.000000,0.000000,0.000000,-27158.333333
0.000000,0.000000,0.000000,-27150.000000
0.000000,0.000000,0.000000,-27141.666667
0.000000,0.000000,0.000000,-27133.333333
0.000000,0.000000,0.000000,-27125.000000
0.000000,0.000000,0.000000,-27116.666667
0.000000,0.000000,0.000000,-27108.333333
0.000000,0.000000,0.000000,-27100.000000
0.000000,0.000000,0.000000,-27091.666667
0.000000,0.000000,0.000000,-27083.333333
0.000000,0.000000,0.000000,-27075.000000
0.000000,0.000000,0.000000,-27066.666667
0.000000,0.000000,0.000000,-27058.333333
0.000000,0.000000,0.000000,-27050.000000
0.000000,0.000000,0.000000,-27041.666667
0.000000,0.000000,0.000000,-27033.333333
0.000000,0.000000,0.000000,-27025.000000
0.000000,0.000000,0.000000,-27016.666667
0.000000,0.000000,0.000000,-27008.333333
0.000000,0.000000,0.000000,-27000.000000
0.000000,0.000000,0.000000,-26991.666667
0.000000,0.000000,0.000000,-26983.333333
0.000000,0.000000,0.000000,-26975.000000
0.000000,0.000000,0.000000,-26966.666667
0.000000,0.000000,0.000000,-26958.333333
0.000000,0.000000,0.000000,-26950.000000
0.000000,0.000000,0.000000,-26941.666667
0.000000,0.000000,0.000000,-26933.333333
0.000000,0.000000,0.000000,-26925.000000
0.000000,0.000000,0.000000,-26916.666667
0.000000,0.000000,0.000000,-26908.333333
0.000000,0.000000,0.000000,-26900.000000
0.000000,0.000000,0.000000,-26891.666667
0.000000,0.000000,0.000000,-26883.333333
0.000000,0.000000,0.000000,-26875.000000
0.000000,0.000000,0.000000,-26866.666667
0.000000,0.000000,0.000000,-26858.333333
0.000000,0.000000,0.000000,-26850.000000
0.000000,0.000000,0.000000,-26841.666667
0.000000,0.000000,0.000000,-26833.333333
0.000000,0.000000,0.000000,-26825.000000
0.000000,0.000000,0.000000,-26816.666667
0.000000,0.000000,0.000000,-26808.333333
0.000000,0.000000,0.000000,-26800.000000
0.000000,0.000000,0.000000,-26791.666667
0.000000,0.000000,0.000000,-26783.333333
0.000000,0.000000,0.000000,-26775.000000
0.000000,0.000000,0.000000,-26766.666667
0.000000,0.000000,0.000000,-26758.333333
0.000000,0.000000,0.000000,-26750.000000
0.000000,0.000000,0.000000,-26741.666667
0.000000,0.000000,0.000000,-26733.333333
0.000000,0.000000,0.000000,-26725.000000
0.000000,0.000000,0.000000,-26716.666667
0.000000,0.000000,0.000000,-26708.333333
0.000000,0.000000,0.000000,-26700.000000
0.000000,0.000000,0.000000,-26691.666667
0.000000,0.000000,0.000000,-26683.333333
0.000000,0.000000,0.000000,-26675.000000
0.000000,0.000000,0.000000,-26666.666667
0.000000,0.000000,0.000000,-26658.333333
0.000000,0.000000,0.000000,-26650.000000
0.000000,0.000000,0.000000,-26641.666667
0.000000,0.000000,0.000000,-26633.333333
0.000000,0.000000,0.000000,-26625.000000
0.000000,0.000000,0.000000,-26616.666667
0.000000,0.000000,0.000000,-26608.333333
0.000000,0.000000,0.000000,-26600.000000
0.000000,0.000000,0.000000,-26591.666667
0.000000,0.000000,0.000000,-26583.333333
0.000000,0.000000,0.000000,-26575.000000
0.000000,0.000000,0.000000,-26566.666667
0.000000,0.000000,0.000000,-26558.333333
0.000000,0.000000,0.000000,-26550.000000
0.000000,0.000000,0.000000,-26541.666667
0.000000,0.000000,0.000000,-26533.333333
0.000000,0.000000,0.000000,-26525.000000
0.000000,0.000000,0.000000,-26516.666667
0.000000,0.000000,0.000000,-26508.333333
0.000000,0.000000,0.000000,-26500.000000
0.000000,0.000000,0.000000,-26491.666667
0.000000,0.000000,0.000000,-26483.333333
0.000000,0.000000,0.000000,-26475.000000
0.000000,0.000000,0.000000,-26466.666667
0.000000,0.000000,0.000000,-26458.333333
0.000000,0.000000,0.000000,-26450.000000
0.000000,0.000000,0.000000,-26441.666667
0.000000,0.000000,0.000000,-26433.333333
0.000000,0.000000,0.000000,-26425.000000
0.000000,0.000000,0.000000,-26416.666667
0.000000,0.000000,0.000000,-26408.333333
0.000000,0.000000,0.000000,-26400.000000
0.000000,0.000000,0.000000,-26391.666667
0.000000,0.000000,0.000000,-26383.333333
0.000000,0.000000,0.000000,-26375.000000
0.000000,0.000000,0.000000,-26366.666667
0.000000,0.000000,0.000000,-26358.333333
0.000000,0.000000,0.000000,-26350.000000
0.000000,0.000000,0.000000,-26341.666667
0.000000,0.000000,0.000000,-26333.333333
0.000000,0.000000,0.000000,-26325.000000
0.000000,0.000000,0.000000,-26316.666667
0.000000,0.000000,0.000000,-26308.333333
0.000000,0.000000,0.000000,-26300.000000
0.000000,0.000000,0.000000,-26291.666667
0.000000,0.000000,0.000000,-26283.333333
0.000000,0.000000,0.000000,-26275.000000
0.000000,0.000000,0.000000,-26266.666667
0.000000,0.000000,0.000000,-26258.333333
0.000000,0.000000,0.000000,-26250.000000
0.000000,0.000000,0.000000,-26241.666667
0.000000,0.000000,0.000000,-26233.333333
0.000000,0.000000,0.000000,-26225.000000
0.000000,0.000000,0.000000,-26216.666667
0.000000,0.000000,0.000000,-26208.333333
0.000000,0.000000,0.000000,-26200.000000
0.000000,0.000000,0.000000,-26191.666667
0.000000,0.000000,0.000000,-26183.333333
0.000000,0.000000,0.000000,-26175.000000
0.000000,0.000000,0.000000,-26166.666667
0.000000,0.000000,0.000000,-26158.333333
0.000000,0.000000,0.000000,-26150.000000
0.000000,0.000000,0.000000,-26141.666667
0.000000,0.000000,0.000000,-26133.333333
0.000000,0.000000,0.000000,-26125.000000
0.000000,0.000000,0.000000,-26116.666667
0.000000,0.000000,0.000000,-26108.333333
0.000000,0.000000,0.000000,-26100.000000
0.000000,0.000000,0.000000,-26091.666667
0.000000,0.000000,0.000000,-26083.333333
0.000000,0.000000,0.000000,-26075.000000
0.000000,0.000000,0.000000,-26066.666667
0.000000,0.000000,0.000000,-26058.333333
0.000000,0.000000,0.000000,-26050.000000
0.000000,0.000000,0.000000,-26041.666667
0.000000,0.000000,0.000000,-26033.333333
0.000000,0.000000,0.000000,-26025.000000
0.000000,0.000000,0.000000,-26016.666667
0.000000,0.000000,0.000000,-26008.333333
0.000000,0.000000,0.000000,-26000.000000
0.000000,0.000000,0.000000,-25991.666667
0.000000,0.000000,0.000000,-25983.333333
0.000000,0.000000,0.000000,-25975.000000
0.000000,0.000000,0.000000,-25966.666667
0.000000,0.000000,0.000000,-25958.333333
0.000000,0.000000,0.000000,-25950.000000
0.000000,0.000000,0.000000,-25941.666667
0.000000,0.000000,0.000000,-25933.333333
0.000000,0.000000,0.000000,-25925.000000
0.000000,0.000000,0.000000,-25916.666667
0.000000,0.000000,0.000000,-25908.333333
0.000000,0.000000,0.000000,-25900.000000
0.000000,0.000000,0.000000,-25891.666667
0.000000,0.000000,0.000000,-25883.333333
0.000000,0.000000,0.000000,-25875.000000
0.000000,0.000000,0.000000,-25866.666667
0.000000,0.000000,0.000000,-25858.333333
0.000000,0.000000,0.000000,-25850.000000
0.000000,0.000000,0.000000,-25841.666667
0.000000,0.000000,0.000000,-25833.333333
0.000000,0.000000,0.000000,-25825.000000
0.000000,0.000000,0.000000,-25816.666667
0.000000,0.000000,0.000000,-25808.333333
0.000000,0.000000,0.000000,-25800.000000
0.000000,0.000000,0.000000,-25791.666667
0.000000,0.000000,0.000000,-25783.333333
0.000000,0.000000,0.000000,-25775.000000
0.000000,0.000000,0.000000,-25766.666667
0.000000,0.000000,0.000000,-25758.333333
0.000000,0.000000,0.000000,-25750.000000
0.000000,0.000000,0.000000,-25741.666667
0.000000,0.000000,0.000000,-25733.333333
0.000000,0.000000,0.000000,-25725.000000
0.000000,0.000000,0.000000,-25716.666667
0.000000,0.000000,0.000000,-25708.333333
0.000000,0.000000,0.000000,-25700.000000
0.000000,0.000000,0.000000,-25691.666667
0.000000,0.000000,0.000000,-25683.333333
0.000000,0.000000,0.000000,-25675.000000
0.000000,0.000000,0.000000,-25666.666667
0.000000,0.000000,0.000000,-25658.333333
0.000000,0.000000,0.000000,-25650.000000
0.000000,0.000000,0.000000,-25641.666667
0.000000,0.000000,0.000000,-25633.333333
0.000000,0.000000,0.000000,-25625.000000
0.000000,0.000000,0.000000,-25616.666667
0.000000,0.000000,0.000000,-25608.333333
0.000000,0.000000,0.000000,-25600.000000
0.000000,0.000000,0.000000,-25591.666667
0.000000,0.000000,0.000000,-25583.333333
0.000000,0.000000,0.000000,-25575.000000
0.000000,0.000000,0.000000,-25566.666667
0.000000,0.000000,0.000000,-25558.333333
0.000000,0.000000,0.000000,-25550.000000
0.000000,0.000000,0.000000,-25541.666667
0.000000,0.000000,0.000000,-25533.333333
0.000000,0.000000,0.000000,-25525.000000
0.000000,0.000000,0.000000,-25516.666667
0.000000,0.000000,0.000000,-25508.333333
0.000000,0.000000,0.000000,-25500.000000
0.000000,0.000000,0.000000,-25491.666667
0.000000,0.000000,0.000000,-25483.333333
0.000000,0.000000,0.000000,-25475.000000
0.000000,0.000000,0.000000,-25466.666667
0.000000,0.000000,0.000000,-25458.333333
0.000000,0.000000,0.000000,-25450.000000
0.000000,0.000000,0.000000,-25441.666667
0.000000,0.000000,0.000000,-25433.333333
0.000000,0.000000,0.000000,-25425.000000
0.000000,0.000000,0.000000,-25416.666667
0.000000,0.000000,0.000000,-25408.333333
0.000000,0.000000,0.000000,-25400.000000
0.000000,0.000000,0.000000,-25391.666667
0.000000,0.000000,0.000000,-25383.333333
0.000000,0.000000,0.000000,-25375.000000
0.000000,0.000000,0.000000,-25366.666667
0.000000,0.000000,0.000000,-25358.333333
0.000000,0.000000,0.000000,-25350.000000
0.000000,0.000000,0.000000,-25341.666667
0.000000,0.000000,0.000000,-25333.333333
0.000000,0.000000,0.000000,-25325.000000
0.000000,0.000000,0.000000,-25316.666667
0.000000,0.000000,0.000000,-25308.333333
0.000000,0.000000,0.000000,-25300.000000
0.000000,0.000000,0.000000,-25291.666667
0.000000,0.000000,0.000000,-25283.333333
0.000000,0.000000,0.000000,-25275.000000
0.000000,0.000000,0.000000,-25266.666667
0.000000,0.000000,0.000000,-25258.333333
0.000000,0.000000,0.000000,-25250.000000
0.000000,0.000000,0.000000,-25241.666667
0.000000,0.000000,0.000000,-25233.333333
0.000000,0.000000,0.000000,-25225.000000
0.000000,0.000000,0.000000,-25216.666667
0.000000,0.000000,0.000000,-25208.333333
0.000000,0.000000,0.000000,-25200.000000
0.000000,0.000000,0.000000,-25191.666667
0.000000,0.000000,0.000000,-25183.333333
0.000000,0.000000,0.000000,-25175.000000
0.000000,0.000000,0.000000,-25166.666667
0.000000,0.000000,0.000000,-25158.333333
0.000000,0.000000,0.000000,-25150.000000
0.000000,0.000000,0.000000,-25141.666667
0.000000,0.000000,0.000000,-25133.333333
0.000000,0.000000,0.000000,-25125.000000
0.000000,0.000000,0.000000,-25116.666667
0.000000,0.000000,0.000000,-25108.333333
0.000000,0.000000,0.000000,-25100.000000
0.000000,0.000000,0.000000,-25091.666667
0.000000,0.000000,0.000000,-25083.333333
0.000000,0.000000,0.000000,-25075.000000
0.000000,0.000000,0.000000,-25066.666667
0.000000,0.000000,0.000000,-25058.333333
0.000000,0.000000,0.000000,-25050.000000
0.000000,0.000000,0.000000,-25041.666667
0.000000,0.000000,0.000000,-25033.333333
0.000000,0.000000,0.000000,-25025.000000
0.000000,0.000000,0.000000,-25016.666667
0.000000,0.000000,0.000000,-25008.333333
0.000000,0.000000,0.000000,-25000.000000
0.000000,0.000000,0.000000,-24991.666667
0.000000,0.000000,0.000000,-24983.333333
0.000000,0.000000,0.000000,-24975.000000
0.000000,0.000000,0.000000,-24966.666667
0.000000,0.000000,0.000000,-24958.333333
0.000000,0.000000,0.000000,-24950.000000
0.000000,0.000000,0.000000,-24941.666667
0.000000,0.000000,0.000000,-24933.333333
0.000000,0.000000,0.000000,-24925.000000
0.000000,0.000000,0.000000,-24916.666667
0.000000,0.000000,0.000000,-24908.333333
0.000000,0.000000,0.000000,-24900.000000
0.000000,0.000000,0.000000,-24891.666667
0.000000,0.000000,0.000000,-24883.333333
0.000000,0.000000,0.000000,-24875.000000
0.000000,0.000000,0.000000,-24866.666667
0.000000,0.000000,0.000000,-24858.333333
0.000000,0.000000,0.000000,-24850.000000
0.000000,0.000000,0.000000,-24841.666667
0.000000,0.000000,0.000000,-24833.333333
0.000000,0.000000,0.000000,-24825.000000
0.000000,0.000000,0.000000,-24816.666667
0.000000,0.000000,0.000000,-24808.333333
0.000000,0.000000,0.000000,-24800.000000
0.000000,0.000000,0.000000,-24791.666667
0.000000,0.000000,0.000000,-24783.333333
0.000000,0.000000,0.000000,-24775.000000
0.000000,0.000000,0.000000,-24766.666667
0.000000,0.000000,0.000000,-24758.333333
0.000000,0.000000,0.000000,-24750.000000
0.000000,0.000000,0.000000,-24741.666667
0.000000,0.000000,0.000000,-24733.333333
0.000000,0.000000,0.000000,-24725.000000
0.000000,0.000000,0.000000,-24716.666667
0.000000,0.000000,0.000000,-24708.333333
0.000000,0.000000,0.000000,-24700.000000
0.000000,0.000000,0.000000,-24691.666667
0.000000,0.000000,0.000000,-24683.333333
0.000000,0.000000,0.000000,-24675.000000
0.000000,0.000000,0.000000,-24666.666667
0.000000,0.000000,0.000000,-24658.333333
0.000000,0.000000,0.000000,-24650.000000
0.000000,0.000000,0.000000,-24641.666667
0.000000,0.000000,0.000000,-24633.333333
0.000000,0.000000,0.000000,-24625.000000
0.000000,0.000000,0.000000,-24616.666667
0.000000,0.000000,0.000000,-24608.333333
0.000000,0.000000,0.000000,-24600.000000
0.000000,0.000000,0.000000,-24591.666667
0.000000,0.000000,0.000000,-24583.333333
0.000000,0.000000,0.000000,-24575.000000
0.000000,0.000000,0.000000,-24566.666667
0.000000,0.000000,0.000000,-24558.333333
0.000000,0.000000,0.000000,-24550.000000
0.000000,0.000000,0.000000,-24541.666667
0.000000,0.000000,0.000000,-24533.333333
0.000000,0.000000,0.000000,-24525.000000
0.000000,0.000000,0.000000,-24516.666667
0.000000,0.000000,0.000000,-24508.333333
0.000000,0.000000,0.000000,-24500.000000
0.000000,0.000000,0.000000,-24491.666667
0.000000,0.000000,0.000000,-24483.333333
0.000000,0.000000,0.000000,-24475.000000
0.000000,0.000000,0.000000,-24466.666667
0.000000,0.000000,0.000000,-24458.333333
0.000000,0.000000,0.000000,-24450.000000
0.000000,0.000000,0.000000,-24441.666667
0.000000,0.000000,0.000000,-24433.333333
0.000000,0.000000,0.000000,-24425.000000
0.000000,0.000000,0.000000,-24416.666667
0.000000,0.000000,0.000000,-24408.333333
0.000000,0.000000,0.000000,-24400.000000
0.000000,0.000000,0.000000,-24391.666667
0.000000,0.000000,0.000000,-24383.333333
0.000000,0.000000,0.000000,-24375.000000
0.000000,0.000000,0.000000,-24366.666667
0.000000,0.000000,0.000000,-24358.333333
0.000000,0.000000,0.000000,-24350.000000
0.000000,0.000000,0.000000,-24341.666667
0.000000,0.000000,0.000000,-24333.333333
0.000000,0.000000,0.000000,-24325.000000
0.000000,0.000000,0.000000,-24316.666667
0.000000,0.000000,0.000000,-24308.333333
0.000000,0.000000,0.000000,-24300.000000
0.000000,0.000000,0.000000,-24291.666667
0.000000,0.000000,0.000000,-24283.333333
0.000000,0.000000,0.000000,-24275.000000
0.000000,0.000000,0.000000,-24266.666667
0.000000,0.000000,0.000000,-24258.333333
0.000000,0.000000,0.000000,-24250.000000
0.000000,0.000000,0.000000,-24241.666667
0.000000,0.000000,0.000000,-24233.333333
0.000000,0.000000,0.000000,-24225.000000
0.000000,0.000000,0.000000,-24216.666667
0.000000,0.000000,0.000000,-24208.333333
0.000000,0.000000,0.000000,-24200.000000
0.000000,0.000000,0.000000,-24191.666667
0.000000,0.000000,0.000000,-24183.333333
0.000000,0.000000,0.000000,-24175.000000
0.000000,0.000000,0.000000,-24166.666667
0.000000,0.000000,0.000000,-24158.333333
0.000000,0.000000,0.000000,-24150.000000
0.000000,0.000000,0.000000,-24141.666667
0.000000,0.000000,0.000000,-24133.333333
0.000000,0.000000,0.000000,-24125.000000
0.000000,0.000000,0.000000,-24116.666667
0.000000,0.000000,0.000000,-24108.333333
0.000000,0.000000,0.000000,-24100.000000
0.000000,0.000000,0.000000,-24091.666667
0.000000,0.000000,0.000000,-24083.333333
0.000000,0.000000,0.000000,-24075.000000
0.000000,0.000000,0.000000,-24066.666667
0.000000,0.000000,0.000000,-24058.333333
0.000000,0.000000,0.000000,-24050.000000
0.000000,0.000000,0.000000,-24041.666667
0.000000,0.000000,0.000000,-24033.333333
0.000000,0.000000,0.000000,-24025.000000
0.000000,0.000000,0.000000,-24016.666667
0.000000,0.000000,0.000000,-24008.333333
0.000000,0.000000,0.000000,-24000.000000
0.000000,0.000000,0.000000,-23991.666667
0.000000,0.000000,0.000000,-23983.333333
0.000000,0.000000,0.000000,-23975.000000
0.000000,0.000000,0.000000,-23966.666667
0.000000,0.000000,0.000000,-23958.333333
0.000000,0.000000,0.000000,-23950.000000
0.000000,0.000000,0.000000,-23941.666667
0.000000,0.000000,0.000000,-23933.333333
0.000000,0.000000,0.000000,-23925.000000
0.000000,0.000000,0.000000,-23916.666667
0.000000,0.000000,0.000000,-23908.333333
0.000000,0.000000,0.000000,-23900.000000
0.000000,0.000000,0.000000,-23891.666667
0.000000,0.000000,0.000000,-23883.333333
0.000000,0.000000,0.000000,-23875.000000
0.000000,0.000000,0.000000,-23866.666667
0.000000,0.000000,0.000000,-23858.333333
0.000000,0.000000,0.000000,-23850.000000
0.000000,0.000000,0.000000,-23841.666667
0.000000,0.000000,0.000000,-23833.333333
0.000000,0.000000,0.000000,-23825.000000
0.000000,0.000000,0.000000,-23816.666667
0.000000,0.000000,0.000000,-23808.333333
0.000000,0.000000,0.000000,-23800.000000
0.000000,0.000000,0.000000,-23791.666667
0.000000,0.000000,0.000000,-23783.333333
0.000000,0.000000,0.000000,-23775.000000
0.000000,0.000000,0.000000,-23766.666667
0.000000,0.000000,0.000000,-23758.333333
0.000000,0.000000,0.000000,-23750.000000
0.000000,0.000000,0.000000,-23741.666667
0.000000,0.000000,0.000000,-23733.333333
0.000000,0.000000,0.000000,-23725.000000
0.000000,0.000000,0.000000,-23716.666667
0.000000,0.000000,0.000000,-23708.333333
0.000000,0.000000,0.000000,-23700.000000
0.000000,0.000000,0.000000,-23691.666667
0.000000,0.000000,0.000000,-23683.333333
0.000000,0.000000,0.000000,-23675.000000
0.000000,0.000000,0.000000,-23666.666667
0.000000,0.000000,0.000000,-23658.333333
0.000000,0.000000,0.000000,-23650.000000
0.000000,0.000000,0.000000,-23641.666667
0.000000,0.000000,0.000000,-23633.333333
0.000000,0.000000,0.000000,-23625.000000
0.000000,0.000000,0.000000,-23616.666667
0.000000,0.000000,0.000000,-23608.333333
0.000000,0.000000,0.000000,-23600.000000
0.000000,0.000000,0.000000,-23591.666667
0.000000,0.000000,0.000000,-23583.333333
0.000000,0.000000,0.000000,-23575.000000
0.000000,0.000000,0.000000,-23566.666667
0.000000,0.000000,0.000000,-23558.333333
0.000000,0.000000,0.000000,-23550.000000
0.000000,0.000000,0.000000,-23541.666667
0.000000,0.000000,0.000000,-23533.333333
0.000000,0.000000,0.000000,-23525.000000
0.000000,0.000000,0.000000,-23516.666667
0.000000,0.000000,0.000000,-23508.333333
0.000000,0.000000,0.000000,-23500.000000
0.000000,0.000000,0.000000,-23491.666667
0.000000,0.000000,0.000000,-23483.333333
0.000000,0.000000,0.000000,-23475.000000
0.000000,0.000000,0.000000,-23466.666667
0.000000,0.000000,0.000000,-23458.333333
0.000000,0.000000,0.000000,-23450.000000
0.000000,0.000000,0.000000,-23441.666667
0.000000,0.000000,0.000000,-23433.333333
0.000000,0.000000,0.000000,-23425.000000
0.000000,0.000000,0.000000,-23416.666667
0.000000,0.000000,0.000000,-23408.333333
0.000000,0.000000,0.000000,-23400.000000
0.000000,0.000000,0.000000,-23391.666667
0.000000,0.000000,0.000000,-23383.333333
