q1,q2,q3,frequencies
0.000000,0.000000,0.000000,-47975.000000
0.000000,0.000000,0.000000,-47966.666667
0.000000,0.000000,0.000000,-47958.333333
0.000000,0.000000,0.000000,-47950.000000
0.000000,0.000000,0.000000,-47941.666667
0.000000,0.000000,0.000000,-47933.333333
0.000000,0.000000,0.000000,-47925.000000
0.000000,0.000000,0.000000,-47916.666667
0.000000,0.000000,0.000000,-47908.333333
0.000000,0.000000,0.000000,-47900.000000
0.000000,0.000000,0.000000,-47891.666667
0.000000,0.000000,0.000000,-47883.333333
0.000000,0.000000,0.000000,-47875.000000
0.000000,0.000000,0.000000,-47866.666667
0.000000,0.000000,0.000000,-47858.333333
0.000000,0.000000,0.000000,-47850.000000
0.000000,0.000000,0.000000,-47841.666667
0.000000,0.000000,0.000000,-47833.333333
0.000000,0.000000,0.000000,-47825.000000
0.000000,0.000000,0.000000,-47816.666667
0.000000,0.000000,0.000000,-47808.333333
0.000000,0.000000,0.000000,-47800.000000
0.000000,0.000000,0.000000,-47791.666667
0.000000,0.000000,0.000000,-47783.333333
0.000000,0.000000,0.000000,-47775.000000
0.000000,0.000000,0.000000,-47766.666667
0.000000,0.000000,0.000000,-47758.333333
0.000000,0.000000,0.000000,-47750.000000
0.000000,0.000000,0.000000,-47741.666667
0.000000,0.000000,0.000000,-47733.333333
0.000000,0.000000,0.000000,-47725.000000
0.000000,0.000000,0.000000,-47716.666667
0.000000,0.000000,0.000000,-47708.333333
0.000000,0.000000,0.000000,-47700.000000
0.000000,0.000000,0.000000,-47691.666667
0.000000,0.000000,0.000000,-47683.333333
0.000000,0.000000,0.000000,-47675.000000
0.000000,0.000000,0.000000,-47666.666667
0.000000,0.000000,0.000000,-47658.333333
0.000000,0.000000,0.000000,-47650.000000
0.000000,0.000000,0.000000,-47641.666667
0.000000,0.000000,0.000000,-47633.333333
0.000000,0.000000,0.000000,-47625.000000
0.000000,0.000000,0.000000,-47616.666667
0.000000,0.000000,0.000000,-47608.333333
0.000000,0.000000,0.000000,-47600.000000
0.000000,0.000000,0.000000,-47591.666667
0.000000,0.000000,0.000000,-47583.333333
0.000000,0.000000,0.000000,-47575.000000
0.000000,0.000000,0.000000,-47566.666667
0.000000,0.000000,0.000000,-47558.333333
0.000000,0.000000,0.000000,-47550.000000
0.000000,0.000000,0.000000,-47541.666667
0.000000,0.000000,0.000000,-47533.333333
0.000000,0.000000,0.000000,-47525.000000
0.000000,0.000000,0.000000,-47516.666667
0.000000,0.000000,0.000000,-47508.333333
0.000000,0.000000,0.000000,-47500.000000
0.000000,0.000000,0.000000,-47491.666667
0.000000,0.000000,0.000000,-47483.333333
0.000000,0.000000,0.000000,-47475.000000
0.000000,0.000000,0.000000,-47466.666667
0.000000,0.000000,0.000000,-47458.333333
0.000000,0.000000,0.000000,-47450.000000
0.000000,0.000000,0.000000,-47441.666667
0.000000,0.000000,0.000000,-47433.333333
0.000000,0.000000,0.000000,-47425.000000
0.000000,0.000000,0.000000,-47416.666667
0.000000,0.000000,0.000000,-47408.333333
0.000000,0.000000,0.000000,-47400.000000
0.000000,0.000000,0.000000,-47391.666667
0.000000,0.000000,0.000000,-47383.333333
0.000000,0.000000,0.000000,-47375.000000
0.000000,0.000000,0.000000,-47366.666667
0.000000,0.000000,0.000000,-47358.333333
0.000000,0.000000,0.000000,-47350.000000
0.000000,0.000000,0.000000,-47341.666667
0.000000,0.000000,0.000000,-47333.333333
0.000000,0.000000,0.000000,-47325.000000
0.000000,0.000000,0.000000,-47316.666667
0.000000,0.000000,0.000000,-47308.333333
0.000000,0.000000,0.000000,-47300.000000
0.000000,0.000000,0.000000,-47291.666667
0.000000,0.000000,0.000000,-47283.333333
0.000000,0.000000,0.000000,-47275.000000
0.000000,0.000000,0.000000,-47266.666667
0.000000,0.000000,0.000000,-47258.333333
0.000000,0.000000,0.000000,-47250.000000
0.000000,0.000000,0.000000,-47241.666667
0.000000,0.000000,0.000000,-47233.333333
0.000000,0.000000,0.000000,-47225.000000
0.000000,0.000000,0.000000,-47216.666667
0.000000,0.000000,0.000000,-47208.333333
0.000000,0.000000,0.000000,-47200.000000
0.000000,0.000000,0.000000,-47191.666667
0.000000,0.000000,0.000000,-47183.333333
0.000000,0.000000,0.000000,-47175.000000
0.000000,0.000000,0.000000,-47166.666667
0.000000,0.000000,0.000000,-47158.333333
0.000000,0.000000,0.000000,-47150.000000
0.000000,0.000000,0.000000,-47141.666667
0.000000,0.000000,0.000000,-47133.333333
0.000000,0.000000,0.000000,-47125.000000
0.000000,0.000000,0.000000,-47116.666667
0.000000,0.000000,0.000000,-47108.333333
0.000000,0.000000,0.000000,-47100.000000
0.000000,0.000000,0.000000,-47091.666667
0.000000,0.000000,0.000000,-47083.333333
0.000000,0.000000,0.000000,-47075.000000
0.000000,0.000000,0.000000,-47066.666667
0.000000,0.000000,0.000000,-47058.333333
0.000000,0.000000,0.000000,-47050.000000
0.000000,0.000000,0.000000,-47041.666667
0.000000,0.000000,0.000000,-47033.333333
0.000000,0.000000,0.000000,-47025.000000
0.000000,0.000000,0.000000,-47016.666667
0.000000,0.000000,0.000000,-47008.333333
0.000000,0.000000,0.000000,-47000.000000
0.000000,0.000000,0.000000,-46991.666667
0.000000,0.000000,0.000000,-46983.333333
0.000000,0.000000,0.000000,-46975.000000
0.000000,0.000000,0.000000,-46966.666667
0.000000,0.000000,0.000000,-46958.333333
0.000000,0.000000,0.000000,-46950.000000
0.000000,0.000000,0.000000,-46941.666667
0.000000,0.000000,0.000000,-46933.333333
0.000000,0.000000,0.000000,-46925.000000
0.000000,0.000000,0.000000,-46916.666667
0.000000,0.000000,0.000000,-46908.333333
0.000000,0.000000,0.000000,-46900.000000
0.000000,0.000000,0.000000,-46891.666667
0.000000,0.000000,0.000000,-46883.333333
0.000000,0.000000,0.000000,-46875.000000
0.000000,0.000000,0.000000,-46866.666667
0.000000,0.000000,0.000000,-46858.333333
0.000000,0.000000,0.000000,-46850.000000
0.000000,0.000000,0.000000,-46841.666667
0.000000,0.000000,0.000000,-46833.333333
0.000000,0.000000,0.000000,-46825.000000
0.000000,0.000000,0.000000,-46816.666667
0.000000,0.000000,0.000000,-46808.333333
0.000000,0.000000,0.000000,-46800.000000
0.000000,0.000000,0.000000,-46791.666667
0.000000,0.000000,0.000000,-46783.333333
0.000000,0.000000,0.000000,-46775.000000
0.000000,0.000000,0.000000,-46766.666667
0.000000,0.000000,0.000000,-46758.333333
0.000000,0.000000,0.000000,-46750.000000
0.000000,0.000000,0.000000,-46741.666667
0.000000,0.000000,0.000000,-46733.333333
0.000000,0.000000,0.000000,-46725.000000
0.000000,0.000000,0.000000,-46716.666667
0.000000,0.000000,0.000000,-46708.333333
0.000000,0.000000,0.000000,-46700.000000
0.000000,0.000000,0.000000,-46691.666667
0.000000,0.000000,0.000000,-46683.333333
0.000000,0.000000,0.000000,-46675.000000
0.000000,0.000000,0.000000,-46666.666667
0.000000,0.000000,0.000000,-46658.333333
0.000000,0.000000,0.000000,-46650.000000
0.000000,0.000000,0.000000,-46641.666667
0.000000,0.000000,0.000000,-46633.333333
0.000000,0.000000,0.000000,-46625.000000
0.000000,0.000000,0.000000,-46616.666667
0.000000,0.000000,0.000000,-46608.333333
0.000000,0.000000,0.000000,-46600.000000
0.000000,0.000000,0.000000,-46591.666667
0.000000,0.000000,0.000000,-46583.333333
0.000000,0.000000,0.000000,-46575.000000
0.000000,0.000000,0.000000,-46566.666667
0.000000,0.000000,0.000000,-46558.333333
0.000000,0.000000,0.000000,-46550.000000
0.000000,0.000000,0.000000,-46541.666667
0.000000,0.000000,0.000000,-46533.333333
0.000000,0.000000,0.000000,-46525.000000
0.000000,0.000000,0.000000,-46516.666667
0.000000,0.000000,0.000000,-46508.333333
0.000000,0.000000,0.000000,-46500.000000
0.000000,0.000000,0.000000,-46491.666667
0.000000,0.000000,0.000000,-46483.333333
0.000000,0.000000,0.000000,-46475.000000
0.000000,0.000000,0.000000,-46466.666667
0.000000,0.000000,0.000000,-46458.333333
0.000000,0.000000,0.000000,-46450.000000
0.000000,0.000000,0.000000,-46441.666667
0.000000,0.000000,0.000000,-46433.333333
0.000000,0.000000,0.000000,-46425.000000
0.000000,0.000000,0.000000,-46416.666667
0.000000,0.000000,0.000000,-46408.333333
0.000000,0.000000,0.000000,-46400.000000
0.000000,0.000000,0.000000,-46391.666667
0.000000,0.000000,0.000000,-46383.333333
0.000000,0.000000,0.000000,-46375.000000
0.000000,0.000000,0.000000,-46366.666667
0.000000,0.000000,0.000000,-46358.333333
0.000000,0.000000,0.000000,-46350.000000
0.000000,0.000000,0.000000,-46341.666667
0.000000,0.000000,0.000000,-46333.333333
0.000000,0.000000,0.000000,-46325.000000
0.000000,0.000000,0.000000,-46316.666667
0.000000,0.000000,0.000000,-46308.333333
0.000000,0.000000,0.000000,-46300.000000
0.000000,0.000000,0.000000,-46291.666667
0.000000,0.000000,0.000000,-46283.333333
0.000000,0.000000,0.000000,-46275.000000
0.000000,0.000000,0.000000,-46266.666667
0.000000,0.000000,0.000000,-46258.333333
0.000000,0.000000,0.000000,-46250.000000
0.000000,0.000000,0.000000,-46241.666667
0.000000,0.000000,0.000000,-46233.333333
0.000000,0.000000,0.000000,-46225.000000
0.000000,0.000000,0.000000,-46216.666667
0.000000,0.000000,0.000000,-46208.333333
0.000000,0.000000,0.000000,-46200.000000
0.000000,0.000000,0.000000,-46191.666667
0.000000,0.000000,0.000000,-46183.333333
0.000000,0.000000,0.000000,-46175.000000
0.000000,0.000000,0.000000,-46166.666667
0.000000,0.000000,0.000000,-46158.333333
0.000000,0.000000,0.000000,-46150.000000
0.000000,0.000000,0.000000,-46141.666667
0.000000,0.000000,0.000000,-46133.333333
0.000000,0.000000,0.000000,-46125.000000
0.000000,0.000000,0.000000,-46116.666667
0.000000,0.000000,0.000000,-46108.333333
0.000000,0.000000,0.000000,-46100.000000
0.000000,0.000000,0.000000,-46091.666667
0.000000,0.000000,0.000000,-46083.333333
0.000000,0.000000,0.000000,-46075.000000
0.000000,0.000000,0.000000,-46066.666667
0.000000,0.000000,0.000000,-46058.333333
0.000000,0.000000,0.000000,-46050.000000
0.000000,0.000000,0.000000,-46041.666667
0.000000,0.000000,0.000000,-46033.333333
0.000000,0.000000,0.000000,-46025.000000
0.000000,0.000000,0.000000,-46016.666667
0.000000,0.000000,0.000000,-46008.333333
0.000000,0.000000,0.000000,-46000.000000
0.000000,0.000000,0.000000,-45991.666667
0.000000,0.000000,0.000000,-45983.333333
0.000000,0.000000,0.000000,-45975.000000
0.000000,0.000000,0.000000,-45966.666667
0.000000,0.000000,0.000000,-45958.333333
0.000000,0.000000,0.000000,-45950.000000
0.000000,0.000000,0.000000,-45941.666667
0.000000,0.000000,0.000000,-45933.333333
0.000000,0.000000,0.000000,-45925.000000
0.000000,0.000000,0.000000,-45916.666667
0.000000,0.000000,0.000000,-45908.333333
0.000000,0.000000,0.000000,-45900.000000
0.000000,0.000000,0.000000,-45891.666667
0.000000,0.000000,0.000000,-45883.333333
0.000000,0.000000,0.000000,-45875.000000
0.000000,0.000000,0.000000,-45866.666667
0.000000,0.000000,0.000000,-45858.333333
0.000000,0.000000,0.000000,-45850.000000
0.000000,0.000000,0.000000,-45841.666667
0.000000,0.000000,0.000000,-45833.333333
0.000000,0.000000,0.000000,-45825.000000
0.000000,0.000000,0.000000,-45816.666667
0.000000,0.000000,0.000000,-45808.333333
0.000000,0.000000,0.000000,-45800.000000
0.000000,0.000000,0.000000,-45791.666667
0.000000,0.000000,0.000000,-45783.333333
0.000000,0.000000,0.000000,-45775.000000
0.000000,0.000000,0.000000,-45766.666667
0.000000,0.000000,0.000000,-45758.333333
0.000000,0.000000,0.000000,-45750.000000
0.000000,0.000000,0.000000,-45741.666667
0.000000,0.000000,0.000000,-45733.333333
0.000000,0.000000,0.000000,-45725.000000
0.000000,0.000000,0.000000,-45716.666667
0.000000,0.000000,0.000000,-45708.333333
0.000000,0.000000,0.000000,-45700.000000
0.000000,0.000000,0.000000,-45691.666667
0.000000,0.000000,0.000000,-45683.333333
0.000000,0.000000,0.000000,-45675.000000
0.000000,0.000000,0.000000,-45666.666667
0.000000,0.000000,0.000000,-45658.333333
0.000000,0.000000,0.000000,-45650.000000
0.000000,0.000000,0.000000,-45641.666667
0.000000,0.000000,0.000000,-45633.333333
0.000000,0.000000,0.000000,-45625.000000
0.000000,0.000000,0.000000,-45616.666667
0.000000,0.000000,0.000000,-45608.333333
0.000000,0.000000,0.000000,-45600.000000
0.000000,0.000000,0.000000,-45591.666667
0.000000,0.000000,0.000000,-45583.333333
0.000000,0.000000,0.000000,-45575.000000
0.000000,0.000000,0.000000,-45566.666667
0.000000,0.000000,0.000000,-45558.333333
0.000000,0.000000,0.000000,-45550.000000
0.000000,0.000000,0.000000,-45541.666667
0.000000,0.000000,0.000000,-45533.333333
0.000000,0.000000,0.000000,-45525.000000
0.000000,0.000000,0.000000,-45516.666667
0.000000,0.000000,0.000000,-45508.333333
0.000000,0.000000,0.000000,-45500.000000
0.000000,0.000000,0.000000,-45491.666667
0.000000,0.000000,0.000000,-45483.333333
0.000000,0.000000,0.000000,-45475.000000
0.000000,0.000000,0.000000,-45466.666667
0.000000,0.000000,0.000000,-45458.333333
0.000000,0.000000,0.000000,-45450.000000
0.000000,0.000000,0.000000,-45441.666667
0.000000,0.000000,0.000000,-45433.333333
0.000000,0.000000,0.000000,-45425.000000
0.000000,0.000000,0.000000,-45416.666667
0.000000,0.000000,0.000000,-45408.333333
0.000000,0.000000,0.000000,-45400.000000
0.000000,0.000000,0.000000,-45391.666667
0.000000,0.000000,0.000000,-45383.333333
0.000000,0.000000,0.000000,-45375.000000
0.000000,0.000000,0.000000,-45366.666667
0.000000,0.000000,0.000000,-45358.333333
0.000000,0.000000,0.000000,-45350.000000
0.000000,0.000000,0.000000,-45341.666667
0.000000,0.000000,0.000000,-45333.333333
0.000000,0.000000,0.000000,-45325.000000
0.000000,0.000000,0.000000,-45316.666667
0.000000,0.000000,0.000000,-45308.333333
0.000000,0.000000,0.000000,-45300.000000
0.000000,0.000000,0.000000,-45291.666667
0.000000,0.000000,0.000000,-45283.333333
0.000000,0.000000,0.000000,-45275.000000
0.000000,0.000000,0.000000,-45266.666667
0.000000,0.000000,0.000000,-45258.333333
0.000000,0.000000,0.000000,-45250.000000
0.000000,0.000000,0.000000,-45241.666667
0.000000,0.000000,0.000000,-45233.333333
0.000000,0.000000,0.000000,-45225.000000
0.000000,0.000000,0.000000,-45216.666667
0.000000,0.000000,0.000000,-45208.333333
0.000000,0.000000,0.000000,-45200.000000
0.000000,0.000000,0.000000,-45191.666667
0.000000,0.000000,0.000000,-45183.333333
0.000000,0.000000,0.000000,-45175.000000
0.000000,0.000000,0.000000,-45166.666667
0.000000,0.000000,0.000000,-45158.333333
0.000000,0.000000,0.000000,-45150.000000
0.000000,0.000000,0.000000,-45141.666667
0.000000,0.000000,0.000000,-45133.333333
0.000000,0.000000,0.000000,-45125.000000
0.000000,0.000000,0.000000,-45116.666667
0.000000,0.000000,0.000000,-45108.333333
0.000000,0.000000,0.000000,-45100.000000
0.000000,0.000000,0.000000,-45091.666667
0.000000,0.000000,0.000000,-45083.333333
0.000000,0.000000,0.000000,-45075.000000
0.000000,0.000000,0.000000,-45066.666667
0.000000,0.000000,0.000000,-45058.333333
0.000000,0.000000,0.000000,-45050.000000
0.000000,0.000000,0.000000,-45041.666667
0.000000,0.000000,0.000000,-45033.333333
0.000000,0.000000,0.000000,-45025.000000
0.000000,0.000000,0.000000,-45016.666667
0.000000,0.000000,0.000000,-45008.333333
0.000000,0.000000,0.000000,-45000.000000
0.000000,0.000000,0.000000,-44991.666667
0.000000,0.000000,0.000000,-44983.333333
0.000000,0.000000,0.000000,-44975.000000
0.000000,0.000000,0.000000,-44966.666667
0.000000,0.000000,0.000000,-44958.333333
0.000000,0.000000,0.000000,-44950.000000
0.000000,0.000000,0.000000,-44941.666667
0.000000,0.000000,0.000000,-44933.333333
0.000000,0.000000,0.000000,-44925.000000
0.000000,0.000000,0.000000,-44916.666667
0.000000,0.000000,0.000000,-44908.333333
0.000000,0.000000,0.000000,-44900.000000
0.000000,0.000000,0.000000,-44891.666667
0.000000,0.000000,0.000000,-44883.333333
0.000000,0.000000,0.000000,-44875.000000
0.000000,0.000000,0.000000,-44866.666667
0.000000,0.000000,0.000000,-44858.333333
0.000000,0.000000,0.000000,-44850.000000
0.000000,0.000000,0.000000,-44841.666667
0.000000,0.000000,0.000000,-44833.333333
0.000000,0.000000,0.000000,-44825.000000
0.000000,0.000000,0.000000,-44816.666667
0.000000,0.000000,0.000000,-44808.333333
0.000000,0.000000,0.000000,-44800.000000
0.000000,0.000000,0.000000,-44791.666667
0.000000,0.000000,0.000000,-44783.333333
0.000000,0.000000,0.000000,-44775.000000
0.000000,0.000000,0.000000,-44766.666667
0.000000,0.000000,0.000000,-44758.333333
0.000000,0.000000,0.000000,-44750.000000
0.000000,0.000000,0.000000,-44741.666667
0.000000,0.000000,0.000000,-44733.333333
