q1,q2,q3,U_kin,U_pot,time
0.000000,0.000000,0.050000,0.000000,0.000000,0.000000
0.000000,0.000004,0.049996,0.000033,0.249603,0.000050
0.000000,0.000015,0.049985,0.000132,0.249434,0.000100
0.000000,0.000034,0.049966,0.000296,0.249153,0.000150
0.000000,0.000060,0.049940,0.000525,0.248759,0.000200
0.000000,0.000094,0.049906,0.000820,0.248254,0.000250
0.000000,0.000135,0.049865,0.001179,0.247637,0.000300
0.000000,0.000184,0.049816,0.001603,0.246911,0.000350
0.000000,0.000240,0.049759,0.002089,0.246075,0.000400
0.000000,0.000304,0.049696,0.002639,0.245131,0.000450
0.000000,0.000375,0.049625,0.003250,0.244080,0.000500
0.000001,0.000453,0.049546,0.003923,0.242923,0.000550
0.000001,0.000539,0.049460,0.004656,0.241661,0.000600
0.000001,0.000632,0.049367,0.005447,0.240297,0.000650
0.000002,0.000732,0.049266,0.006297,0.238832,0.000700
0.000002,0.000840,0.049158,0.007203,0.237267,0.000750
0.000003,0.000954,0.049042,0.008164,0.235606,0.000800
0.000004,0.001076,0.048920,0.009179,0.233849,0.000850
0.000005,0.001205,0.048790,0.010247,0.231999,0.000900
0.000006,0.001341,0.048653,0.011366,0.230058,0.000950
0.000007,0.001483,0.048509,0.012533,0.228028,0.001000
0.000009,0.001633,0.048358,0.013749,0.225913,0.001050
0.000011,0.001789,0.048200,0.015010,0.223715,0.001100
0.000013,0.001952,0.048035,0.016316,0.221436,0.001150
0.000015,0.002122,0.047863,0.017663,0.219079,0.001200
0.000018,0.002298,0.047684,0.019051,0.216647,0.001250
0.000021,0.002481,0.047498,0.020477,0.214143,0.001300
0.000025,0.002670,0.047306,0.021939,0.211570,0.001350
0.000029,0.002865,0.047106,0.023435,0.208931,0.001400
0.000033,0.003067,0.046900,0.024963,0.206230,0.001450
0.000038,0.003275,0.046688,0.026522,0.203469,0.001500
0.000043,0.003489,0.046469,0.028107,0.200652,0.001550
0.000048,0.003708,0.046243,0.029718,0.197782,0.001600
0.000055,0.003934,0.046011,0.031353,0.194862,0.001650
0.000062,0.004166,0.045773,0.033008,0.191897,0.001700
0.000069,0.004403,0.045528,0.034681,0.188889,0.001750
0.000077,0.004645,0.045278,0.036371,0.185842,0.001800
0.000086,0.004893,0.045021,0.038074,0.182760,0.001850
0.000096,0.005147,0.044758,0.039789,0.179646,0.001900
0.000106,0.005405,0.044489,0.041513,0.176504,0.001950
0.000117,0.005669,0.044214,0.043244,0.173337,0.002000
0.000129,0.005938,0.043934,0.044979,0.170149,0.002050
0.000142,0.006211,0.043647,0.046717,0.166943,0.002100
0.000156,0.006489,0.043355,0.048454,0.163724,0.002150
0.000170,0.006772,0.043058,0.050188,0.160494,0.002200
0.000186,0.007059,0.042755,0.051917,0.157258,0.002250
0.000203,0.007351,0.042447,0.053639,0.154018,0.002300
0.000220,0.007647,0.042133,0.055351,0.150779,0.002350
0.000239,0.007947,0.041814,0.057051,0.147544,0.002400
0.000259,0.008250,0.041490,0.058738,0.144316,0.002450
0.000281,0.008558,0.041161,0.060408,0.141100,0.002500
0.000303,0.008869,0.040828,0.062060,0.137897,0.002550
0.000327,0.009184,0.040489,0.063691,0.134712,0.002600
0.000352,0.009502,0.040146,0.065299,0.131548,0.002650
0.000379,0.009824,0.039798,0.066883,0.128408,0.002700
0.000407,0.010148,0.039445,0.068440,0.125295,0.002750
0.000436,0.010476,0.039088,0.069969,0.122212,0.002800
0.000467,0.010806,0.038727,0.071468,0.119163,0.002850
0.000499,0.011139,0.038362,0.072934,0.116150,0.002900
0.000533,0.011474,0.037992,0.074366,0.113176,0.002950
0.000569,0.011812,0.037619,0.075763,0.110245,0.003000
0.000607,0.012152,0.037242,0.077123,0.107358,0.003050
0.000646,0.012494,0.036860,0.078444,0.104518,0.003100
0.000687,0.012838,0.036476,0.079725,0.101728,0.003150
0.000729,0.013183,0.036087,0.080964,0.098990,0.003200
0.000774,0.013531,0.035695,0.082160,0.096307,0.003250
0.000821,0.013879,0.035300,0.083312,0.093681,0.003300
0.000869,0.014229,0.034902,0.084419,0.091113,0.003350
0.000920,0.014580,0.034500,0.085479,0.088607,0.003400
0.000972,0.014932,0.034096,0.086492,0.086163,0.003450
0.001027,0.015284,0.033689,0.087457,0.083784,0.003500
0.001084,0.015638,0.033278,0.088373,0.081471,0.003550
0.001143,0.015992,0.032866,0.089239,0.079225,0.003600
0.001204,0.016346,0.032450,0.090054,0.077049,0.003650
0.001268,0.016700,0.032032,0.090818,0.074944,0.003700
0.001334,0.017054,0.031612,0.091531,0.072911,0.003750
0.001402,0.017408,0.031190,0.092192,0.070950,0.003800
0.001473,0.017762,0.030766,0.092800,0.069063,0.003850
0.001546,0.018115,0.030339,0.093356,0.067251,0.003900
0.001621,0.018467,0.029911,0.093859,0.065514,0.003950
0.001699,0.018819,0.029481,0.094310,0.063854,0.004000
0.001780,0.019170,0.029050,0.094708,0.062270,0.004050
0.001863,0.019520,0.028617,0.095054,0.060763,0.004100
0.001949,0.019868,0.028183,0.095347,0.059333,0.004150
0.002038,0.020215,0.027747,0.095588,0.057980,0.004200
0.002130,0.020560,0.027310,0.095778,0.056705,0.004250
0.002224,0.020904,0.026873,0.095916,0.055507,0.004300
0.002321,0.021245,0.026434,0.096004,0.054386,0.004350
0.002421,0.021585,0.025995,0.096042,0.053342,0.004400
0.002523,0.021922,0.025555,0.096031,0.052374,0.004450
0.002629,0.022257,0.025114,0.095971,0.051482,0.004500
0.002738,0.022589,0.024673,0.095864,0.050665,0.004550
0.002849,0.022919,0.024232,0.095710,0.049922,0.004600
0.002964,0.023246,0.023790,0.095510,0.049253,0.004650
0.003082,0.023570,0.023348,0.095266,0.048657,0.004700
0.003202,0.023891,0.022907,0.094978,0.048132,0.004750
0.003326,0.024208,0.022465,0.094648,0.047678,0.004800
0.003453,0.024523,0.022024,0.094277,0.047293,0.004850
0.003584,0.024833,0.021583,0.093866,0.046975,0.004900
0.003717,0.025140,0.021143,0.093416,0.046725,0.004950
0.003854,0.025443,0.020703,0.092930,0.046539,0.005000
0.003993,0.025742,0.020264,0.092408,0.046417,0.005050
0.004137,0.026037,0.019826,0.091853,0.046357,0.005100
0.004283,0.026328,0.019389,0.091265,0.046357,0.005150
0.004433,0.026615,0.018952,0.090646,0.046416,0.005200
0.004586,0.026897,0.018517,0.089998,0.046532,0.005250
0.004742,0.027174,0.018084,0.089323,0.046702,0.005300
0.004902,0.027446,0.017651,0.088622,0.046925,0.005350
0.005066,0.027714,0.017220,0.087896,0.047200,0.005400
0.005232,0.027977,0.016791,0.087149,0.047523,0.005450
0.005402,0.028235,0.016363,0.086381,0.047894,0.005500
0.005576,0.028487,0.015937,0.085594,0.048309,0.005550
0.005753,0.028734,0.015513,0.084791,0.048767,0.005600
0.005933,0.028976,0.015091,0.083972,0.049266,0.005650
0.006117,0.029212,0.014671,0.083140,0.049804,0.005700
0.006305,0.029442,0.014254,0.082297,0.050378,0.005750
0.006495,0.029667,0.013838,0.081444,0.050987,0.005800
0.006690,0.029885,0.013425,0.080583,0.051627,0.005850
0.006888,0.030098,0.013014,0.079717,0.052298,0.005900
0.007089,0.030305,0.012606,0.078846,0.052997,0.005950
0.007294,0.030505,0.012201,0.077972,0.053721,0.006000
0.007502,0.030699,0.011798,0.077098,0.054468,0.006050
0.007714,0.030887,0.011399,0.076226,0.055238,0.006100
0.007929,0.031069,0.011002,0.075356,0.056026,0.006150
0.008148,0.031244,0.010608,0.074490,0.056832,0.006200
0.008370,0.031412,0.010217,0.073631,0.057652,0.006250
0.008596,0.031574,0.009830,0.072780,0.058486,0.006300
0.008825,0.031729,0.009446,0.071938,0.059331,0.006350
0.009058,0.031877,0.009065,0.071107,0.060186,0.006400
0.009294,0.032019,0.008687,0.070288,0.061047,0.006450
0.009533,0.032153,0.008313,0.069484,0.061915,0.006500
0.009776,0.032281,0.007943,0.068695,0.062785,0.006550
0.010023,0.032401,0.007576,0.067923,0.063658,0.006600
0.010272,0.032514,0.007213,0.067168,0.064531,0.006650
0.010525,0.032620,0.006854,0.066433,0.065402,0.006700
0.010782,0.032719,0.006499,0.065719,0.066271,0.006750
0.011041,0.032811,0.006148,0.065026,0.067135,0.006800
0.011304,0.032895,0.005801,0.064357,0.067993,0.006850
0.011570,0.032972,0.005457,0.063710,0.068844,0.006900
0.011840,0.033042,0.005118,0.063089,0.069686,0.006950
0.012112,0.033104,0.004783,0.062493,0.070519,0.007000
0.012388,0.033159,0.004453,0.061924,0.071341,0.007050
0.012667,0.033206,0.004127,0.061382,0.072150,0.007100
0.012949,0.033246,0.003805,0.060868,0.072947,0.007150
0.013234,0.033279,0.003487,0.060382,0.073730,0.007200
0.013522,0.033304,0.003174,0.059925,0.074499,0.007250
0.013813,0.033321,0.002866,0.059498,0.075252,0.007300
0.014107,0.033331,0.002562,0.059101,0.075989,0.007350
0.014404,0.033333,0.002263,0.058733,0.076710,0.007400
0.014704,0.033328,0.001968,0.058397,0.077413,0.007450
0.015006,0.033315,0.001678,0.058090,0.078100,0.007500
0.015312,0.033295,0.001393,0.057815,0.078768,0.007550
0.015620,0.033267,0.001113,0.057570,0.079419,0.007600
0.015930,0.033232,0.000838,0.057356,0.080052,0.007650
0.016243,0.033189,0.000567,0.057172,0.080668,0.007700
0.016559,0.033139,0.000302,0.057019,0.081265,0.007750
0.016877,0.033082,0.000041,0.056895,0.081844,0.007800
0.017198,0.033017,-0.000215,0.056802,0.082406,0.007850
0.017521,0.032944,-0.000466,0.056737,0.082951,0.007900
0.017847,0.032864,-0.000711,0.056702,0.083479,0.007950
0.018174,0.032777,-0.000952,0.056694,0.083991,0.008000
0.018504,0.032683,-0.001187,0.056714,0.084487,0.008050
0.018836,0.032581,-0.001418,0.056761,0.084968,0.008100
0.019170,0.032473,-0.001643,0.056834,0.085435,0.008150
0.019507,0.032357,-0.001863,0.056932,0.085888,0.008200
0.019845,0.032234,-0.002078,0.057054,0.086328,0.008250
0.020184,0.032104,-0.002288,0.057200,0.086757,0.008300
0.020526,0.031967,-0.002493,0.057369,0.087175,0.008350
0.020870,0.031823,-0.002692,0.057558,0.087582,0.008400
0.021215,0.031672,-0.002887,0.057769,0.087982,0.008450
0.021561,0.031514,-0.003076,0.057998,0.088373,0.008500
0.021909,0.031350,-0.003260,0.058245,0.088759,0.008550
0.022259,0.031179,-0.003438,0.058509,0.089139,0.008600
0.022610,0.031002,-0.003612,0.058788,0.089516,0.008650
0.022962,0.030818,-0.003780,0.059081,0.089890,0.008700
0.023315,0.030627,-0.003943,0.059387,0.090264,0.008750
0.023670,0.030431,-0.004101,0.059705,0.090638,0.008800
0.024025,0.030228,-0.004253,0.060032,0.091013,0.008850
0.024382,0.030019,-0.004401,0.060368,0.091393,0.008900
0.024739,0.029804,-0.004543,0.060711,0.091777,0.008950
0.025097,0.029583,-0.004680,0.061059,0.092167,0.009000
0.025456,0.029356,-0.004812,0.061411,0.092566,0.009050
0.025815,0.029124,-0.004939,0.061766,0.092974,0.009100
0.026175,0.028886,-0.005060,0.062122,0.093394,0.009150
0.026535,0.028642,-0.005177,0.062477,0.093826,0.009200
0.026895,0.028393,-0.005288,0.062830,0.094273,0.009250
0.027256,0.028139,-0.005395,0.063179,0.094735,0.009300
0.027617,0.027879,-0.005496,0.063523,0.095215,0.009350
0.027978,0.027615,-0.005592,0.063860,0.095714,0.009400
0.028339,0.027345,-0.005684,0.064189,0.096233,0.009450
0.028699,0.027071,-0.005770,0.064508,0.096774,0.009500
0.029060,0.026792,-0.005852,0.064816,0.097339,0.009550
0.029420,0.026508,-0.005928,0.065111,0.097929,0.009600
0.029780,0.026220,-0.006000,0.065392,0.098545,0.009650
0.030139,0.025927,-0.006066,0.065657,0.099189,0.009700
0.030497,0.025631,-0.006128,0.065906,0.099862,0.009750
0.030855,0.025330,-0.006185,0.066135,0.100566,0.009800
0.031212,0.025026,-0.006238,0.066345,0.101301,0.009850
0.031568,0.024717,-0.006285,0.066534,0.102069,0.009900
0.031923,0.024405,-0.006328,0.066701,0.102870,0.009950
0.032277,0.024090,-0.006367,0.066844,0.103707,0.010000
0.032629,0.023771,-0.006401,0.066962,0.104580,0.010050
0.032981,0.023449,-0.006430,0.067054,0.105490,0.010100
0.033331,0.023124,-0.006455,0.067120,0.106438,0.010150
0.033679,0.022796,-0.006475,0.067158,0.107425,0.010200
0.034026,0.022465,-0.006491,0.067167,0.108451,0.010250
0.034370,0.022132,-0.006502,0.067146,0.109517,0.010300
0.034714,0.021796,-0.006510,0.067094,0.110623,0.010350
0.035055,0.021458,-0.006513,0.067012,0.111771,0.010400
0.035394,0.021118,-0.006511,0.066897,0.112960,0.010450
0.035731,0.020775,-0.006506,0.066749,0.114191,0.010500
0.036065,0.020431,-0.006496,0.066568,0.115464,0.010550
0.036398,0.020085,-0.006483,0.066354,0.116780,0.010600
0.036728,0.019738,-0.006465,0.066105,0.118137,0.010650
0.037055,0.019389,-0.006444,0.065822,0.119537,0.010700
0.037380,0.019039,-0.006418,0.065504,0.120979,0.010750
0.037701,0.018688,-0.006389,0.065151,0.122463,0.010800
0.038021,0.018336,-0.006356,0.064762,0.123988,0.010850
0.038337,0.017983,-0.006319,0.064339,0.125554,0.010900
0.038650,0.017629,-0.006279,0.063880,0.127160,0.010950
0.038959,0.017276,-0.006235,0.063386,0.128807,0.011000
0.039266,0.016921,-0.006187,0.062857,0.130492,0.011050
0.039569,0.016567,-0.006136,0.062293,0.132216,0.011100
0.039869,0.016213,-0.006082,0.061695,0.133977,0.011150
0.040165,0.015859,-0.006024,0.061063,0.135775,0.011200
0.040458,0.015505,-0.005963,0.060398,0.137607,0.011250
0.040746,0.015152,-0.005899,0.059699,0.139474,0.011300
0.041031,0.014800,-0.005831,0.058968,0.141373,0.011350
0.041312,0.014448,-0.005761,0.058206,0.143303,0.011400
0.041589,0.014098,-0.005687,0.057413,0.145264,0.011450
0.041862,0.013748,-0.005610,0.056590,0.147252,0.011500
0.042131,0.013400,-0.005531,0.055738,0.149266,0.011550
0.042395,0.013054,-0.005449,0.054857,0.151306,0.011600
0.042655,0.012709,-0.005363,0.053950,0.153368,0.011650
0.042910,0.012366,-0.005276,0.053017,0.155451,0.011700
0.043161,0.012024,-0.005185,0.052059,0.157553,0.011750
0.043407,0.011685,-0.005092,0.051079,0.159671,0.011800
0.043648,0.011348,-0.004996,0.050075,0.161804,0.011850
0.043884,0.011014,-0.004898,0.049052,0.163950,0.011900
0.044116,0.010682,-0.004798,0.048009,0.166105,0.011950
0.044342,0.010353,-0.004695,0.046948,0.168268,0.012000
0.044563,0.010026,-0.004590,0.045872,0.170437,0.012050
0.044779,0.009703,-0.004482,0.044780,0.172608,0.012100
0.044990,0.009383,-0.004373,0.043676,0.174779,0.012150
0.045196,0.009066,-0.004261,0.042561,0.176947,0.012200
0.045396,0.008752,-0.004148,0.041436,0.179111,0.012250
0.045590,0.008442,-0.004032,0.040303,0.181267,0.012300
0.045779,0.008136,-0.003915,0.039165,0.183412,0.012350
0.045962,0.007834,-0.003796,0.038022,0.185544,0.012400
0.046140,0.007535,-0.003675,0.036878,0.187660,0.012450
0.046311,0.007241,-0.003552,0.035733,0.189757,0.012500
0.046477,0.006951,-0.003428,0.034590,0.191833,0.012550
0.046637,0.006666,-0.003302,0.033450,0.193883,0.012600
0.046791,0.006384,-0.003175,0.032316,0.195907,0.012650
0.046938,0.006108,-0.003046,0.031189,0.197900,0.012700
0.047080,0.005836,-0.002916,0.030072,0.199860,0.012750
0.047215,0.005570,-0.002785,0.028966,0.201784,0.012800
0.047344,0.005308,-0.002652,0.027874,0.203670,0.012850
0.047467,0.005051,-0.002518,0.026798,0.205513,0.012900
0.047583,0.004800,-0.002383,0.025738,0.207312,0.012950
0.047693,0.004554,-0.002247,0.024698,0.209064,0.013000
0.047797,0.004313,-0.002110,0.023680,0.210766,0.013050
0.047894,0.004078,-0.001972,0.022685,0.212415,0.013100
0.047984,0.003849,-0.001833,0.021715,0.214009,0.013150
0.048068,0.003625,-0.001693,0.020772,0.215544,0.013200
0.048145,0.003408,-0.001552,0.019858,0.217019,0.013250
0.048215,0.003196,-0.001411,0.018975,0.218430,0.013300
0.048278,0.002991,-0.001269,0.018124,0.219776,0.013350
0.048335,0.002791,-0.001126,0.017308,0.221053,0.013400
0.048385,0.002598,-0.000983,0.016528,0.222260,0.013450
0.048427,0.002411,-0.000839,0.015786,0.223394,0.013500
0.048463,0.002231,-0.000695,0.015084,0.224452,0.013550
0.048492,0.002057,-0.000550,0.014422,0.225434,0.013600
0.048514,0.001890,-0.000405,0.013803,0.226336,0.013650
0.048529,0.001730,-0.000259,0.013228,0.227157,0.013700
0.048537,0.001576,-0.000113,0.012699,0.227894,0.013750
0.048538,0.001429,0.000033,0.012216,0.228547,0.013800
0.048532,0.001289,0.000179,0.011782,0.229113,0.013850
0.048518,0.001156,0.000326,0.011397,0.229590,0.013900
0.048498,0.001030,0.000472,0.011063,0.229978,0.013950
0.048470,0.000911,0.000619,0.010780,0.230274,0.014000
0.048436,0.000799,0.000766,0.010550,0.230479,0.014050
0.048394,0.000694,0.000912,0.010373,0.230589,0.014100
0.048344,0.000596,0.001059,0.010251,0.230605,0.014150
0.048288,0.000506,0.001206,0.010184,0.230525,0.014200
0.048225,0.000423,0.001352,0.010173,0.230349,0.014250
0.048154,0.000348,0.001499,0.010219,0.230076,0.014300
0.048076,0.000279,0.001645,0.010321,0.229706,0.014350
0.047991,0.000218,0.001791,0.010481,0.229237,0.014400
0.047898,0.000165,0.001937,0.010699,0.228670,0.014450
0.047799,0.000119,0.002082,0.010975,0.228004,0.014500
0.047692,0.000080,0.002227,0.011310,0.227240,0.014550
0.047578,0.000049,0.002372,0.011702,0.226378,0.014600
0.047457,0.000026,0.002517,0.012154,0.225417,0.014650
0.047329,0.000010,0.002661,0.012663,0.224358,0.014700
0.047194,0.000001,0.002805,0.013230,0.223202,0.014750
0.047052,0.000001,0.002948,0.013856,0.221949,0.014800
0.046902,0.000007,0.003091,0.014539,0.220599,0.014850
0.046746,0.000021,0.003233,0.015278,0.219155,0.014900
0.046582,0.000043,0.003375,0.016074,0.217617,0.014950
0.046411,0.000072,0.003517,0.016926,0.215985,0.015000
0.046234,0.000109,0.003658,0.017834,0.214262,0.015050
0.046049,0.000153,0.003798,0.018795,0.212448,0.015100
0.045858,0.000204,0.003938,0.019809,0.210545,0.015150
0.045660,0.000263,0.004077,0.020876,0.208556,0.015200
0.045455,0.000330,0.004216,0.021995,0.206480,0.015250
0.045243,0.000404,0.004354,0.023163,0.204322,0.015300
0.045024,0.000485,0.004491,0.024380,0.202081,0.015350
0.044799,0.000573,0.004628,0.025645,0.199761,0.015400
0.044567,0.000669,0.004765,0.026956,0.197364,0.015450
0.044328,0.000772,0.004900,0.028311,0.194892,0.015500
0.044083,0.000882,0.005035,0.029710,0.192348,0.015550
0.043831,0.000999,0.005170,0.031150,0.189734,0.015600
0.043573,0.001124,0.005304,0.032629,0.187052,0.015650
0.043308,0.001255,0.005437,0.034147,0.184306,0.015700
0.043037,0.001393,0.005569,0.035701,0.181499,0.015750
0.042760,0.001538,0.005701,0.037289,0.178633,0.015800
0.042477,0.001690,0.005833,0.038909,0.175711,0.015850
0.042187,0.001849,0.005963,0.040560,0.172736,0.015900
0.041892,0.002015,0.006093,0.042239,0.169713,0.015950
0.041590,0.002187,0.006223,0.043944,0.166643,0.016000
0.041283,0.002366,0.006352,0.045673,0.163530,0.016050
0.040969,0.002551,0.006480,0.047424,0.160378,0.016100
0.040650,0.002742,0.006608,0.049194,0.157189,0.016150
0.040325,0.002940,0.006735,0.050982,0.153968,0.016200
0.039995,0.003144,0.006861,0.052784,0.150719,0.016250
0.039659,0.003354,0.006987,0.054600,0.147443,0.016300
0.039317,0.003570,0.007112,0.056425,0.144146,0.016350
0.038971,0.003792,0.007237,0.058258,0.140831,0.016400
0.038618,0.004020,0.007362,0.060097,0.137501,0.016450
0.038261,0.004254,0.007485,0.061938,0.134161,0.016500
0.037898,0.004493,0.007609,0.063781,0.130813,0.016550
0.037531,0.004737,0.007732,0.065621,0.127462,0.016600
0.037158,0.004988,0.007854,0.067457,0.124112,0.016650
0.036781,0.005243,0.007976,0.069286,0.120765,0.016700
0.036399,0.005503,0.008098,0.071107,0.117427,0.016750
0.036012,0.005769,0.008219,0.072915,0.114100,0.016800
0.035621,0.006039,0.008340,0.074710,0.110788,0.016850
0.035225,0.006315,0.008460,0.076488,0.107495,0.016900
0.034825,0.006595,0.008580,0.078248,0.104225,0.016950
0.034421,0.006879,0.008700,0.079986,0.100981,0.017000
0.034012,0.007168,0.008820,0.081701,0.097766,0.017050
0.033600,0.007461,0.008939,0.083390,0.094585,0.017100
0.033183,0.007758,0.009058,0.085051,0.091441,0.017150
0.032763,0.008060,0.009177,0.086682,0.088337,0.017200
0.032339,0.008365,0.009296,0.088281,0.085276,0.017250
0.031912,0.008674,0.009414,0.089845,0.082263,0.017300
0.031480,0.008987,0.009533,0.091373,0.079300,0.017350
0.031046,0.009303,0.009651,0.092862,0.076390,0.017400
0.030608,0.009622,0.009770,0.094310,0.073536,0.017450
0.030167,0.009945,0.009888,0.095716,0.070743,0.017500
0.029723,0.010270,0.010006,0.097078,0.068011,0.017550
0.029276,0.010599,0.010125,0.098394,0.065345,0.017600
0.028827,0.010930,0.010243,0.099661,0.062747,0.017650
0.028374,0.011264,0.010362,0.100880,0.060219,0.017700
0.027919,0.011600,0.010480,0.102047,0.057765,0.017750
0.027462,0.011939,0.010599,0.103162,0.055387,0.017800
0.027002,0.012280,0.010718,0.104222,0.053086,0.017850
0.026540,0.012622,0.010838,0.105228,0.050866,0.017900
0.026076,0.012967,0.010957,0.106177,0.048728,0.017950
0.025610,0.013313,0.011077,0.107068,0.046675,0.018000
0.025142,0.013661,0.011197,0.107900,0.044708,0.018050
0.024672,0.014010,0.011318,0.108673,0.042829,0.018100
0.024201,0.014360,0.011439,0.109385,0.041039,0.018150
0.023728,0.014712,0.011560,0.110035,0.039341,0.018200
0.023254,0.015064,0.011682,0.110623,0.037736,0.018250
0.022779,0.015417,0.011805,0.111148,0.036224,0.018300
0.022302,0.015770,0.011927,0.111609,0.034807,0.018350
0.021825,0.016124,0.012051,0.112007,0.033487,0.018400
0.021347,0.016478,0.012175,0.112341,0.032263,0.018450
0.020868,0.016832,0.012300,0.112609,0.031136,0.018500
0.020388,0.017187,0.012425,0.112814,0.030108,0.018550
0.019908,0.017541,0.012552,0.112953,0.029178,0.018600
0.019427,0.017894,0.012679,0.113028,0.028348,0.018650
0.018947,0.018247,0.012806,0.113038,0.027616,0.018700
0.018466,0.018599,0.012935,0.112984,0.026983,0.018750
0.017985,0.018951,0.013064,0.112865,0.026450,0.018800
0.017505,0.019301,0.013194,0.112683,0.026016,0.018850
0.017024,0.019650,0.013326,0.112438,0.025680,0.018900
0.016544,0.019998,0.013458,0.112131,0.025442,0.018950
0.016065,0.020344,0.013591,0.111761,0.025301,0.019000
0.015586,0.020689,0.013725,0.111330,0.025257,0.019050
0.015108,0.021032,0.013860,0.110839,0.025309,0.019100
0.014631,0.021373,0.013997,0.110289,0.025456,0.019150
0.014155,0.021711,0.014134,0.109680,0.025697,0.019200
0.013680,0.022048,0.014273,0.109014,0.026030,0.019250
0.013206,0.022382,0.014412,0.108292,0.026455,0.019300
0.012734,0.022713,0.014553,0.107516,0.026969,0.019350
0.012263,0.023042,0.014695,0.106686,0.027572,0.019400
0.011794,0.023368,0.014839,0.105804,0.028261,0.019450
0.011326,0.023691,0.014983,0.104872,0.029034,0.019500
0.010860,0.024010,0.015129,0.103890,0.029891,0.019550
0.010397,0.024326,0.015277,0.102862,0.030828,0.019600
0.009935,0.024639,0.015425,0.101788,0.031845,0.019650
0.009476,0.024949,0.015575,0.100670,0.032937,0.019700
0.009019,0.025254,0.015727,0.099510,0.034105,0.019750
0.008564,0.025556,0.015880,0.098310,0.035344,0.019800
0.008112,0.025853,0.016034,0.097071,0.036653,0.019850
0.007663,0.026147,0.016190,0.095797,0.038029,0.019900
0.007217,0.026436,0.016347,0.094488,0.039470,0.019950
0.006773,0.026721,0.016506,0.093146,0.040973,0.020000
0.006332,0.027001,0.016667,0.091775,0.042536,0.020050
0.005895,0.027277,0.016829,0.090376,0.044154,0.020100
0.005460,0.027547,0.016992,0.088950,0.045827,0.020150
0.005029,0.027813,0.017157,0.087501,0.047551,0.020200
0.004602,0.028074,0.017324,0.086031,0.049323,0.020250
0.004178,0.028330,0.017492,0.084541,0.051140,0.020300
0.003758,0.028580,0.017662,0.083034,0.052999,0.020350
0.003341,0.028825,0.017834,0.081512,0.054898,0.020400
0.002928,0.029065,0.018007,0.079977,0.056833,0.020450
0.002519,0.029298,0.018182,0.078432,0.058802,0.020500
0.002114,0.029527,0.018359,0.076879,0.060801,0.020550
0.001714,0.029749,0.018537,0.075321,0.062827,0.020600
0.001317,0.029966,0.018717,0.073758,0.064878,0.020650
0.000925,0.030176,0.018899,0.072194,0.066950,0.020700
0.000537,0.030380,0.019082,0.070631,0.069041,0.020750
0.000154,0.030579,0.019267,0.069071,0.071146,0.020800
-0.000225,0.030771,0.019454,0.067516,0.073265,0.020850
-0.000599,0.030956,0.019643,0.065969,0.075392,0.020900
-0.000968,0.031135,0.019833,0.064431,0.077527,0.020950
-0.001333,0.031308,0.020025,0.062905,0.079665,0.021000
-0.001692,0.031474,0.020218,0.061392,0.081803,0.021050
-0.002047,0.031633,0.020414,0.059895,0.083940,0.021100
-0.002396,0.031785,0.020611,0.058415,0.086072,0.021150
-0.002740,0.031931,0.020809,0.056955,0.088197,0.021200
-0.003079,0.032070,0.021010,0.055516,0.090312,0.021250
-0.003413,0.032202,0.021212,0.054101,0.092414,0.021300
-0.003742,0.032326,0.021415,0.052710,0.094500,0.021350
-0.004065,0.032444,0.021621,0.051346,0.096569,0.021400
-0.004382,0.032555,0.021828,0.050011,0.098619,0.021450
-0.004694,0.032658,0.022036,0.048705,0.100645,0.021500
-0.005001,0.032754,0.022246,0.047432,0.102648,0.021550
-0.005301,0.032843,0.022458,0.046190,0.104623,0.021600
-0.005596,0.032925,0.022671,0.044984,0.106570,0.021650
-0.005885,0.032999,0.022886,0.043813,0.108486,0.021700
-0.006168,0.033066,0.023102,0.042679,0.110369,0.021750
-0.006446,0.033125,0.023320,0.041583,0.112218,0.021800
-0.006717,0.033178,0.023540,0.040526,0.114030,0.021850
-0.006983,0.033222,0.023760,0.039509,0.115805,0.021900
-0.007242,0.033259,0.023983,0.038534,0.117540,0.021950
-0.007495,0.033289,0.024206,0.037601,0.119235,0.022000
-0.007742,0.033311,0.024431,0.036710,0.120887,0.022050
-0.007983,0.033326,0.024658,0.035863,0.122496,0.022100
-0.008218,0.033333,0.024885,0.035060,0.124061,0.022150
-0.008446,0.033332,0.025114,0.034302,0.125580,0.022200
-0.008668,0.033324,0.025344,0.033589,0.127053,0.022250
-0.008884,0.033309,0.025575,0.032922,0.128478,0.022300
-0.009094,0.033286,0.025808,0.032300,0.129856,0.022350
-0.009297,0.033255,0.026042,0.031724,0.131185,0.022400
-0.009493,0.033217,0.026276,0.031194,0.132465,0.022450
-0.009684,0.033172,0.026512,0.030711,0.133696,0.022500
-0.009867,0.033119,0.026749,0.030273,0.134878,0.022550
-0.010045,0.033058,0.026987,0.029882,0.136009,0.022600
-0.010216,0.032990,0.027225,0.029536,0.137091,0.022650
-0.010380,0.032915,0.027465,0.029236,0.138122,0.022700
-0.010538,0.032833,0.027705,0.028981,0.139105,0.022750
-0.010689,0.032743,0.027946,0.028770,0.140037,0.022800
-0.010834,0.032646,0.028188,0.028604,0.140921,0.022850
-0.010972,0.032541,0.028430,0.028481,0.141755,0.022900
-0.011103,0.032430,0.028673,0.028401,0.142542,0.022950
