q1,q2,q3,U_kin,U_pot,time
0.017324,0.026683,0.005993,0.092447,0.042528,0.212150
0.017482,0.026964,0.005554,0.091032,0.044178,0.212200
0.017641,0.027240,0.005119,0.089589,0.045883,0.212250
0.017802,0.027512,0.004687,0.088121,0.047642,0.212300
0.017964,0.027778,0.004258,0.086629,0.049451,0.212350
0.018128,0.028040,0.003833,0.085116,0.051307,0.212400
0.018293,0.028296,0.003411,0.083584,0.053208,0.212450
0.018460,0.028547,0.002993,0.082035,0.055149,0.212500
0.018628,0.028793,0.002579,0.080472,0.057129,0.212550
0.018798,0.029033,0.002169,0.078896,0.059145,0.212600
0.018969,0.029268,0.001763,0.077311,0.061192,0.212650
0.019142,0.029497,0.001361,0.075718,0.063269,0.212700
0.019316,0.029720,0.000964,0.074120,0.065372,0.212750
0.019492,0.029937,0.000570,0.072519,0.067498,0.212800
0.019670,0.030149,0.000181,0.070917,0.069644,0.212850
0.019849,0.030354,-0.000203,0.069316,0.071807,0.212900
0.020030,0.030553,-0.000583,0.067719,0.073984,0.212950
0.020212,0.030746,-0.000958,0.066128,0.076172,0.213000
0.020396,0.030932,-0.001328,0.064545,0.078368,0.213050
0.020582,0.031112,-0.001694,0.062972,0.080568,0.213100
0.020769,0.031285,-0.002054,0.061411,0.082771,0.213150
0.020958,0.031452,-0.002410,0.059865,0.084973,0.213200
0.021148,0.031612,-0.002760,0.058335,0.087171,0.213250
0.021340,0.031766,-0.003105,0.056823,0.089363,0.213300
0.021533,0.031912,-0.003445,0.055332,0.091546,0.213350
0.021728,0.032052,-0.003780,0.053863,0.093717,0.213400
0.021924,0.032185,-0.004109,0.052418,0.095873,0.213450
0.022123,0.032310,-0.004433,0.050999,0.098012,0.213500
0.022322,0.032429,-0.004751,0.049608,0.100131,0.213550
0.022523,0.032540,-0.005064,0.048246,0.102229,0.213600
0.022726,0.032645,-0.005371,0.046915,0.104302,0.213650
0.022930,0.032742,-0.005672,0.045616,0.106348,0.213700
0.023136,0.032832,-0.005967,0.044352,0.108366,0.213750
0.023343,0.032914,-0.006257,0.043122,0.110353,0.213800
0.023551,0.032990,-0.006541,0.041930,0.112306,0.213850
0.023761,0.033058,-0.006819,0.040775,0.114225,0.213900
0.023972,0.033118,-0.007090,0.039660,0.116107,0.213950
0.024185,0.033171,-0.007356,0.038584,0.117951,0.214000
0.024399,0.033217,-0.007616,0.037551,0.119754,0.214050
0.024614,0.033255,-0.007869,0.036559,0.121516,0.214100
0.024831,0.033285,-0.008117,0.035611,0.123235,0.214150
0.025049,0.033308,-0.008358,0.034707,0.124909,0.214200
0.025268,0.033324,-0.008592,0.033847,0.126537,0.214250
0.025489,0.033332,-0.008821,0.033033,0.128119,0.214300
0.025710,0.033333,-0.009043,0.032264,0.129653,0.214350
0.025933,0.033326,-0.009259,0.031542,0.131137,0.214400
0.026157,0.033311,-0.009468,0.030867,0.132573,0.214450
0.026382,0.033289,-0.009671,0.030239,0.133957,0.214500
0.026608,0.033260,-0.009867,0.029658,0.135291,0.214550
0.026835,0.033222,-0.010057,0.029125,0.136573,0.214600
0.027063,0.033178,-0.010241,0.028638,0.137804,0.214650
0.027292,0.033126,-0.010418,0.028200,0.138982,0.214700
0.027521,0.033067,-0.010588,0.027808,0.140108,0.214750
0.027752,0.033000,-0.010752,0.027464,0.141182,0.214800
0.027983,0.032926,-0.010909,0.027166,0.142203,0.214850
0.028215,0.032844,-0.011059,0.026915,0.143172,0.214900
0.028448,0.032755,-0.011203,0.026710,0.144088,0.214950
0.028682,0.032659,-0.011341,0.026550,0.144954,0.215000
0.028916,0.032556,-0.011471,0.026435,0.145767,0.215050
0.029150,0.032445,-0.011595,0.026364,0.146531,0.215100
0.029385,0.032328,-0.011713,0.026336,0.147244,0.215150
0.029621,0.032203,-0.011824,0.026352,0.147907,0.215200
0.029857,0.032071,-0.011928,0.026409,0.148522,0.215250
0.030093,0.031932,-0.012025,0.026506,0.149089,0.215300
0.030329,0.031787,-0.012116,0.026644,0.149610,0.215350
0.030566,0.031634,-0.012201,0.026820,0.150085,0.215400
0.030803,0.031475,-0.012278,0.027033,0.150515,0.215450
0.031040,0.031309,-0.012349,0.027283,0.150902,0.215500
0.031277,0.031137,-0.012414,0.027568,0.151247,0.215550
0.031514,0.030958,-0.012472,0.027887,0.151551,0.215600
0.031751,0.030772,-0.012523,0.028238,0.151816,0.215650
0.031988,0.030580,-0.012568,0.028620,0.152043,0.215700
0.032225,0.030382,-0.012607,0.029032,0.152233,0.215750
0.032461,0.030178,-0.012639,0.029472,0.152389,0.215800
0.032697,0.029968,-0.012664,0.029938,0.152512,0.215850
0.032932,0.029751,-0.012683,0.030430,0.152603,0.215900
0.033167,0.029529,-0.012696,0.030944,0.152665,0.215950
0.033402,0.029301,-0.012703,0.031481,0.152698,0.216000
0.033636,0.029067,-0.012703,0.032038,0.152706,0.216050
0.033869,0.028827,-0.012696,0.032613,0.152689,0.216100
0.034102,0.028582,-0.012684,0.033205,0.152649,0.216150
0.034333,0.028332,-0.012665,0.033813,0.152589,0.216200
0.034564,0.028076,-0.012640,0.034433,0.152510,0.216250
0.034794,0.027816,-0.012609,0.035066,0.152414,0.216300
0.035022,0.027550,-0.012572,0.035709,0.152304,0.216350
0.035250,0.027279,-0.012529,0.036360,0.152180,0.216400
0.035476,0.027003,-0.012480,0.037017,0.152044,0.216450
0.035701,0.026723,-0.012425,0.037680,0.151900,0.216500
0.035925,0.026439,-0.012364,0.038346,0.151748,0.216550
0.036147,0.026149,-0.012297,0.039013,0.151590,0.216600
0.036368,0.025856,-0.012224,0.039680,0.151429,0.216650
0.036588,0.025558,-0.012146,0.040346,0.151265,0.216700
0.036805,0.025257,-0.012062,0.041008,0.151102,0.216750
0.037021,0.024951,-0.011972,0.041665,0.150940,0.216800
0.037235,0.024642,-0.011877,0.042316,0.150781,0.216850
0.037447,0.024329,-0.011776,0.042959,0.150628,0.216900
0.037657,0.024013,-0.011670,0.043593,0.150481,0.216950
0.037865,0.023693,-0.011559,0.044215,0.150342,0.217000
0.038071,0.023371,-0.011442,0.044825,0.150213,0.217050
0.038275,0.023045,-0.011320,0.045421,0.150096,0.217100
0.038476,0.022716,-0.011193,0.046003,0.149991,0.217150
0.038675,0.022385,-0.011060,0.046568,0.149900,0.217200
0.038872,0.022051,-0.010923,0.047115,0.149824,0.217250
0.039066,0.021714,-0.010781,0.047644,0.149766,0.217300
0.039258,0.021376,-0.010633,0.048153,0.149725,0.217350
0.039446,0.021035,-0.010481,0.048641,0.149703,0.217400
0.039632,0.020692,-0.010324,0.049107,0.149701,0.217450
0.039816,0.020347,-0.010163,0.049550,0.149719,0.217500
0.039996,0.020001,-0.009997,0.049970,0.149760,0.217550
0.040173,0.019653,-0.009826,0.050365,0.149823,0.217600
0.040347,0.019304,-0.009651,0.050735,0.149910,0.217650
0.040518,0.018954,-0.009472,0.051079,0.150020,0.217700
0.040686,0.018602,-0.009288,0.051397,0.150155,0.217750
0.040850,0.018250,-0.009100,0.051688,0.150314,0.217800
0.041011,0.017897,-0.008908,0.051951,0.150499,0.217850
0.041169,0.017544,-0.008712,0.052187,0.150710,0.217900
0.041323,0.017190,-0.008513,0.052394,0.150946,0.217950
0.041473,0.016836,-0.008309,0.052573,0.151208,0.218000
0.041620,0.016481,-0.008101,0.052724,0.151496,0.218050
0.041762,0.016127,-0.007890,0.052845,0.151810,0.218100
0.041901,0.015773,-0.007675,0.052939,0.152149,0.218150
0.042036,0.015420,-0.007456,0.053003,0.152513,0.218200
0.042167,0.015067,-0.007234,0.053040,0.152903,0.218250
0.042294,0.014715,-0.007009,0.053048,0.153316,0.218300
0.042417,0.014363,-0.006781,0.053028,0.153754,0.218350
0.042536,0.014013,-0.006549,0.052980,0.154215,0.218400
0.042650,0.013664,-0.006314,0.052905,0.154699,0.218450
0.042760,0.013316,-0.006076,0.052804,0.155205,0.218500
0.042865,0.012970,-0.005835,0.052676,0.155731,0.218550
0.042966,0.012626,-0.005592,0.052523,0.156278,0.218600
0.043063,0.012283,-0.005346,0.052345,0.156843,0.218650
0.043154,0.011942,-0.005097,0.052143,0.157426,0.218700
0.043242,0.011604,-0.004845,0.051918,0.158026,0.218750
0.043324,0.011267,-0.004591,0.051670,0.158641,0.218800
0.043401,0.010933,-0.004335,0.051401,0.159270,0.218850
0.043474,0.010602,-0.004076,0.051112,0.159912,0.218900
0.043542,0.010273,-0.003815,0.050803,0.160565,0.218950
0.043604,0.009948,-0.003552,0.050476,0.161227,0.219000
0.043662,0.009625,-0.003287,0.050132,0.161897,0.219050
0.043714,0.009306,-0.003020,0.049772,0.162574,0.219100
0.043761,0.008990,-0.002751,0.049397,0.163255,0.219150
0.043803,0.008677,-0.002480,0.049009,0.163939,0.219200
0.043840,0.008368,-0.002208,0.048609,0.164624,0.219250
0.043872,0.008063,-0.001934,0.048199,0.165308,0.219300
0.043898,0.007761,-0.001659,0.047779,0.165990,0.219350
0.043918,0.007464,-0.001382,0.047352,0.166666,0.219400
0.043933,0.007171,-0.001104,0.046918,0.167337,0.219450
0.043943,0.006882,-0.000824,0.046479,0.167998,0.219500
0.043947,0.006597,-0.000544,0.046038,0.168649,0.219550
0.043945,0.006317,-0.000262,0.045594,0.169288,0.219600
0.043938,0.006042,0.000021,0.045150,0.169912,0.219650
0.043925,0.005771,0.000304,0.044708,0.170519,0.219700
0.043906,0.005506,0.000588,0.044269,0.171107,0.219750
0.043881,0.005245,0.000874,0.043834,0.171675,0.219800
0.043851,0.004990,0.001159,0.043405,0.172220,0.219850
0.043815,0.004740,0.001446,0.042985,0.172740,0.219900
0.043772,0.004495,0.001733,0.042573,0.173233,0.219950
0.043724,0.004256,0.002020,0.042173,0.173697,0.220000
0.043670,0.004022,0.002307,0.041784,0.174131,0.220050
0.043610,0.003794,0.002595,0.041410,0.174531,0.220100
0.043545,0.003572,0.002883,0.041052,0.174897,0.220150
0.043473,0.003356,0.003171,0.040710,0.175226,0.220200
0.043395,0.003146,0.003460,0.040388,0.175517,0.220250
0.043310,0.002942,0.003748,0.040085,0.175767,0.220300
0.043220,0.002744,0.004036,0.039804,0.175975,0.220350
0.043124,0.002552,0.004323,0.039545,0.176139,0.220400
0.043022,0.002367,0.004611,0.039311,0.176258,0.220450
0.042913,0.002188,0.004898,0.039103,0.176330,0.220500
0.042799,0.002016,0.005185,0.038921,0.176353,0.220550
0.042678,0.001851,0.005471,0.038767,0.176325,0.220600
0.042551,0.001692,0.005757,0.038643,0.176247,0.220650
0.042418,0.001540,0.006042,0.038549,0.176115,0.220700
0.042279,0.001394,0.006327,0.038487,0.175930,0.220750
0.042133,0.001256,0.006610,0.038457,0.175689,0.220800
0.041982,0.001125,0.006893,0.038461,0.175391,0.220850
0.041824,0.001000,0.007175,0.038499,0.175036,0.220900
0.041661,0.000883,0.007457,0.038573,0.174623,0.220950
0.041491,0.000773,0.007737,0.038683,0.174151,0.221000
0.041314,0.000670,0.008016,0.038829,0.173618,0.221050
0.041132,0.000574,0.008294,0.039013,0.173026,0.221100
0.040944,0.000485,0.008571,0.039235,0.172372,0.221150
0.040750,0.000404,0.008846,0.039496,0.171656,0.221200
0.040549,0.000330,0.009121,0.039796,0.170879,0.221250
0.040343,0.000264,0.009394,0.040135,0.170039,0.221300
0.040130,0.000205,0.009665,0.040513,0.169137,0.221350
0.039911,0.000153,0.009935,0.040932,0.168173,0.221400
0.039687,0.000109,0.010204,0.041390,0.167147,0.221450
0.039456,0.000072,0.010471,0.041889,0.166059,0.221500
0.039220,0.000043,0.010737,0.042428,0.164909,0.221550
0.038978,0.000021,0.011001,0.043006,0.163698,0.221600
0.038729,0.000007,0.011263,0.043624,0.162426,0.221650
0.038475,0.000001,0.011524,0.044282,0.161093,0.221700
0.038216,0.000001,0.011783,0.044979,0.159702,0.221750
0.037950,0.000010,0.012040,0.045715,0.158252,0.221800
0.037679,0.000026,0.012296,0.046488,0.156744,0.221850
0.037402,0.000049,0.012549,0.047300,0.155179,0.221900
0.037119,0.000080,0.012801,0.048148,0.153560,0.221950
0.036831,0.000119,0.013051,0.049033,0.151886,0.222000
0.036537,0.000165,0.013298,0.049953,0.150159,0.222050
0.036238,0.000218,0.013544,0.050907,0.148381,0.222100
0.035933,0.000279,0.013788,0.051895,0.146554,0.222150
0.035623,0.000347,0.014030,0.052915,0.144678,0.222200
0.035308,0.000422,0.014269,0.053967,0.142757,0.222250
0.034988,0.000505,0.014507,0.055049,0.140791,0.222300
0.034662,0.000596,0.014742,0.056160,0.138783,0.222350
0.034331,0.000693,0.014976,0.057298,0.136734,0.222400
0.033995,0.000798,0.015207,0.058462,0.134647,0.222450
0.033654,0.000910,0.015436,0.059652,0.132525,0.222500
0.033308,0.001029,0.015663,0.060864,0.130369,0.222550
0.032958,0.001155,0.015888,0.062098,0.128181,0.222600
0.032602,0.001288,0.016110,0.063352,0.125965,0.222650
0.032242,0.001428,0.016330,0.064625,0.123723,0.222700
0.031877,0.001575,0.016548,0.065914,0.121457,0.222750
0.031508,0.001728,0.016764,0.067218,0.119170,0.222800
0.031134,0.001889,0.016978,0.068535,0.116865,0.222850
0.030755,0.002056,0.017189,0.069863,0.114545,0.222900
0.030373,0.002230,0.017398,0.071200,0.112212,0.222950
0.029986,0.002410,0.017604,0.072545,0.109870,0.223000
0.029595,0.002596,0.017809,0.073894,0.107520,0.223050
0.029200,0.002790,0.018011,0.075247,0.105167,0.223100
0.028801,0.002989,0.018210,0.076602,0.102813,0.223150
0.028398,0.003194,0.018408,0.077955,0.100461,0.223200
0.027991,0.003406,0.018603,0.079306,0.098115,0.223250
0.027581,0.003623,0.018796,0.080652,0.095776,0.223300
0.027167,0.003847,0.018986,0.081990,0.093449,0.223350
0.026749,0.004076,0.019175,0.083320,0.091137,0.223400
0.026328,0.004311,0.019361,0.084638,0.088842,0.223450
0.025904,0.004552,0.019545,0.085943,0.086568,0.223500
0.025476,0.004798,0.019726,0.087232,0.084317,0.223550
0.025046,0.005049,0.019905,0.088504,0.082093,0.223600
0.024612,0.005305,0.020082,0.089756,0.079899,0.223650
0.024176,0.005567,0.020257,0.090986,0.077738,0.223700
0.023736,0.005834,0.020430,0.092192,0.075613,0.223750
0.023294,0.006106,0.020600,0.093372,0.073527,0.223800
0.022850,0.006382,0.020768,0.094525,0.071482,0.223850
0.022403,0.006663,0.020934,0.095647,0.069482,0.223900
0.021953,0.006949,0.021098,0.096738,0.067530,0.223950
0.021501,0.007239,0.021260,0.097794,0.065627,0.224000
0.021047,0.007533,0.021420,0.098815,0.063778,0.224050
0.020592,0.007831,0.021577,0.099799,0.061985,0.224100
0.020134,0.008133,0.021733,0.100743,0.060250,0.224150
0.019674,0.008440,0.021886,0.101646,0.058576,0.224200
0.019213,0.008749,0.022038,0.102506,0.056965,0.224250
0.018750,0.009063,0.022187,0.103322,0.055420,0.224300
0.018285,0.009380,0.022335,0.104091,0.053943,0.224350
0.017820,0.009700,0.022480,0.104813,0.052537,0.224400
0.017353,0.010023,0.022624,0.105486,0.051202,0.224450
0.016885,0.010350,0.022765,0.106109,0.049943,0.224500
0.016416,0.010679,0.022905,0.106680,0.048760,0.224550
0.015946,0.011011,0.023043,0.107198,0.047655,0.224600
0.015475,0.011345,0.023179,0.107661,0.046630,0.224650
0.015004,0.011682,0.023314,0.108069,0.045687,0.224700
0.014532,0.012021,0.023446,0.108421,0.044827,0.224750
0.014060,0.012363,0.023577,0.108716,0.044051,0.224800
0.013588,0.012706,0.023706,0.108952,0.043362,0.224850
0.013115,0.013051,0.023834,0.109130,0.042760,0.224900
0.012643,0.013397,0.023960,0.109247,0.042245,0.224950
0.012170,0.013745,0.024084,0.109305,0.041820,0.225000
0.011698,0.014095,0.024207,0.109302,0.041485,0.225050
0.011226,0.014445,0.024328,0.109237,0.041241,0.225100
0.010755,0.014797,0.024448,0.109111,0.041087,0.225150
0.010284,0.015149,0.024566,0.108924,0.041026,0.225200
0.009814,0.015502,0.024683,0.108674,0.041056,0.225250
0.009345,0.015856,0.024799,0.108362,0.041178,0.225300
0.008877,0.016210,0.024913,0.107988,0.041392,0.225350
0.008410,0.016564,0.025026,0.107553,0.041699,0.225400
0.007944,0.016918,0.025137,0.107055,0.042097,0.225450
0.007480,0.017272,0.025248,0.106497,0.042587,0.225500
0.007017,0.017626,0.025357,0.105877,0.043168,0.225550
0.006555,0.017980,0.025465,0.105198,0.043839,0.225600
0.006096,0.018332,0.025572,0.104458,0.044600,0.225650
0.005638,0.018684,0.025678,0.103659,0.045450,0.225700
0.005182,0.019036,0.025782,0.102802,0.046388,0.225750
0.004728,0.019386,0.025886,0.101887,0.047412,0.225800
0.004277,0.019734,0.025989,0.100915,0.048522,0.225850
0.003828,0.020082,0.026091,0.099888,0.049716,0.225900
0.003381,0.020428,0.026191,0.098807,0.050993,0.225950
0.002936,0.020772,0.026291,0.097673,0.052350,0.226000
0.002495,0.021114,0.026391,0.096486,0.053787,0.226050
0.002056,0.021455,0.026489,0.095249,0.055302,0.226100
0.001620,0.021793,0.026587,0.093963,0.056892,0.226150
0.001188,0.022129,0.026684,0.092630,0.058555,0.226200
0.000758,0.022462,0.026780,0.091251,0.060290,0.226250
0.000332,0.022793,0.026875,0.089827,0.062094,0.226300
-0.000091,0.023121,0.026970,0.088361,0.063965,0.226350
-0.000511,0.023446,0.027065,0.086854,0.065900,0.226400
-0.000927,0.023768,0.027158,0.085308,0.067896,0.226450
-0.001339,0.024087,0.027252,0.083726,0.069952,0.226500
-0.001747,0.024403,0.027345,0.082108,0.072064,0.226550
-0.002152,0.024715,0.027437,0.080458,0.074230,0.226600
-0.002552,0.025023,0.027529,0.078777,0.076446,0.226650
-0.002948,0.025327,0.027621,0.077067,0.078711,0.226700
-0.003340,0.025628,0.027712,0.075332,0.081020,0.226750
-0.003728,0.025925,0.027803,0.073572,0.083371,0.226800
-0.004111,0.026217,0.027894,0.071790,0.085760,0.226850
-0.004489,0.026505,0.027984,0.069988,0.088185,0.226900
-0.004863,0.026789,0.028074,0.068170,0.090643,0.226950
-0.005232,0.027068,0.028164,0.066336,0.093129,0.227000
-0.005597,0.027343,0.028254,0.064491,0.095641,0.227050
-0.005956,0.027612,0.028344,0.062635,0.098175,0.227100
-0.006310,0.027877,0.028433,0.060772,0.100729,0.227150
-0.006659,0.028136,0.028523,0.058903,0.103298,0.227200
-0.007003,0.028391,0.028612,0.057032,0.105879,0.227250
-0.007342,0.028640,0.028702,0.055161,0.108469,0.227300
-0.007675,0.028884,0.028791,0.053292,0.111065,0.227350
-0.008002,0.029122,0.028880,0.051427,0.113663,0.227400
-0.008324,0.029354,0.028970,0.049570,0.116260,0.227450
-0.008641,0.029581,0.029059,0.047722,0.118852,0.227500
-0.008951,0.029802,0.029149,0.045887,0.121436,0.227550
-0.009256,0.030017,0.029239,0.044065,0.124008,0.227600
-0.009555,0.030226,0.029329,0.042261,0.126566,0.227650
-0.009848,0.030429,0.029418,0.040476,0.129106,0.227700
-0.010134,0.030626,0.029509,0.038712,0.131625,0.227750
-0.010415,0.030816,0.029599,0.036972,0.134119,0.227800
-0.010689,0.031000,0.029689,0.035258,0.136586,0.227850
-0.010958,0.031178,0.029780,0.033572,0.139022,0.227900
-0.011219,0.031349,0.029871,0.031917,0.141425,0.227950
-0.011475,0.031513,0.029962,0.030294,0.143790,0.228000
-0.011724,0.031670,0.030053,0.028706,0.146116,0.228050
-0.011966,0.031821,0.030145,0.027155,0.148400,0.228100
-0.012202,0.031965,0.030237,0.025642,0.150638,0.228150
-0.012431,0.032102,0.030329,0.024169,0.152828,0.228200
-0.012653,0.032232,0.030421,0.022739,0.154967,0.228250
-0.012869,0.032356,0.030514,0.021353,0.157054,0.228300
-0.013078,0.032472,0.030606,0.020013,0.159085,0.228350
-0.013280,0.032580,0.030700,0.018720,0.161058,0.228400
-0.013475,0.032682,0.030793,0.017476,0.162970,0.228450
-0.013663,0.032777,0.030887,0.016283,0.164821,0.228500
-0.013844,0.032864,0.030981,0.015142,0.166607,0.228550
-0.014019,0.032944,0.031075,0.014053,0.168326,0.228600
-0.014186,0.033016,0.031170,0.013020,0.169978,0.228650
-0.014346,0.033081,0.031265,0.012041,0.171559,0.228700
-0.014498,0.033139,0.031360,0.011120,0.173069,0.228750
-0.014644,0.033189,0.031455,0.010256,0.174506,0.228800
-0.014783,0.033232,0.031551,0.009451,0.175869,0.228850
-0.014914,0.033267,0.031647,0.008704,0.177156,0.228900
-0.015038,0.033295,0.031743,0.008019,0.178366,0.228950
-0.015154,0.033315,0.031839,0.007393,0.179499,0.229000
-0.015264,0.033328,0.031936,0.006829,0.180552,0.229050
-0.015366,0.033333,0.032033,0.006327,0.181527,0.229100
-0.015461,0.033331,0.032130,0.005886,0.182421,0.229150
-0.015548,0.033321,0.032227,0.005508,0.183235,0.229200
-0.015628,0.033304,0.032324,0.005192,0.183967,0.229250
-0.015701,0.033279,0.032422,0.004939,0.184619,0.229300
-0.015766,0.033247,0.032519,0.004748,0.185189,0.229350
-0.015824,0.033207,0.032617,0.004619,0.185678,0.229400
-0.015874,0.033159,0.032715,0.004553,0.186085,0.229450
-0.015917,0.033105,0.032813,0.004548,0.186411,0.229500
-0.015953,0.033042,0.032911,0.004604,0.186657,0.229550
-0.015982,0.032973,0.033009,0.004722,0.186822,0.229600
-0.016003,0.032896,0.033107,0.004899,0.186908,0.229650
-0.016016,0.032812,0.033205,0.005136,0.186915,0.229700
-0.016023,0.032720,0.033303,0.005433,0.186844,0.229750
-0.016022,0.032621,0.033400,0.005787,0.186695,0.229800
-0.016013,0.032515,0.033498,0.006198,0.186471,0.229850
-0.015998,0.032402,0.033596,0.006665,0.186172,0.229900
-0.015975,0.032282,0.033693,0.007187,0.185799,0.229950
-0.015944,0.032154,0.033790,0.007763,0.185354,0.230000
-0.015907,0.032020,0.033887,0.008392,0.184839,0.230050
-0.015862,0.031879,0.033984,0.009071,0.184254,0.230100
-0.015810,0.031730,0.034080,0.009801,0.183602,0.230150
-0.015751,0.031576,0.034176,0.010579,0.182884,0.230200
-0.015685,0.031414,0.034271,0.011404,0.182103,0.230250
-0.015612,0.031245,0.034366,0.012275,0.181259,0.230300
-0.015532,0.031071,0.034461,0.013189,0.180356,0.230350
-0.015444,0.030889,0.034555,0.014145,0.179396,0.230400
-0.015350,0.030701,0.034649,0.015141,0.178379,0.230450
-0.015249,0.030507,0.034742,0.016176,0.177310,0.230500
-0.015141,0.030307,0.034834,0.017247,0.176189,0.230550
-0.015026,0.030100,0.034926,0.018353,0.175020,0.230600
-0.014904,0.029887,0.035017,0.019492,0.173805,0.230650
-0.014775,0.029669,0.035107,0.020661,0.172547,0.230700
-0.014640,0.029444,0.035196,0.021860,0.171247,0.230750
-0.014498,0.029214,0.035285,0.023085,0.169909,0.230800
-0.014350,0.028978,0.035372,0.024335,0.168535,0.230850
-0.014195,0.028736,0.035459,0.025608,0.167127,0.230900
-0.014034,0.028489,0.035544,0.026901,0.165690,0.230950
-0.013866,0.028237,0.035629,0.028213,0.164224,0.231000
-0.013692,0.027979,0.035712,0.029541,0.162733,0.231050
-0.013511,0.027717,0.035795,0.030883,0.161220,0.231100
-0.013325,0.027449,0.035876,0.032237,0.159687,0.231150
-0.013132,0.027176,0.035955,0.033602,0.158137,0.231200
-0.012933,0.026899,0.036034,0.034974,0.156574,0.231250
-0.012728,0.026617,0.036111,0.036352,0.154998,0.231300
-0.012517,0.026331,0.036187,0.037733,0.153415,0.231350
-0.012301,0.026040,0.036261,0.039116,0.151825,0.231400
-0.012078,0.025745,0.036333,0.040498,0.150232,0.231450
-0.011850,0.025446,0.036404,0.041877,0.148638,0.231500
-0.011617,0.025143,0.036474,0.043252,0.147046,0.231550
-0.011377,0.024836,0.036541,0.044620,0.145459,0.231600
-0.011133,0.024525,0.036607,0.045980,0.143879,0.231650
-0.010883,0.024211,0.036671,0.047329,0.142309,0.231700
-0.010627,0.023894,0.036734,0.048665,0.140752,0.231750
-0.010367,0.023573,0.036794,0.049987,0.139208,0.231800
-0.010101,0.023249,0.036852,0.051292,0.137682,0.231850
-0.009831,0.022922,0.036908,0.052580,0.136176,0.231900
-0.009555,0.022592,0.036963,0.053848,0.134690,0.231950
-0.009275,0.022260,0.037014,0.055095,0.133229,0.232000
-0.008989,0.021925,0.037064,0.056318,0.131793,0.232050
-0.008699,0.021588,0.037112,0.057517,0.130386,0.232100
-0.008405,0.021248,0.037157,0.058690,0.129008,0.232150
-0.008106,0.020907,0.037200,0.059836,0.127662,0.232200
-0.007803,0.020563,0.037240,0.060953,0.126350,0.232250
-0.007496,0.020218,0.037278,0.062039,0.125073,0.232300
-0.007184,0.019871,0.037313,0.063094,0.123833,0.232350
-0.006868,0.019523,0.037345,0.064117,0.122631,0.232400
-0.006548,0.019173,0.037375,0.065106,0.121470,0.232450
-0.006225,0.018822,0.037402,0.066060,0.120349,0.232500
-0.005897,0.018471,0.037427,0.066979,0.119271,0.232550
-0.005566,0.018118,0.037448,0.067861,0.118237,0.232600
-0.005232,0.017765,0.037467,0.068706,0.117248,0.232650
-0.004894,0.017411,0.037482,0.069513,0.116304,0.232700
-0.004552,0.017057,0.037495,0.070281,0.115407,0.232750
-0.004208,0.016703,0.037505,0.071010,0.114557,0.232800
-0.003860,0.016349,0.037511,0.071700,0.113755,0.232850
-0.003509,0.015995,0.037514,0.072349,0.113001,0.232900
-0.003155,0.015641,0.037514,0.072958,0.112297,0.232950
-0.002799,0.015288,0.037511,0.073527,0.111641,0.233000
-0.002439,0.014935,0.037504,0.074055,0.111036,0.233050
-0.002077,0.014583,0.037494,0.074542,0.110479,0.233100
-0.001713,0.014232,0.037481,0.074988,0.109973,0.233150
-0.001346,0.013882,0.037464,0.075393,0.109516,0.233200
-0.000977,0.013534,0.037443,0.075758,0.109108,0.233250
-0.000605,0.013187,0.037419,0.076083,0.108749,0.233300
-0.000232,0.012841,0.037391,0.076368,0.108439,0.233350
0.000144,0.012497,0.037359,0.076613,0.108177,0.233400
0.000521,0.012155,0.037324,0.076819,0.107963,0.233450
0.000900,0.011815,0.037285,0.076987,0.107796,0.233500
0.001280,0.011477,0.037242,0.077117,0.107675,0.233550
0.001663,0.011142,0.037195,0.077209,0.107599,0.233600
0.002046,0.010809,0.037145,0.077265,0.107567,0.233650
0.002431,0.010479,0.037090,0.077285,0.107579,0.233700
0.002817,0.010151,0.037031,0.077271,0.107633,0.233750
0.003205,0.009827,0.036969,0.077223,0.107728,0.233800
0.003593,0.009505,0.036902,0.077141,0.107863,0.233850
0.003982,0.009187,0.036831,0.077029,0.108036,0.233900
0.004372,0.008872,0.036756,0.076885,0.108246,0.233950
0.004763,0.008561,0.036677,0.076712,0.108491,0.234000
0.005154,0.008253,0.036593,0.076511,0.108771,0.234050
0.005545,0.007949,0.036505,0.076282,0.109082,0.234100
0.005937,0.007649,0.036413,0.076029,0.109424,0.234150
0.006330,0.007354,0.036317,0.075750,0.109795,0.234200
0.006722,0.007062,0.036216,0.075449,0.110193,0.234250
0.007115,0.006775,0.036111,0.075127,0.110617,0.234300
0.007507,0.006492,0.036001,0.074784,0.111063,0.234350
0.007899,0.006213,0.035887,0.074423,0.111531,0.234400
0.008291,0.005940,0.035769,0.074044,0.112019,0.234450
0.008683,0.005671,0.035646,0.073651,0.112524,0.234500
0.009074,0.005408,0.035518,0.073243,0.113045,0.234550
0.009465,0.005149,0.035386,0.072823,0.113580,0.234600
0.009855,0.004896,0.035250,0.072392,0.114126,0.234650
0.010244,0.004647,0.035109,0.071952,0.114681,0.234700
0.010632,0.004405,0.034963,0.071504,0.115244,0.234750
0.011020,0.004168,0.034812,0.071050,0.115812,0.234800
0.011406,0.003936,0.034657,0.070592,0.116384,0.234850
0.011792,0.003710,0.034498,0.070131,0.116957,0.234900
